com.samsung.shealth.activity.day_summary,6100041,1
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,60,31320000,2019-04-15 05:00:00.584,3776.4697,14000,4858,3197418,1555286400000,eL5K8TBQJK,3211418,88,com.sec.android.app.shealth,2019-04-16 04:45:55.535,120000,884c25b1-100f-423f-a107-abaf99f9abdb,884c25b1-100f-423f-a107-abaf99f9abdb.extra_data.json,184.13997,
0,60,17160000,2019-11-02 06:00:00.963,8710.978,52568,11415,7316740,1572652800000,eL5K8TBQJK,7369308,201,com.sec.android.app.shealth,2019-11-03 19:08:29.748,360000,7eca2c9d-c9a7-44ff-adf8-3191b1481dbd,7eca2c9d-c9a7-44ff-adf8-3191b1481dbd.extra_data.json,411.4999,
0,60,16920000,2019-05-17 06:00:00.454,4279.7095,27673,5476,3477009,1558051200000,eL5K8TBQJK,3504682,95,com.sec.android.app.shealth,2019-05-18 05:59:59.429,120000,b9becc38-4063-4c6a-a244-aacc0c5b2b3b,b9becc38-4063-4c6a-a244-aacc0c5b2b3b.extra_data.json,202.63,
0,-1,-1,2019-01-10 08:19:37.387,0.0,0,0,0,1546300800000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.387,0,b5a61a84-4508-4a5d-afee-9af0cc56aafb,b5a61a84-4508-4a5d-afee-9af0cc56aafb.extra_data.json,0.0,
0,60,39960000,2019-05-01 06:00:00.439,1241.4501,19200,1476,952476,1556668800000,eL5K8TBQJK,971676,25,com.sec.android.app.shealth,2019-05-02 04:50:53.522,60000,cae9a43f-72ff-4c4a-bc49-10134a71602f,cae9a43f-72ff-4c4a-bc49-10134a71602f.extra_data.json,61.23999,
649780,60,24360000,2019-08-29 05:00:02.076,8713.136,124487,11452,6848999,1567036800000,eL5K8TBQJK,7623266,210,com.sec.android.app.shealth,2019-08-30 05:35:31.674,649780,8e292983-bbae-4ef5-9125-0ebf4f278afe,8e292983-bbae-4ef5-9125-0ebf4f278afe.extra_data.json,455.11963,
0,60,17580000,2019-03-04 07:00:00.363,2288.1897,18800,2891,1880850,1551657600000,eL5K8TBQJK,1899650,51,com.sec.android.app.shealth,2019-03-05 06:51:27.214,60000,4a687971-639c-441e-a330-866c45462ce3,4a687971-639c-441e-a330-866c45462ce3.extra_data.json,115.059975,
0,60,23219999,2019-03-26 07:00:00.639,3338.6194,44445,4170,2681046,1553558400000,eL5K8TBQJK,2725491,73,com.sec.android.app.shealth,2019-03-27 07:00:00.817,120000,99ad26f6-c5d4-4683-82eb-f5b9ab9273e7,99ad26f6-c5d4-4683-82eb-f5b9ab9273e7.extra_data.json,156.91,
0,60,15840000,2020-01-14 06:00:00.821,1771.6818,3200,2456,1624085,1578960000000,jpgso+yMpj,1627285,45,com.sec.android.app.shealth,2020-01-15 06:15:15.478,60000,2bc7f74c-6982-4682-a0e3-282e95915aba,2bc7f74c-6982-4682-a0e3-282e95915aba.extra_data.json,93.85003,
0,-1,-1,2019-01-10 08:19:37.148,0.0,0,0,0,1545868800000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.148,0,64d36241-6beb-49d0-9c82-87f108b5644c,64d36241-6beb-49d0-9c82-87f108b5644c.extra_data.json,0.0,
0,60,24180000,2019-04-03 07:00:00.579,16684.406,169310,21182,13593975,1554249600000,eL5K8TBQJK,13763285,380,com.sec.android.app.shealth,2019-04-04 06:59:55.545,420000,28a316bb-17d8-4686-9615-2e6e5a53545b,28a316bb-17d8-4686-9615-2e6e5a53545b.extra_data.json,783.06995,
0,60,29640000,2019-07-15 06:00:00.272,2179.23,15600,2729,1794230,1563148800000,eL5K8TBQJK,1809830,48,com.sec.android.app.shealth,2019-07-16 06:04:19.548,48024,3f320927-b8b6-4391-803d-ae15d5d87db2,3f320927-b8b6-4391-803d-ae15d5d87db2.extra_data.json,100.94998,
0,60,19440000,2019-09-08 05:00:00.860,13102.156,3213798,18271,7512462,1567900800000,eL5K8TBQJK,10726260,296,com.sec.android.app.shealth,2019-09-09 02:35:33.571,3161140,906ea5d4-e1ef-4032-aa22-fac88ae191e3,906ea5d4-e1ef-4032-aa22-fac88ae191e3.extra_data.json,690.5064,
0,60,22800000,2019-07-10 06:00:00.487,4177.7593,44260,5206,3323298,1562716800000,eL5K8TBQJK,3367558,91,com.sec.android.app.shealth,2019-07-11 06:08:53.099,180000,f4f74a2c-d117-4a85-a3ac-0956c7c3bc15,f4f74a2c-d117-4a85-a3ac-0956c7c3bc15.extra_data.json,198.19,
0,60,30600000,2019-03-10 07:00:00.499,3127.0999,14800,3924,2585202,1552176000000,eL5K8TBQJK,2600002,71,com.sec.android.app.shealth,2019-03-11 20:33:23.930,60000,b62101a7-f59f-4fd3-b42e-2b4579ab3241,b62101a7-f59f-4fd3-b42e-2b4579ab3241.extra_data.json,148.12991,
0,-1,-1,2019-01-10 08:19:37.538,0.0,0,0,0,1546732800000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.538,0,66142a98-6d68-4a87-8e06-ceeb2093a526,66142a98-6d68-4a87-8e06-ceeb2093a526.extra_data.json,0.0,
0,60,35100000,2019-02-09 07:00:09.481,7164.4785,122453,8700,5324000,1549670400000,eL5K8TBQJK,5446453,150,com.sec.android.app.shealth,2019-02-10 05:50:46.369,300000,33b7afc4-0796-4936-8956-31653def19f3,33b7afc4-0796-4936-8956-31653def19f3.extra_data.json,325.86,
0,60,22200000,2019-02-15 07:00:01.355,4029.2314,81619,4871,3028831,1550188800000,eL5K8TBQJK,3110450,85,com.sec.android.app.shealth,2019-02-19 13:36:07.301,180000,502ce5c6-0412-45ff-bc60-7f9090bdaee7,502ce5c6-0412-45ff-bc60-7f9090bdaee7.extra_data.json,192.83005,
0,60,22500000,2019-12-22 07:00:00.538,6608.217,525957,7795,4165883,1576972800000,eL5K8TBQJK,4691840,128,com.sec.android.app.shealth,2019-12-23 07:15:21.214,240000,1038de47-5abb-403a-8d0f-530da8d7db55,1038de47-5abb-403a-8d0f-530da8d7db55.extra_data.json,350.37082,
0,60,21420000,2019-05-22 06:00:00.976,5173.589,86236,6463,4049584,1558483200000,eL5K8TBQJK,4135820,113,com.sec.android.app.shealth,2019-05-23 03:57:21.209,240000,f1395933-7143-47f6-93d6-0bcd1c62ae8b,f1395933-7143-47f6-93d6-0bcd1c62ae8b.extra_data.json,247.56006,
0,60,16740000,2019-03-27 07:00:00.639,2255.0698,19094,2870,1866980,1553644800000,eL5K8TBQJK,1886074,51,com.sec.android.app.shealth,2019-03-28 05:15:18.614,60000,62a845f9-ae70-46d0-a171-799e5fe5aaf8,62a845f9-ae70-46d0-a171-799e5fe5aaf8.extra_data.json,105.63,
0,60,32580000,2019-05-25 06:00:01.085,3484.79,27071,4387,2853613,1558742400000,eL5K8TBQJK,2880684,78,com.sec.android.app.shealth,2019-05-26 05:12:13.589,180000,7e390975-948f-4d7c-a507-3ee2820b796c,7e390975-948f-4d7c-a507-3ee2820b796c.extra_data.json,158.99992,
0,60,27240000,2019-02-02 07:00:00.709,4559.8896,43164,5701,3616402,1549065600000,eL5K8TBQJK,3659566,100,com.sec.android.app.shealth,2019-02-03 07:00:00.840,240000,61997dfc-3d02-4832-a0ea-6c222d20a993,61997dfc-3d02-4832-a0ea-6c222d20a993.extra_data.json,216.47997,
2148330,60,24600000,2019-08-18 05:00:00.448,9299.768,262154,14877,6706893,1566086400000,eL5K8TBQJK,9117377,251,com.sec.android.app.shealth,2019-08-19 12:00:12.715,1140000,c903bdde-c1ad-4585-a6ed-295f268292f8,c903bdde-c1ad-4585-a6ed-295f268292f8.extra_data.json,602.5735,
0,60,23100000,2019-01-28 07:00:00.413,2099.1199,9600,2684,1730775,1548633600000,eL5K8TBQJK,1740375,46,com.sec.android.app.shealth,2019-01-29 02:38:03.451,60000,fb66946d-e5a7-49c6-8d0b-f1194a99ce56,fb66946d-e5a7-49c6-8d0b-f1194a99ce56.extra_data.json,102.20997,
0,60,22140000,2019-02-05 07:00:00.487,5440.5903,50000,6788,4378615,1549324800000,eL5K8TBQJK,4428615,120,com.sec.android.app.shealth,2019-02-06 06:28:37.858,240000,c34096b4-2cf6-44b8-9d80-5780b51a3cb3,c34096b4-2cf6-44b8-9d80-5780b51a3cb3.extra_data.json,258.21005,
0,60,24180000,2019-09-11 05:00:01.258,8106.912,96346,11046,6824454,1568160000000,eL5K8TBQJK,6920800,190,com.sec.android.app.shealth,2019-09-12 06:34:10.465,811190,3b6b6d75-3a31-4e1a-ab6c-dab169a2cfd5,3b6b6d75-3a31-4e1a-ab6c-dab169a2cfd5.extra_data.json,399.1684,
0,60,34260000,2019-07-26 05:00:00.431,9326.719,92424,12861,8166292,1564099200000,eL5K8TBQJK,8258716,228,com.sec.android.app.shealth,2019-07-27 07:31:27.958,1110740,f541cb51-6d86-4f49-9ba1-38d797215153,f541cb51-6d86-4f49-9ba1-38d797215153.extra_data.json,471.48972,
0,60,37140000,2019-12-28 07:00:00.205,5243.3203,48762,7039,4577587,1577491200000,eL5K8TBQJK,4626349,126,com.sec.android.app.shealth,2019-12-29 08:35:19.367,300000,168251a1-6a43-4587-9eea-d104e83005be,168251a1-6a43-4587-9eea-d104e83005be.extra_data.json,251.46994,
0,60,18120000,2019-08-22 05:00:03.576,6909.146,69192,9535,5994260,1566432000000,eL5K8TBQJK,6063452,166,com.sec.android.app.shealth,2019-08-23 05:36:14.456,826640,5766066c-74ca-4f0f-963a-c51434cba074,5766066c-74ca-4f0f-963a-c51434cba074.extra_data.json,328.31903,
0,60,26940000,2019-08-05 05:00:00.796,11714.855,33989,16201,10507151,1564963200000,eL5K8TBQJK,10541140,291,com.sec.android.app.shealth,2019-08-06 05:15:15.657,1325000,c6703b5f-0887-4b1d-89ed-1f8c76c59dbf,c6703b5f-0887-4b1d-89ed-1f8c76c59dbf.extra_data.json,548.89923,
0,60,28680000,2019-10-09 05:00:01.389,9992.015,245249,12882,7956236,1570579200000,eL5K8TBQJK,8201485,226,com.sec.android.app.shealth,2019-10-10 04:35:32.940,953470,48c80d53-1f35-471e-b65c-182057076980,48c80d53-1f35-471e-b65c-182057076980.extra_data.json,478.04425,
0,60,26280000,2019-08-14 05:00:00.893,9398.936,43759,12798,8040147,1565740800000,eL5K8TBQJK,8083906,223,com.sec.android.app.shealth,2019-08-15 07:55:22.016,793080,d2078205-3916-4934-b1ff-cfb80b4f72d2,d2078205-3916-4934-b1ff-cfb80b4f72d2.extra_data.json,450.51602,
0,60,26759999,2019-03-20 07:00:00.462,8025.5903,36147,11129,7160785,1553040000000,eL5K8TBQJK,7196932,198,com.sec.android.app.shealth,2019-03-21 07:00:01.355,240000,a3905c0d-abb1-49c5-99a5-2dd2bb6994fe,a3905c0d-abb1-49c5-99a5-2dd2bb6994fe.extra_data.json,475.60995,
801030,60,21420000,2019-08-23 05:00:00.706,7720.4194,89877,11185,6509982,1566518400000,eL5K8TBQJK,7400889,203,com.sec.android.app.shealth,2019-08-24 05:15:08.346,801030,d9618568-976c-49bf-8c64-3939c65f1296,d9618568-976c-49bf-8c64-3939c65f1296.extra_data.json,433.70224,
0,60,33960000,2019-12-26 07:00:00.617,5482.6187,17404,7162,4608036,1577318400000,eL5K8TBQJK,4625440,126,com.sec.android.app.shealth,2019-12-27 07:35:05.924,240000,2ccf20a5-b209-4e42-8c62-637973eb5f63,2ccf20a5-b209-4e42-8c62-637973eb5f63.extra_data.json,255.18698,
0,60,22980000,2019-11-11 06:00:00.745,7010.085,35815,9564,5910390,1573430400000,eL5K8TBQJK,5946205,163,com.sec.android.app.shealth,2019-11-12 06:15:24.964,360000,639cf90a-697e-4920-93f3-d38c1a4b796d,639cf90a-697e-4920-93f3-d38c1a4b796d.extra_data.json,334.47,
0,60,23340000,2019-05-20 06:00:00.765,3046.6,12400,3927,2563798,1558310400000,eL5K8TBQJK,2576198,70,com.sec.android.app.shealth,2019-05-21 05:44:26.616,120000,6fcdf026-d06d-4f84-a8b5-844ac6e6d6c1,6fcdf026-d06d-4f84-a8b5-844ac6e6d6c1.extra_data.json,149.81003,
0,60,36060000,2019-04-21 06:00:00.451,3302.3308,20305,4162,2724597,1555804800000,eL5K8TBQJK,2744902,75,com.sec.android.app.shealth,2019-04-22 02:58:08.717,60000,99c0d340-3d71-4882-964d-78c832304d45,99c0d340-3d71-4882-964d-78c832304d45.extra_data.json,156.71996,
0,60,15600000,2019-05-29 06:01:37.186,6177.171,81629,7663,4812273,1559088000000,eL5K8TBQJK,4893902,135,com.sec.android.app.shealth,2019-05-30 05:07:26.342,420000,ff362a16-d9b7-4579-aa1f-107a0ebb1a6e,ff362a16-d9b7-4579-aa1f-107a0ebb1a6e.extra_data.json,289.43994,
0,60,23400000,2019-03-21 07:00:00.629,2677.29,40000,3107,1992299,1553126400000,eL5K8TBQJK,2032299,55,com.sec.android.app.shealth,2019-03-22 06:28:58.358,120000,84c33427-b021-40da-8751-7252c544c746,84c33427-b021-40da-8751-7252c544c746.extra_data.json,143.8,
0,-1,-1,2019-01-10 08:19:37.653,0.0,0,0,0,1546992000000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.653,0,f751cab3-cc2b-4c9c-a41f-1764e2af9376,f751cab3-cc2b-4c9c-a41f-1764e2af9376.extra_data.json,0.0,
0,60,18660000,2019-11-01 06:00:00.463,8695.206,47200,12097,7952444,1572566400000,eL5K8TBQJK,7999644,220,com.sec.android.app.shealth,2019-11-02 07:46:28.541,1755310,3564b925-cf1e-43ea-bb2c-b9d8e2fdd131,3564b925-cf1e-43ea-bb2c-b9d8e2fdd131.extra_data.json,425.59097,
0,60,34380000,2019-03-16 07:00:00.348,3946.5396,47140,4928,3196738,1552694400000,eL5K8TBQJK,3243878,88,com.sec.android.app.shealth,2019-03-17 05:33:42.097,120000,09036c6e-9a9f-49da-a30f-a828406b800b,09036c6e-9a9f-49da-a30f-a828406b800b.extra_data.json,183.36003,
1151480,60,21120000,2019-10-16 05:00:01.453,8441.374,51804,12510,6824257,1571184000000,eL5K8TBQJK,8027541,221,com.sec.android.app.shealth,2019-10-17 07:15:24.529,1263710,a6c1f894-1f96-4cf1-b368-d8aa2299d145,a6c1f894-1f96-4cf1-b368-d8aa2299d145.extra_data.json,482.1665,
0,60,20340000,2019-10-27 05:00:01.337,11635.685,51532,16013,10278819,1572134400000,eL5K8TBQJK,10330351,285,com.sec.android.app.shealth,2019-10-28 07:35:22.338,1542770,6b871c46-487a-4b5e-9829-7acfae2bc1f4,6b871c46-487a-4b5e-9829-7acfae2bc1f4.extra_data.json,547.02124,
0,60,26760000,2019-07-04 05:00:01.490,16176.876,355088,19744,11995235,1562198400000,eL5K8TBQJK,12350323,340,com.sec.android.app.shealth,2019-07-05 04:48:54.261,480000,27bdb8d7-c273-46a7-8dde-e9674b5a78d7,27bdb8d7-c273-46a7-8dde-e9674b5a78d7.extra_data.json,770.8402,
0,60,36240000,2019-01-13 07:00:00.525,5253.7915,36781,6657,4345581,1547337600000,eL5K8TBQJK,4382362,120,com.sec.android.app.shealth,2019-01-14 06:38:41.348,120000,b7a32a81-df44-4c01-b1de-58ed3de095a8,b7a32a81-df44-4c01-b1de-58ed3de095a8.extra_data.json,250.88008,
0,60,32520000,2019-08-02 05:00:12.682,2500.2502,22000,3319,2177088,1564704000000,eL5K8TBQJK,2199088,60,com.sec.android.app.shealth,2019-08-03 06:35:30.594,46023,9e52f1d0-a947-46ee-96f9-972b3937f9d0,9e52f1d0-a947-46ee-96f9-972b3937f9d0.extra_data.json,119.83002,
0,60,33240000,2019-03-17 07:00:00.481,2054.9102,22800,2542,1657465,1552780800000,eL5K8TBQJK,1680265,45,com.sec.android.app.shealth,2019-03-18 02:51:17.511,60000,64e7c61f-2b66-461d-a6bd-b047d4b5f575,64e7c61f-2b66-461d-a6bd-b047d4b5f575.extra_data.json,102.39996,
0,60,24660000,2020-01-04 07:00:00.586,6277.713,55314,8311,5292779,1578096000000,eL5K8TBQJK,5348093,146,com.sec.android.app.shealth,2020-01-06 15:32:15.346,420000,989efea6-3757-412c-ad73-faf8972822a9,989efea6-3757-412c-ad73-faf8972822a9.extra_data.json,289.51108,
0,60,33720000,2019-02-03 07:00:00.309,3777.4297,44400,4704,3049434,1549152000000,eL5K8TBQJK,3093834,83,com.sec.android.app.shealth,2019-02-04 05:48:10.567,60000,2a35ffd8-70a0-4d8d-91ff-773a365d8d3b,2a35ffd8-70a0-4d8d-91ff-773a365d8d3b.extra_data.json,181.37004,
0,60,26400000,2019-04-14 06:00:00.559,4291.5806,107120,5291,3252339,1555200000000,eL5K8TBQJK,3359459,91,com.sec.android.app.shealth,2019-04-15 05:00:01.067,240000,c3e18df7-2860-482f-aa7a-3d168bc82229,c3e18df7-2860-482f-aa7a-3d168bc82229.extra_data.json,205.92001,
0,60,28920000,2020-01-02 07:00:00.400,2881.9158,38000,3779,2451166,1577923200000,eL5K8TBQJK,2489166,66,com.sec.android.app.shealth,2020-01-03 08:15:09.157,60000,70c6299c-86ab-4c14-9faf-aa4239c2283d,70c6299c-86ab-4c14-9faf-aa4239c2283d.extra_data.json,143.321,
0,60,35940000,2019-04-28 06:00:00.672,1527.2001,13600,1881,1229918,1556409600000,eL5K8TBQJK,1243518,33,com.sec.android.app.shealth,2019-04-29 04:45:11.318,60000,74c72253-1f45-4e14-be07-fa90638ba90c,74c72253-1f45-4e14-be07-fa90638ba90c.extra_data.json,71.51999,
0,60,24840000,2019-09-14 05:00:00.539,4567.4,58207,5873,3747992,1568419200000,eL5K8TBQJK,3806199,103,com.sec.android.app.shealth,2019-09-15 08:55:31.047,300000,6e54669a-a531-4446-bd16-b094709b8fae,6e54669a-a531-4446-bd16-b094709b8fae.extra_data.json,214.74997,
0,60,23040000,2019-05-21 06:00:00.758,3600.2808,47200,4312,2777965,1558396800000,eL5K8TBQJK,2825165,76,com.sec.android.app.shealth,2019-05-22 05:31:49.755,120000,6e4e9813-eaea-4a35-9f4c-b6a9352dc893,6e4e9813-eaea-4a35-9f4c-b6a9352dc893.extra_data.json,176.14001,
0,-1,-1,2019-01-10 08:19:37.179,0.0,0,0,0,1545955200000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.179,0,35b0324c-748e-456c-bc7f-ab36edfa3a2d,35b0324c-748e-456c-bc7f-ab36edfa3a2d.extra_data.json,0.0,
0,60,33780000,2019-04-24 06:00:00.358,2061.17,26000,2508,1629481,1556064000000,eL5K8TBQJK,1655481,45,com.sec.android.app.shealth,2019-04-25 05:56:27.568,49358,5bae9965-3b00-407c-b491-e7955b75ca23,5bae9965-3b00-407c-b491-e7955b75ca23.extra_data.json,95.14,
0,60,13320000,2019-05-28 06:00:00.635,4157.931,40565,5316,3421919,1559001600000,eL5K8TBQJK,3462484,95,com.sec.android.app.shealth,2019-05-29 04:38:48.748,120000,b5fab2ee-c9b0-4e38-8433-8cea149e42be,b5fab2ee-c9b0-4e38-8433-8cea149e42be.extra_data.json,197.37,
0,60,12660000,2019-08-16 05:00:02.857,8423.468,44957,11486,7192020,1565913600000,eL5K8TBQJK,7236977,198,com.sec.android.app.shealth,2019-08-17 05:34:46.695,836810,c51cc5a2-b1ed-480d-94cd-b5b3eb4f6da0,c51cc5a2-b1ed-480d-94cd-b5b3eb4f6da0.extra_data.json,406.69553,
0,60,20940000,2019-08-19 05:00:02.207,6908.6313,54541,9107,5526950,1566172800000,eL5K8TBQJK,5581491,153,com.sec.android.app.shealth,2019-08-20 04:55:32.386,420000,8c620f97-be4a-4184-97ee-713eb49791c0,8c620f97-be4a-4184-97ee-713eb49791c0.extra_data.json,320.62985,
0,60,22740000,2019-01-17 07:00:02.870,7706.791,407867,8635,4936914,1547683200000,eL5K8TBQJK,5344781,146,com.sec.android.app.shealth,2019-01-18 06:59:21.402,300000,d91108c9-9341-4bd0-a945-8dd5249b46b8,d91108c9-9341-4bd0-a945-8dd5249b46b8.extra_data.json,383.1401,
0,60,34560000,2019-07-17 06:00:00.592,1510.13,19516,1903,1235446,1563321600000,eL5K8TBQJK,1254962,33,com.sec.android.app.shealth,2019-07-18 05:25:53.714,60000,db9631cf-0e26-4852-94e3-71b6a70538ce,db9631cf-0e26-4852-94e3-71b6a70538ce.extra_data.json,71.240005,
0,60,38820000,2019-06-11 06:00:00.982,3644.71,102916,4007,2446992,1560211200000,eL5K8TBQJK,2549908,68,com.sec.android.app.shealth,2019-06-12 05:31:53.042,120000,5d560bc6-32ae-42af-bbaf-c0cc51a0fa0a,5d560bc6-32ae-42af-bbaf-c0cc51a0fa0a.extra_data.json,179.55,
0,60,16200000,2019-09-24 05:00:02.991,5240.288,51724,6845,4411375,1569283200000,eL5K8TBQJK,4463099,121,com.sec.android.app.shealth,2019-09-25 11:42:28.158,753820,a388929e-3398-4ade-ad37-65e6656833ff,a388929e-3398-4ade-ad37-65e6656833ff.extra_data.json,254.44493,
0,60,19740000,2019-06-02 06:00:00.923,7481.0825,10425,9599,6008804,1559433600000,eL5K8TBQJK,6019229,166,com.sec.android.app.shealth,2019-06-03 04:17:24.749,360000,3e1ee2bf-9797-4fc4-b385-7935b953b711,3e1ee2bf-9797-4fc4-b385-7935b953b711.extra_data.json,343.00998,
0,60,36720000,2019-06-08 06:00:01.245,2392.7202,14854,3045,1975912,1559952000000,eL5K8TBQJK,1990766,53,com.sec.android.app.shealth,2019-06-09 05:35:13.607,60000,759bb2eb-9a4e-4ca7-8853-d966dddb3e43,759bb2eb-9a4e-4ca7-8853-d966dddb3e43.extra_data.json,115.039986,
0,60,19560000,2019-11-21 06:00:02.031,6863.2495,26400,9824,6263042,1574294400000,eL5K8TBQJK,6289442,173,com.sec.android.app.shealth,2019-11-22 06:55:12.055,747880,30397699-c3a0-4613-9c08-3696616f1466,30397699-c3a0-4613-9c08-3696616f1466.extra_data.json,337.99203,
0,60,18300000,2019-08-21 05:00:07.741,6981.582,64943,9239,5709341,1566345600000,eL5K8TBQJK,5774284,160,com.sec.android.app.shealth,2019-08-22 05:35:24.507,846010,a1b0ee67-c8ea-4084-b98d-8dcf7bda126f,a1b0ee67-c8ea-4084-b98d-8dcf7bda126f.extra_data.json,336.3306,
0,60,48900000,2019-06-25 06:00:00.413,2672.5103,13806,3370,2153788,1561420800000,eL5K8TBQJK,2167594,58,com.sec.android.app.shealth,2019-06-26 04:20:11.190,120000,d3951a3f-c887-4726-8bb0-f8585f337841,d3951a3f-c887-4726-8bb0-f8585f337841.extra_data.json,125.08001,
0,60,25200000,2019-07-02 05:00:02.601,10942.719,189387,13167,8286183,1562025600000,eL5K8TBQJK,8475570,235,com.sec.android.app.shealth,2019-07-03 05:00:00.916,120000,62ad63ed-44a7-4029-8c4f-bf29e945647b,62ad63ed-44a7-4029-8c4f-bf29e945647b.extra_data.json,516.4699,
605820,60,21540000,2019-12-07 06:00:01.415,5704.2227,62208,8104,4777514,1575676800000,eL5K8TBQJK,5445542,150,com.sec.android.app.shealth,2019-12-08 09:00:05.719,605820,ea961b70-0dc2-4230-b74c-14fbe50a50d0,ea961b70-0dc2-4230-b74c-14fbe50a50d0.extra_data.json,323.52933,
0,-1,-1,2019-01-10 08:19:37.473,0.0,0,0,0,1546560000000,eL5K8TBQJK,0,0,com.sec.android.app.shealth,2019-01-10 08:19:37.473,0,b0e3e24c-cbfe-4f3c-9646-e22ec0f9d469,b0e3e24c-cbfe-4f3c-9646-e22ec0f9d469.extra_data.json,0.0,
646130,60,16020000,2019-11-05 06:04:19.109,5685.666,170690,7658,4608846,1572912000000,eL5K8TBQJK,5425666,148,com.sec.android.app.shealth,2019-11-06 06:57:51.070,646130,0326a6dc-0895-4f5c-8ed0-e0b9888f307a,0326a6dc-0895-4f5c-8ed0-e0b9888f307a.extra_data.json,339.821,
0,60,22080000,2019-03-05 07:00:00.402,3508.0508,24418,4480,2906252,1551744000000,eL5K8TBQJK,2930670,80,com.sec.android.app.shealth,2019-03-06 06:34:55.733,60000,9941f7ef-82f9-4ed5-9298-6f7882a7d3a5,9941f7ef-82f9-4ed5-9298-6f7882a7d3a5.extra_data.json,170.23997,
0,60,16440000,2019-10-25 05:00:00.713,8797.502,127402,11767,7107600,1571961600000,eL5K8TBQJK,7235002,200,com.sec.android.app.shealth,2019-10-26 07:00:19.804,540000,825aa242-2177-4bad-817a-e8f7bb849864,825aa242-2177-4bad-817a-e8f7bb849864.extra_data.json,412.9709,
0,60,19920000,2019-10-30 06:00:01.515,6669.3022,51600,8994,5503004,1572393600000,eL5K8TBQJK,5554604,151,com.sec.android.app.shealth,2019-11-01 23:39:54.257,480000,c73df99a-9594-4eb5-ac68-f0aaceb94fd6,c73df99a-9594-4eb5-ac68-f0aaceb94fd6.extra_data.json,308.91092,
0,60,17160000,2019-02-27 07:00:01.033,2053.4802,18400,2573,1660740,1551225600000,eL5K8TBQJK,1679140,45,com.sec.android.app.shealth,2019-02-28 07:00:01.907,60000,62c13c92-1cde-4b06-a5c7-1379c11c79dc,62c13c92-1cde-4b06-a5c7-1379c11c79dc.extra_data.json,101.69,
0,60,36540000,2019-06-09 06:00:01.237,1544.6901,8400,1896,1250625,1560038400000,eL5K8TBQJK,1259025,33,com.sec.android.app.shealth,2019-06-10 04:54:04.564,60000,660c2f1d-c73b-46ad-a711-4486ee580d27,660c2f1d-c73b-46ad-a711-4486ee580d27.extra_data.json,75.95,
0,60,13020000,2019-08-15 05:00:00.890,9007.653,72423,12383,7544728,1565827200000,eL5K8TBQJK,7617151,210,com.sec.android.app.shealth,2019-08-16 04:47:46.414,1708040,99cd3b29-3561-4c4e-baaf-5365a96550f6,99cd3b29-3561-4c4e-baaf-5365a96550f6.extra_data.json,432.4555,
0,60,19920000,2019-07-12 06:00:01.144,6090.451,25200,7733,5072325,1562889600000,eL5K8TBQJK,5097525,140,com.sec.android.app.shealth,2019-07-13 06:00:00.911,180000,2c285e10-41db-46ae-86c7-92ee28ab1cb8,2c285e10-41db-46ae-86c7-92ee28ab1cb8.extra_data.json,282.4599,
0,60,11820000,2019-04-08 06:00:00.778,12069.437,34364,15702,9940825,1554681600000,eL5K8TBQJK,9975189,275,com.sec.android.app.shealth,2019-04-09 04:28:45.971,1563616,4f650cfa-567d-4d30-bf64-9b13722ec005,4f650cfa-567d-4d30-bf64-9b13722ec005.extra_data.json,592.7356,
0,60,28440000,2019-04-06 07:00:00.690,4038.0403,40400,5073,3298255,1554508800000,eL5K8TBQJK,3338655,90,com.sec.android.app.shealth,2019-04-07 07:00:01.017,120000,eb73c867-6774-4be0-a2fa-a843a869eaf7,eb73c867-6774-4be0-a2fa-a843a869eaf7.extra_data.json,191.68996,
0,60,12300000,2019-08-12 05:00:00.624,9291.855,33326,13169,8223430,1565568000000,eL5K8TBQJK,8256756,228,com.sec.android.app.shealth,2019-08-13 06:35:24.614,1209020,09c7cd3f-e28b-4ea9-8758-1868504f8c0b,09c7cd3f-e28b-4ea9-8758-1868504f8c0b.extra_data.json,445.00864,
776130,60,36600000,2019-08-25 05:00:00.783,6604.298,164340,9005,5458886,1566691200000,eL5K8TBQJK,6399356,175,com.sec.android.app.shealth,2019-08-26 04:35:18.058,1181850,c138c2b2-323b-402c-b816-fe13b30bb470,c138c2b2-323b-402c-b816-fe13b30bb470.extra_data.json,379.46646,
0,60,21720000,2019-10-02 05:00:02.182,6960.218,56860,9535,6008475,1569974400000,eL5K8TBQJK,6065335,166,com.sec.android.app.shealth,2019-10-03 04:55:49.289,971240,f6acc6fc-040b-417a-947c-84090f4cd87e,f6acc6fc-040b-417a-947c-84090f4cd87e.extra_data.json,332.38486,
