com.samsung.shealth.step_daily_trend,6100041,6
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2020-01-14 22:11:17.281,8088.79,10476,0,1569801600000,4.638889,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.281,47a21fdc-7a76-41c5-84e8-0c4ffa31c206.binning_data.json,47a21fdc-7a76-41c5-84e8-0c4ffa31c206,382.78,com.sec.android.app.shealth,
2020-01-14 22:11:17.309,4840.51,6071,-2,1547596800000,1.5980192,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.309,87d35396-5ec1-4121-9636-4e0359d7e787.binning_data.json,87d35396-5ec1-4121-9636-4e0359d7e787,228.52998,com.sec.android.app.shealth,
2020-01-14 22:11:17.312,2412.87,3010,-2,1548720000000,1.6057632,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.312,3bd1fa5a-3701-44fb-a633-6d2603898f85.binning_data.json,3bd1fa5a-3701-44fb-a633-6d2603898f85,114.689995,com.sec.android.app.shealth,
2020-01-14 22:11:17.283,3501.25,4403,0,1570320000000,3.0555556,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.283,448ef680-7f16-40cf-8a7e-ea140ec36f93.binning_data.json,448ef680-7f16-40cf-8a7e-ea140ec36f93,167.81,com.sec.android.app.shealth,
2020-01-14 22:11:17.284,10437.86,13503,0,1570838400000,6.9444447,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.284,f0a89a68-b618-4a58-ac34-f32e328b7425.binning_data.json,f0a89a68-b618-4a58-ac34-f32e328b7425,526.07,com.sec.android.app.shealth,
2020-01-14 22:11:17.327,16684.4,21182,-2,1554249600000,1.578313,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.327,6a1a30de-3a27-4dfb-adec-293df7026f39.binning_data.json,6a1a30de-3a27-4dfb-adec-293df7026f39,783.06995,com.sec.android.app.shealth,
2020-01-14 22:11:17.286,10077.34,13000,0,1571356800000,3.5277777,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.286,ad546636-5194-4eb8-9313-fc17e56da35e.binning_data.json,ad546636-5194-4eb8-9313-fc17e56da35e,478.34,com.sec.android.app.shealth,
2020-01-14 22:11:17.328,8235.92,10544,-2,1554768000000,1.4958473,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.328,a1539cb2-142c-4027-aea6-ea5fd269df6e.binning_data.json,a1539cb2-142c-4027-aea6-ea5fd269df6e,398.3,com.sec.android.app.shealth,
2020-01-14 22:11:17.311,3002.9,3699,-2,1548115200000,1.5940088,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.311,c6ae986b-7537-46bd-959d-80e40250092f.binning_data.json,c6ae986b-7537-46bd-959d-80e40250092f,151.04,com.sec.android.app.shealth,
2020-01-14 22:11:17.329,3776.47,4858,-2,1555286400000,1.4407114,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.329,c2bf4301-bce8-453c-bbca-1174d20edd12.binning_data.json,c2bf4301-bce8-453c-bbca-1174d20edd12,184.14,com.sec.android.app.shealth,
2020-01-14 22:11:17.287,8873.59,11126,0,1571875200000,3.7777777,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.287,82c6fbbe-60d0-4bdb-8ac7-9a1bb593bc92.binning_data.json,82c6fbbe-60d0-4bdb-8ac7-9a1bb593bc92,407.36,com.sec.android.app.shealth,
2020-01-14 22:11:17.310,6047.28,6781,-2,1547942400000,1.9080694,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.310,81858235-387f-426f-8a9c-d5bed533fd1f.binning_data.json,81858235-387f-426f-8a9c-d5bed533fd1f,298.49,com.sec.android.app.shealth,
2020-01-14 22:11:17.329,3302.33,4162,-2,1555804800000,1.5656105,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.329,fd086fe1-fb20-45ab-be56-8f3b3b10a2d6.binning_data.json,fd086fe1-fb20-45ab-be56-8f3b3b10a2d6,156.72,com.sec.android.app.shealth,
2020-01-14 22:11:17.317,2322.04,2839,-2,1549238400000,1.6303403,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.317,c2eb4fb3-f3a9-4ed2-9a6e-f1e29990d3e7.binning_data.json,c2eb4fb3-f3a9-4ed2-9a6e-f1e29990d3e7,111.02,com.sec.android.app.shealth,
2020-01-14 22:11:17.312,2099.12,2684,-2,1548633600000,1.5637834,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.312,decaf64b-2186-48a3-aff5-e6d701403f73.binning_data.json,decaf64b-2186-48a3-aff5-e6d701403f73,102.21,com.sec.android.app.shealth,
2020-01-14 22:11:17.330,2198.68,2731,-2,1556323200000,1.6974784,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.330,84ae0994-586e-43ed-afcc-8a76983465c3.binning_data.json,84ae0994-586e-43ed-afcc-8a76983465c3,105.17,com.sec.android.app.shealth,
2020-01-14 22:11:17.312,3369.12,4190,-2,1548460800000,1.6058693,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.312,1d40e148-ea45-4bb3-b6f9-61596f0a8205.binning_data.json,1d40e148-ea45-4bb3-b6f9-61596f0a8205,156.2,com.sec.android.app.shealth,
2020-01-14 22:11:17.318,2403.59,3061,-2,1549756800000,1.5076449,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.318,c3447b4d-bf36-46d5-b12d-d694337001dd.binning_data.json,c3447b4d-bf36-46d5-b12d-d694337001dd,118.369995,com.sec.android.app.shealth,
2020-01-14 22:11:17.289,5750.2095,7359,0,1572393600000,3.4166667,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.289,18d85378-cf92-4ad8-b3ca-6ded38083e91.binning_data.json,18d85378-cf92-4ad8-b3ca-6ded38083e91,263.15997,com.sec.android.app.shealth,
2020-01-14 22:11:17.316,3777.43,4704,-2,1549152000000,1.6078963,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.316,172c2478-30fa-485e-84be-295b3b06721c.binning_data.json,172c2478-30fa-485e-84be-295b3b06721c,181.37,com.sec.android.app.shealth,
2020-01-14 22:11:17.290,4012.61,4839,0,1572912000000,4.047615,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.290,bb2e5960-2463-4dd0-bcc0-98bf65fedac2.binning_data.json,bb2e5960-2463-4dd0-bcc0-98bf65fedac2,197.93,com.sec.android.app.shealth,
2020-01-14 22:11:17.319,8869.7,10984,-2,1550275200000,1.6010004,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.319,a6387616-1937-4e38-8e14-e3c9502716f6.binning_data.json,a6387616-1937-4e38-8e14-e3c9502716f6,413.25,com.sec.android.app.shealth,
2020-01-14 22:11:17.331,4369.2603,5641,-2,1556841600000,1.4800202,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.331,450d30f4-24cf-4096-9dbb-f9482a038060.binning_data.json,450d30f4-24cf-4096-9dbb-f9482a038060,210.09999,com.sec.android.app.shealth,
2020-01-14 22:11:17.313,4531.13,5652,-2,1548979200000,1.572993,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.313,ac174534-7842-4177-8f8e-e36da44b441c.binning_data.json,ac174534-7842-4177-8f8e-e36da44b441c,215.34,com.sec.android.app.shealth,
2020-01-14 22:11:17.292,5630.7397,7292,0,1573430400000,3.638122,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.292,0b96f312-b4c4-44a9-a0a8-d563be02b12b.binning_data.json,0b96f312-b4c4-44a9-a0a8-d563be02b12b,264.3,com.sec.android.app.shealth,
2020-01-14 22:11:17.332,3572.7,4035,-2,1557360000000,2.0141675,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.332,2e72920f-e358-467c-a92c-924af52220ca.binning_data.json,2e72920f-e358-467c-a92c-924af52220ca,174.98999,com.sec.android.app.shealth,
2020-01-14 22:11:17.317,7164.48,8700,-2,1549670400000,1.6933118,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.317,f4bbe7d5-8c6e-4fae-84d3-497947c9653b.binning_data.json,f4bbe7d5-8c6e-4fae-84d3-497947c9653b,325.86,com.sec.android.app.shealth,
2020-01-14 22:11:17.293,9115.53,11655,0,1573948800000,6.9444447,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.293,6cafd5cb-f0bd-46e4-a9e0-96bd2f06d642.binning_data.json,6cafd5cb-f0bd-46e4-a9e0-96bd2f06d642,421.46,com.sec.android.app.shealth,
2020-01-14 22:11:17.333,2492.01,3094,-2,1557878400000,1.6313883,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.333,7add0d23-dde3-4af5-9c1f-52fb7837a2e0.binning_data.json,7add0d23-dde3-4af5-9c1f-52fb7837a2e0,119.31,com.sec.android.app.shealth,
2020-01-14 22:11:17.317,3238.77,3585,-2,1549497600000,2.0259984,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.317,4f4b17fb-1385-4662-8b20-e8706a9c3420.binning_data.json,4f4b17fb-1385-4662-8b20-e8706a9c3420,181.17,com.sec.android.app.shealth,
2020-01-14 22:11:17.334,3600.28,4312,-2,1558396800000,1.7041106,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.334,fc95698b-a14a-4ccb-b5b5-cabe64ee8c05.binning_data.json,fc95698b-a14a-4ccb-b5b5-cabe64ee8c05,176.14,com.sec.android.app.shealth,
2020-01-14 22:11:17.321,7015.35,8380,-2,1551484800000,1.7093583,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.321,ebade7eb-7d7e-4fc6-8472-81a29318c3dd.binning_data.json,ebade7eb-7d7e-4fc6-8472-81a29318c3dd,340.43,com.sec.android.app.shealth,
2020-01-14 22:11:17.318,3436.13,3842,-2,1550016000000,1.9073684,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.318,7b31b9f6-c443-49be-9f68-35f1c0efa9ec.binning_data.json,7b31b9f6-c443-49be-9f68-35f1c0efa9ec,185.2,com.sec.android.app.shealth,
2020-01-14 22:11:17.320,2640.45,3380,-2,1550793600000,1.5468432,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.320,0a7a0903-158f-431a-86fe-23c264daf06b.binning_data.json,0a7a0903-158f-431a-86fe-23c264daf06b,125.899994,com.sec.android.app.shealth,
2020-01-14 22:11:17.295,1937.63,2459,0,1574467200000,3.3670669,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.295,501b2fa2-549d-4a39-8330-6335e6b97190.binning_data.json,501b2fa2-549d-4a39-8330-6335e6b97190,92.63,com.sec.android.app.shealth,
2020-01-14 22:11:17.319,2110.73,2641,-2,1550534400000,1.5876958,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.319,b8d6ed23-6693-4c90-b97a-031855efab46.binning_data.json,b8d6ed23-6693-4c90-b97a-031855efab46,98.369995,com.sec.android.app.shealth,
2020-01-14 22:11:17.321,2223.61,2747,-2,1551312000000,1.6743125,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.321,de94f78f-b814-47b5-b091-f886b8f60321.binning_data.json,de94f78f-b814-47b5-b091-f886b8f60321,107.189995,com.sec.android.app.shealth,
2020-01-14 22:11:17.322,1991.39,2522,-2,1551830400000,1.561748,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.322,17e9ddf4-116b-4fab-8cf0-675cdee93efb.binning_data.json,17e9ddf4-116b-4fab-8cf0-675cdee93efb,96.619995,com.sec.android.app.shealth,
2020-01-14 22:11:17.322,5657.61,7151,-2,1552003200000,1.6368824,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.322,e5d000f7-a145-4731-9e83-975b741fc536.binning_data.json,e5d000f7-a145-4731-9e83-975b741fc536,268.99997,com.sec.android.app.shealth,
2020-01-14 22:11:17.296,6111.07,7807,0,1574985600000,3.456706,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.296,28f68f3f-adf1-4493-9fab-33ad138fb3d3.binning_data.json,28f68f3f-adf1-4493-9fab-33ad138fb3d3,274.31998,com.sec.android.app.shealth,
2020-01-14 22:11:17.323,2029.02,2560,-2,1552348800000,1.5400318,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.323,201698a3-0309-433e-9250-d8e124b05700.binning_data.json,201698a3-0309-433e-9250-d8e124b05700,97.939995,com.sec.android.app.shealth,
2020-01-14 22:11:17.335,3205.93,3866,-2,1558915200000,1.7261236,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.335,648a7833-6c9e-4246-bc9b-ea8309aa5969.binning_data.json,648a7833-6c9e-4246-bc9b-ea8309aa5969,158.59,com.sec.android.app.shealth,
2020-01-14 22:11:17.324,2747.19,3437,-2,1552867200000,1.658982,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.324,80b641a8-cbb9-4cbd-87aa-fb6b053bf90f.binning_data.json,80b641a8-cbb9-4cbd-87aa-fb6b053bf90f,129.06,com.sec.android.app.shealth,
2020-01-14 22:11:17.297,5622.32,7246,0,1575504000000,6.9444447,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.297,b248a233-b46e-44f3-a37f-714d57836925.binning_data.json,b248a233-b46e-44f3-a37f-714d57836925,263.14996,com.sec.android.app.shealth,
2020-01-14 22:11:17.323,3702.74,4650,-2,1552521600000,1.5923048,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.323,453baf49-9c9d-4db4-8135-130c6d767ade.binning_data.json,453baf49-9c9d-4db4-8135-130c6d767ade,176.28,com.sec.android.app.shealth,
2020-01-14 22:11:17.336,7481.08,9599,-2,1559433600000,1.5106084,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.336,89e14f52-1527-4403-acdc-7aeb66963052.binning_data.json,89e14f52-1527-4403-acdc-7aeb66963052,343.00998,com.sec.android.app.shealth,
2020-01-14 22:11:17.325,2904.16,3715,-2,1553385600000,1.5087614,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.325,49ee22c1-5699-423b-804a-dfad08bfd6f5.binning_data.json,49ee22c1-5699-423b-804a-dfad08bfd6f5,148.31,com.sec.android.app.shealth,
2020-01-14 22:11:17.299,4884.3804,6136,0,1576022400000,5.5277777,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.299,3d45e6cf-05e8-45b5-9f23-4ca28f4592a8.binning_data.json,3d45e6cf-05e8-45b5-9f23-4ca28f4592a8,229.90997,com.sec.android.app.shealth,
2020-01-14 22:11:17.320,2030.5599,2538,-2,1551052800000,1.6329697,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.320,a5ed91af-2f57-4c50-964a-fdb97cf6127d.binning_data.json,a5ed91af-2f57-4c50-964a-fdb97cf6127d,97.77,com.sec.android.app.shealth,
2020-01-14 22:11:17.336,2392.72,3045,-2,1559952000000,1.6495562,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.336,0664c882-ddee-4196-962f-057609aa30eb.binning_data.json,0664c882-ddee-4196-962f-057609aa30eb,115.03999,com.sec.android.app.shealth,
2020-01-14 22:11:17.326,5043.67,6260,-2,1553904000000,1.6443135,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.326,0381e06c-5fef-401a-af8e-3a30f4ff2adf.binning_data.json,0381e06c-5fef-401a-af8e-3a30f4ff2adf,236.04999,com.sec.android.app.shealth,
2020-01-14 22:11:17.322,1759.18,2230,-2,1551571200000,1.5374148,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.322,883b4184-2343-4987-a85f-b12977329e8c.binning_data.json,883b4184-2343-4987-a85f-b12977329e8c,88.24,com.sec.android.app.shealth,
2020-01-14 22:11:17.325,8025.5903,11129,-2,1553040000000,1.4647883,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.325,f3028883-d5d7-4a0b-a5f4-5beb35358a5c.binning_data.json,f3028883-d5d7-4a0b-a5f4-5beb35358a5c,475.61,com.sec.android.app.shealth,
2020-01-14 22:11:17.337,4184.59,5337,-2,1560470400000,1.5509527,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.337,c2b4f64d-891b-4eeb-8f1f-c8d945a99ed7.binning_data.json,c2b4f64d-891b-4eeb-8f1f-c8d945a99ed7,196.74998,com.sec.android.app.shealth,
2020-01-14 22:11:17.327,2448.95,2935,-2,1554422400000,1.6987072,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.327,2a0f0382-118c-4c44-8a25-e43fba5a49be.binning_data.json,2a0f0382-118c-4c44-8a25-e43fba5a49be,129.65,com.sec.android.app.shealth,
2020-01-14 22:11:17.323,4804.42,6108,-2,1552089600000,1.5515474,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.323,15cf050f-36e9-4e21-bfa5-ecdd1ef62723.binning_data.json,15cf050f-36e9-4e21-bfa5-ecdd1ef62723,229.86998,com.sec.android.app.shealth,
2020-01-14 22:11:17.338,4049.97,5138,-2,1560988800000,1.5572922,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.338,f81a2d8a-a6c9-4cf2-bcd1-2aa5b77a4ada.binning_data.json,f81a2d8a-a6c9-4cf2-bcd1-2aa5b77a4ada,192.82999,com.sec.android.app.shealth,
2020-01-14 22:11:17.328,5769.02,7350,-2,1554940800000,1.585437,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.328,fc83e8ef-f2d1-4f66-af0d-5f02dc26d64e.binning_data.json,fc83e8ef-f2d1-4f66-af0d-5f02dc26d64e,262.97998,com.sec.android.app.shealth,
2020-01-14 22:11:17.325,3338.62,4170,-2,1553558400000,1.5964798,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.325,18bcebb1-c9e9-46f7-bded-26abb0fc918a.binning_data.json,18bcebb1-c9e9-46f7-bded-26abb0fc918a,156.90999,com.sec.android.app.shealth,
2020-01-14 22:11:17.324,4852.44,6170,-2,1552608000000,1.527391,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.324,169593c9-fa5d-4043-9741-f75a207dff65.binning_data.json,169593c9-fa5d-4043-9741-f75a207dff65,234.67998,com.sec.android.app.shealth,
2020-01-14 22:11:17.339,5401.43,6894,-2,1561507200000,1.4905777,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.339,bb5c37cc-b0d3-4732-b8c0-799c87445dd6.binning_data.json,bb5c37cc-b0d3-4732-b8c0-799c87445dd6,257.74,com.sec.android.app.shealth,
2020-01-14 22:11:17.329,9850.68,12610,-2,1555459200000,1.4777241,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.329,8c2b4bfa-b820-48f7-b650-53d25f3c8e93.binning_data.json,8c2b4bfa-b820-48f7-b650-53d25f3c8e93,463.36,com.sec.android.app.shealth,
2020-01-14 22:11:17.325,2677.29,3107,-2,1553126400000,1.7631818,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.325,87a51c47-eedc-40aa-a75f-ce862436d066.binning_data.json,87a51c47-eedc-40aa-a75f-ce862436d066,143.8,com.sec.android.app.shealth,
2020-01-14 22:11:17.340,10942.72,13167,-2,1562025600000,1.6791508,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.340,a6fa9f5d-9d1b-4551-88a2-cc33afeaf71f.binning_data.json,a6fa9f5d-9d1b-4551-88a2-cc33afeaf71f,516.47,com.sec.android.app.shealth,
2020-01-14 22:11:17.330,5134.3,6419,-2,1555977600000,1.5931219,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.330,0e244bfa-e614-438c-a0c5-28f12f98dcde.binning_data.json,0e244bfa-e614-438c-a0c5-28f12f98dcde,240.84999,com.sec.android.app.shealth,
2020-01-14 22:11:17.326,3092.2,3850,-2,1554076800000,1.5364957,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.326,8f16f283-7eef-4a9c-a8c5-8808180117e6.binning_data.json,8f16f283-7eef-4a9c-a8c5-8808180117e6,151.56999,com.sec.android.app.shealth,
2020-01-14 22:11:17.326,2255.07,2870,-2,1553644800000,1.6315229,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.326,9fbaa36c-0ef5-4b9f-8fe3-11353fdb0b20.binning_data.json,9fbaa36c-0ef5-4b9f-8fe3-11353fdb0b20,105.63,com.sec.android.app.shealth,
2020-01-14 22:11:17.340,2853.23,3544,-2,1562544000000,1.6419036,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.340,ea4cdf8e-3bde-42dd-b3e2-ec0693c9b255.binning_data.json,ea4cdf8e-3bde-42dd-b3e2-ec0693c9b255,133.15,com.sec.android.app.shealth,
2020-01-14 22:11:17.331,7261.93,9052,-2,1556496000000,1.6137704,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.331,ebd8ec3f-c0c5-463b-a8d2-7bec31cc24d9.binning_data.json,ebd8ec3f-c0c5-463b-a8d2-7bec31cc24d9,356.05,com.sec.android.app.shealth,
2020-01-14 22:11:17.341,4083.57,5009,-2,1563062400000,1.6458365,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.341,44ed1bec-7e89-4270-a241-55f228917de3.binning_data.json,44ed1bec-7e89-4270-a241-55f228917de3,192.53,com.sec.android.app.shealth,
2020-01-14 22:11:17.327,2798.84,3505,-2,1554595200000,1.6559272,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.327,acc8c753-133d-497e-8182-d916246598f9.binning_data.json,acc8c753-133d-497e-8182-d916246598f9,133.09,com.sec.android.app.shealth,
2020-01-14 22:11:17.327,4841.84,6019,-2,1554163200000,1.6339711,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.327,bf50c4fe-1892-4ab6-9ecf-d8b71e96d33e.binning_data.json,bf50c4fe-1892-4ab6-9ecf-d8b71e96d33e,230.95,com.sec.android.app.shealth,
2020-01-14 22:11:17.342,4664.84,6170,-2,1563580800000,1.4801482,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.342,c3b1233c-0040-42a9-8ec0-960a75865ada.binning_data.json,c3b1233c-0040-42a9-8ec0-960a75865ada,214.85999,com.sec.android.app.shealth,
2020-01-14 22:11:17.331,2072.84,2593,-2,1557014400000,1.6135461,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.331,661e8f42-9d01-46dc-8d19-ff91e5fd101e.binning_data.json,661e8f42-9d01-46dc-8d19-ff91e5fd101e,97.509995,com.sec.android.app.shealth,
2020-01-14 22:11:17.301,7947.4,9163,0,1576540800000,3.5277777,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.301,00f58a6d-7d97-4f45-ba75-b4c23c72310b.binning_data.json,00f58a6d-7d97-4f45-ba75-b4c23c72310b,428.94998,com.sec.android.app.shealth,
2020-01-14 22:11:17.332,10356.68,12937,-2,1557532800000,1.6160247,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.332,ab5b552c-5cf0-4de6-a6aa-013349e244f7.binning_data.json,ab5b552c-5cf0-4de6-a6aa-013349e244f7,458.63998,com.sec.android.app.shealth,
2020-01-14 22:11:17.343,9586.852,12861,-2,1564099200000,1.5005229,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.343,4ad5bde8-1ad8-41fe-a21b-d8a4c1317aaf.binning_data.json,4ad5bde8-1ad8-41fe-a21b-d8a4c1317aaf,482.16998,com.sec.android.app.shealth,
2020-01-14 22:11:17.328,1310.97,1653,-2,1555113600000,1.6090558,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.328,c8d76a02-5448-4fc7-9401-b2ab2f270b72.binning_data.json,c8d76a02-5448-4fc7-9401-b2ab2f270b72,62.79,com.sec.android.app.shealth,
2020-01-14 22:11:17.302,5298.5,6687,0,1577059200000,3.9444444,jpgso+yMpj,com.sec.android.app.shealth,2020-01-14 22:11:17.302,641f5dd8-28a5-4868-87ef-2c654d46e481.binning_data.json,641f5dd8-28a5-4868-87ef-2c654d46e481,237.12999,com.sec.android.app.shealth,
2020-01-14 22:11:17.334,4279.71,5476,-2,1558051200000,1.5567824,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.334,7f49ca31-e0e2-44f8-8cd7-4bd1fe333e51.binning_data.json,7f49ca31-e0e2-44f8-8cd7-4bd1fe333e51,202.62999,com.sec.android.app.shealth,
2020-01-14 22:11:17.319,4029.23,4871,-2,1550188800000,1.7385098,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.319,eaebe46b-6428-40ab-ae98-8e6ac14fd5cd.binning_data.json,eaebe46b-6428-40ab-ae98-8e6ac14fd5cd,192.82999,com.sec.android.app.shealth,
2020-01-14 22:11:17.343,8574.093,11932,-2,1564617600000,1.3760304,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.343,5f987420-43a8-41e0-b2c2-2adafaf7e71b.binning_data.json,5f987420-43a8-41e0-b2c2-2adafaf7e71b,404.93,com.sec.android.app.shealth,
2020-01-14 22:11:17.327,12035.43,15702,-2,1554681600000,1.4286505,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.327,ca93c0de-d85e-4785-9d13-b7a4597a67b3.binning_data.json,ca93c0de-d85e-4785-9d13-b7a4597a67b3,591.06,com.sec.android.app.shealth,
2020-01-14 22:11:17.334,11385.62,13023,-2,1558569600000,1.9107273,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.334,b573d189-0f46-4bb8-8cfc-525fee1c2b87.binning_data.json,b573d189-0f46-4bb8-8cfc-525fee1c2b87,578.39,com.sec.android.app.shealth,
2020-01-14 22:11:17.328,4291.58,5291,-2,1555200000000,1.6181272,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.328,f9af6af1-9e47-4c33-af95-8f3942f88a76.binning_data.json,f9af6af1-9e47-4c33-af95-8f3942f88a76,205.92,com.sec.android.app.shealth,
2020-01-14 22:11:17.329,9255.34,11895,-2,1555632000000,1.4814003,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.329,1deaacdd-e7e1-4f06-bb0b-7760f00c1072.binning_data.json,1deaacdd-e7e1-4f06-bb0b-7760f00c1072,428.81998,com.sec.android.app.shealth,
2020-01-14 22:11:17.320,2563.36,3197,-2,1550707200000,1.6692715,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.320,4ceb3965-7d4b-4b6b-950b-b6377fef7111.binning_data.json,4ceb3965-7d4b-4b6b-950b-b6377fef7111,117.49999,com.sec.android.app.shealth,
2020-01-14 22:11:17.335,6177.17,7663,-2,1559088000000,1.631554,VfS0qUERdZ,com.sec.android.app.shealth,2020-01-14 22:11:17.335,b7810c98-e9da-4dc0-b0a0-7a8be42a3258.binning_data.json,b7810c98-e9da-4dc0-b0a0-7a8be42a3258,289.43997,com.sec.android.app.shealth,
