com.samsung.shealth.sleep,6100041,2
efficiency,extra_data,original_efficiency,original_bed_time,has_sleep_data,original_wake_up_time,quality,com.samsung.health.sleep.start_time,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.datauuid,com.samsung.health.sleep.custom,com.samsung.health.sleep.end_time,com.samsung.health.sleep.comment,com.samsung.health.sleep.deviceuuid
84.0,b26bb371-744b-a386-cd18-db8cce4cab86.extra_data.json,,,0,,,1571722560000,com.sec.android.app.shealth,1571744218698,1571744218698,UTC-0400,b26bb371-744b-a386-cd18-db8cce4cab86,,1571743860000,,hytsFLPcD3,
90.0,33dcaf8b-3853-2385-25d1-06741b21e230.extra_data.json,,,0,,,1579423320000,com.sec.android.app.shealth,1579455031389,1579455031389,UTC-0500,33dcaf8b-3853-2385-25d1-06741b21e230,,1579454340000,,hytsFLPcD3,
85.0,5032b816-27ce-e715-5326-c0ee25684207.extra_data.json,,,0,,,1580663460000,com.sec.android.app.shealth,1580669510485,1580669510485,UTC-0600,5032b816-27ce-e715-5326-c0ee25684207,,1580669160000,,hytsFLPcD3,
88.0,e282b1e5-9a55-5657-bc85-fe87237c0dd8.extra_data.json,,,0,,,1566883140000,com.sec.android.app.shealth,1566904149595,1566904149595,UTC-0400,e282b1e5-9a55-5657-bc85-fe87237c0dd8,,1566904080000,,hytsFLPcD3,
86.0,0ec8aad8-4295-fdf6-fb71-a58fe31a1dd1.extra_data.json,,,0,,,1577877180000,com.sec.android.app.shealth,1577914410402,1577914410402,UTC-0600,0ec8aad8-4295-fdf6-fb71-a58fe31a1dd1,,1577914140000,,hytsFLPcD3,
87.0,578ac000-b46c-eab6-684e-95a92a7ec700.extra_data.json,,,0,,,1580028300000,com.sec.android.app.shealth,1580056005181,1580056005181,UTC-0500,578ac000-b46c-eab6-684e-95a92a7ec700,,1580055540000,,hytsFLPcD3,
92.0,ad9ddd0e-10d3-ea8c-8cfb-c2d2776d9b69.extra_data.json,,,0,,,1581152340000,com.sec.android.app.shealth,1581180643731,1581180643731,UTC-0500,ad9ddd0e-10d3-ea8c-8cfb-c2d2776d9b69,,1581180360000,,hytsFLPcD3,
88.0,e7478591-2ce5-cb64-34c7-777641bf9334.extra_data.json,,,0,,,1569746580000,com.sec.android.app.shealth,1569763435357,1569763435357,UTC-0400,e7478591-2ce5-cb64-34c7-777641bf9334,,1569762300000,,hytsFLPcD3,
0.0,,,,,,0,1555054800000,com.sec.android.app.shealth,1555085217108,1555085217108,UTC-0500,9a4d1ed0-b1c0-49d8-a992-ac5ff03d4426,,1555072800000,,eL5K8TBQJK,
92.0,c543512f-f23f-bd17-08e8-1f132eba3c5b.extra_data.json,,,0,,,1580636700000,com.sec.android.app.shealth,1580663254929,1580663254929,UTC-0600,c543512f-f23f-bd17-08e8-1f132eba3c5b,,1580662920000,,hytsFLPcD3,
90.0,15025787-4907-816f-b34e-eb44386bbb4f.extra_data.json,,,0,,,1568535780000,com.sec.android.app.shealth,1568554417727,1568554417727,UTC-0500,15025787-4907-816f-b34e-eb44386bbb4f,,1568554260000,,hytsFLPcD3,
86.0,8be5eebb-b27b-0a7e-5f5e-41891b1e9d72.extra_data.json,,,0,,,1581660480000,com.sec.android.app.shealth,1581683109429,1581683109429,UTC-0500,8be5eebb-b27b-0a7e-5f5e-41891b1e9d72,,1581682860000,,hytsFLPcD3,
68.0,7658446b-d64a-fa4f-c393-a0a381481d9d.extra_data.json,,,0,,,1568307060000,com.sec.android.app.shealth,1568315763345,1568315763345,UTC-0400,7658446b-d64a-fa4f-c393-a0a381481d9d,,1568315520000,,hytsFLPcD3,
69.0,ca8584ff-7a14-b945-5159-e6b8ee26627c.extra_data.json,,,0,,,1581140760000,com.sec.android.app.shealth,1581146188066,1581146188066,UTC-0500,ca8584ff-7a14-b945-5159-e6b8ee26627c,,1581145020000,,hytsFLPcD3,
0.0,,,,,,0,1555236000000,com.sec.android.app.shealth,1555257661087,1555257661087,UTC-0500,cab24e1d-b46c-4952-a27e-7d4987703ee5,,1555256400000,,eL5K8TBQJK,
88.0,bcb3c86f-d527-d479-f6ba-b2f05963491f.extra_data.json,,,0,,,1582178280000,com.sec.android.app.shealth,1582201201355,1582201201355,UTC-0500,bcb3c86f-d527-d479-f6ba-b2f05963491f,,1582200960000,,hytsFLPcD3,
87.0,b5ffa9a1-07f0-9763-14ea-b567dbfd6e92.extra_data.json,,,0,,,1582872480000,com.sec.android.app.shealth,1582893447876,1582893447876,UTC-0500,b5ffa9a1-07f0-9763-14ea-b567dbfd6e92,,1582893300000,,hytsFLPcD3,
90.0,00227006-0c30-5fea-1920-ecdb6f037675.extra_data.json,,,1,,,1581580560000,com.sec.android.app.shealth,1581596666225,1581596666225,UTC-0500,00227006-0c30-5fea-1920-ecdb6f037675,,1581596160000,,hytsFLPcD3,
85.0,b3e4c757-5c94-9d3a-5493-9f9a86facdfa.extra_data.json,,,0,,,1573364100000,com.sec.android.app.shealth,1573400660493,1573400660493,UTC-0500,b3e4c757-5c94-9d3a-5493-9f9a86facdfa,,1573400280000,,hytsFLPcD3,
92.0,62095876-4def-24f5-0cfd-f967de8c02ed.extra_data.json,,,0,,,1583304600000,com.sec.android.app.shealth,1583323937624,1583323937624,UTC-0500,62095876-4def-24f5-0cfd-f967de8c02ed,,1583323800000,,hytsFLPcD3,
93.0,c0fa40d3-c792-00b7-8c71-f05674987fa1.extra_data.json,,,0,,,1583626740000,com.sec.android.app.shealth,1583634607227,1583634607227,UTC-0500,c0fa40d3-c792-00b7-8c71-f05674987fa1,,1583633640000,,hytsFLPcD3,
93.0,a2f38181-20c6-db70-3eea-b615b45d2032.extra_data.json,,,0,,,1582104360000,com.sec.android.app.shealth,1582116603373,1582116603373,UTC-0500,a2f38181-20c6-db70-3eea-b615b45d2032,,1582116300000,,hytsFLPcD3,
87.0,6fc5c2bf-32d8-9563-44a5-ab6b9a1ac798.extra_data.json,,,0,,,1576977480000,com.sec.android.app.shealth,1576984921258,1576984921258,UTC-0600,6fc5c2bf-32d8-9563-44a5-ab6b9a1ac798,,1576984800000,,hytsFLPcD3,
0.0,,,,,,0,1554541200000,com.sec.android.app.shealth,1554566951311,1554566951311,UTC-0600,064930d0-48e2-4616-ad84-6920ebe4786c,,1554562800000,,eL5K8TBQJK,
92.0,bbb6ae8f-17ee-edc4-017f-1fa99d701ff2.extra_data.json,,,0,,,1582786920000,com.sec.android.app.shealth,1582807156008,1582807156008,UTC-0500,bbb6ae8f-17ee-edc4-017f-1fa99d701ff2,,1582806840000,,hytsFLPcD3,
80.0,14ba73df-2ae9-9be4-266b-fcef5e22a3de.extra_data.json,,,1,,,1583742240000,com.sec.android.app.shealth,1583756100479,1583756100479,UTC-0500,14ba73df-2ae9-9be4-266b-fcef5e22a3de,,1583755800000,,hytsFLPcD3,
91.0,7ed0288a-e53e-6739-043c-66ffd9320881.extra_data.json,,,0,,,1579586100000,com.sec.android.app.shealth,1579608806842,1579608806842,UTC-0500,7ed0288a-e53e-6739-043c-66ffd9320881,,1579608600000,,hytsFLPcD3,
85.0,f66d1692-f575-c792-efcd-c78699a00833.extra_data.json,,,0,,,1584430200000,com.sec.android.app.shealth,1584461764626,1584461764626,UTC-0500,f66d1692-f575-c792-efcd-c78699a00833,,1584460620000,,hytsFLPcD3,
90.0,e2f4ee28-b0ab-c0cb-5a6f-7a1abffeeeb0.extra_data.json,,,0,,,1583222280000,com.sec.android.app.shealth,1583240930301,1583240930301,UTC-0500,e2f4ee28-b0ab-c0cb-5a6f-7a1abffeeeb0,,1583240700000,,hytsFLPcD3,
88.0,02d2f3c1-0df1-05e3-942a-3f68a09490c9.extra_data.json,,,0,,,1584870060000,com.sec.android.app.shealth,1584899558608,1584899558608,UTC-0600,02d2f3c1-0df1-05e3-942a-3f68a09490c9,,1584899280000,,hytsFLPcD3,
90.0,27552d95-be13-2a5a-3760-da78a59722a2.extra_data.json,,,0,,,1583603700000,com.sec.android.app.shealth,1583614352693,1583614352693,UTC-0500,27552d95-be13-2a5a-3760-da78a59722a2,,1583613840000,,hytsFLPcD3,
91.0,15e05f90-3304-6e32-ef4a-b47027c56c6c.extra_data.json,,,0,,,1580190240000,com.sec.android.app.shealth,1580213672006,1580213672006,UTC-0500,15e05f90-3304-6e32-ef4a-b47027c56c6c,,1580213400000,,hytsFLPcD3,
90.0,b161c36a-4b1f-ceff-d3f0-28417e538b02.extra_data.json,,,0,,,1585286880000,com.sec.android.app.shealth,1585314092143,1585314092143,UTC-0600,b161c36a-4b1f-ceff-d3f0-28417e538b02,,1585313700000,,hytsFLPcD3,
89.0,d9e58827-cb95-fe13-5412-7b616d69f539.extra_data.json,,,1,,,1583735040000,com.sec.android.app.shealth,1583741972489,1583741972489,UTC-0500,d9e58827-cb95-fe13-5412-7b616d69f539,,1583741640000,,hytsFLPcD3,
88.0,e7e9c6a5-a4f1-d876-833f-2ae082bfa33c.extra_data.json,,,0,,,1585730520000,com.sec.android.app.shealth,1585746021964,1585746021964,UTC-0600,e7e9c6a5-a4f1-d876-833f-2ae082bfa33c,,1585745640000,,hytsFLPcD3,
88.0,093e2113-9f5a-ca6f-e8d6-0a5f6f7e99a7.extra_data.json,,,0,,,1584342540000,com.sec.android.app.shealth,1584371590579,1584371590579,UTC-0500,093e2113-9f5a-ca6f-e8d6-0a5f6f7e99a7,,1584371400000,,hytsFLPcD3,
91.0,7b42c80c-2e8d-69c6-6380-974b6b0c4b23.extra_data.json,,,0,,,1580891100000,com.sec.android.app.shealth,1580905197947,1580905197947,UTC-0500,7b42c80c-2e8d-69c6-6380-974b6b0c4b23,,1580904780000,,hytsFLPcD3,
94.0,8a9c449c-1f2b-6c20-1181-cad1bb3e7e43.extra_data.json,,,0,,,1586164680000,com.sec.android.app.shealth,1586180241550,1586180241550,UTC-0500,8a9c449c-1f2b-6c20-1181-cad1bb3e7e43,,1586179740000,,hytsFLPcD3,
88.0,a280a37f-5073-0909-2984-9faf39a87698.extra_data.json,,,0,,,1584784200000,com.sec.android.app.shealth,1584808836244,1584808836244,UTC-0600,a280a37f-5073-0909-2984-9faf39a87698,,1584808500000,,hytsFLPcD3,
80.0,b1093483-69aa-38a0-c970-082fb6ca04b7.extra_data.json,,,0,,,1570733100000,com.sec.android.app.shealth,1570735445698,1570735445698,UTC-0400,b1093483-69aa-38a0-c970-082fb6ca04b7,,1570734900000,,hytsFLPcD3,
85.0,b2cbfcd6-3907-e21b-cf11-93fb75da2174.extra_data.json,,,0,,,1586583000000,com.sec.android.app.shealth,1586623403071,1586623403071,UTC-0500,b2cbfcd6-3907-e21b-cf11-93fb75da2174,,1586623140000,,hytsFLPcD3,
90.0,cc9e908a-8808-cd2a-1a46-255e5f716798.extra_data.json,,,0,,,1585207080000,com.sec.android.app.shealth,1585226797180,1585226797180,UTC-0600,cc9e908a-8808-cd2a-1a46-255e5f716798,,1585225800000,,hytsFLPcD3,
92.0,3f18dc75-9aa2-1f6b-c7ff-aaac7d058c97.extra_data.json,,,0,,,1581205200000,com.sec.android.app.shealth,1581216964537,1581216964537,UTC-0500,3f18dc75-9aa2-1f6b-c7ff-aaac7d058c97,,1581216000000,,hytsFLPcD3,
87.0,6e13a46e-b99a-259c-0e62-699f49b28936.extra_data.json,,,0,,,1586925420000,com.sec.android.app.shealth,1586952151906,1586952151906,UTC-0500,6e13a46e-b99a-259c-0e62-699f49b28936,,1586951940000,,hytsFLPcD3,
86.0,7e18c010-3349-eeaa-e9b7-95327e040431.extra_data.json,,,0,,,1585705920000,com.sec.android.app.shealth,1585714461769,1585714461769,UTC-0600,7e18c010-3349-eeaa-e9b7-95327e040431,,1585714140000,,hytsFLPcD3,
87.0,e59221cd-a718-f774-01f9-6480d8058407.extra_data.json,,,0,,,1570172460000,com.sec.android.app.shealth,1570187362079,1570187362079,UTC-0400,e59221cd-a718-f774-01f9-6480d8058407,,1570187220000,,hytsFLPcD3,
93.0,b50f3d00-8cbe-23b9-e866-1e3a50bc2fa8.extra_data.json,,,0,,,1587375660000,com.sec.android.app.shealth,1587383927058,1587383927058,UTC-0500,b50f3d00-8cbe-23b9-e866-1e3a50bc2fa8,,1587383580000,,hytsFLPcD3,
92.0,d07efe95-46b3-5c35-4cc9-0322f2e85bd7.extra_data.json,,,0,,,1581749940000,com.sec.android.app.shealth,1581826765120,1581826765120,UTC-0500,d07efe95-46b3-5c35-4cc9-0322f2e85bd7,,1581756900000,,hytsFLPcD3,
92.0,bd1d9ca7-f129-8823-94f4-9e3afe008f53.extra_data.json,,,0,,,1586075640000,com.sec.android.app.shealth,1586100725458,1586100725458,UTC-0600,bd1d9ca7-f129-8823-94f4-9e3afe008f53,,1586100300000,,hytsFLPcD3,
89.0,c5d87320-114a-896c-7560-865aee0ace74.extra_data.json,,,0,,,1564560060000,com.sec.android.app.shealth,1564588113411,1564588113411,UTC-0400,c5d87320-114a-896c-7560-865aee0ace74,,1564587900000,,hytsFLPcD3,
88.0,673e63d8-8653-863c-3fef-272b538a8d54.extra_data.json,,,0,,,1586514900000,com.sec.android.app.shealth,1586547983711,1586547983711,UTC-0500,673e63d8-8653-863c-3fef-272b538a8d54,,1586547900000,,hytsFLPcD3,
87.0,f7fb426b-7717-f8d4-b8e8-eaea7f6cfb56.extra_data.json,,,0,,,1587716640000,com.sec.android.app.shealth,1587730304563,1587730304563,UTC-0500,f7fb426b-7717-f8d4-b8e8-eaea7f6cfb56,,1587729960000,,hytsFLPcD3,
92.0,5c53b78a-44a9-8298-5db3-d9a2ef724e5b.extra_data.json,,,0,,,1582311960000,com.sec.android.app.shealth,1582317933479,1582317933479,UTC-0500,5c53b78a-44a9-8298-5db3-d9a2ef724e5b,,1582316940000,,hytsFLPcD3,
83.0,4b043fae-b659-90f5-2e78-32dcd626bb44.extra_data.json,,,0,,,1586851440000,com.sec.android.app.shealth,1586873592598,1586873592598,UTC-0500,4b043fae-b659-90f5-2e78-32dcd626bb44,,1586872440000,,hytsFLPcD3,
89.0,c1f00a63-216e-a5b0-c884-d3d5855ae242.extra_data.json,,,1,,,1578207600000,com.sec.android.app.shealth,1578243873435,1578243873435,UTC-0600,c1f00a63-216e-a5b0-c884-d3d5855ae242,,1578243660000,,hytsFLPcD3,
89.0,ba35ba82-98b0-a842-dd5f-5261220ad13d.extra_data.json,,,0,,,1582962420000,com.sec.android.app.shealth,1582992135147,1582992135147,UTC-0500,ba35ba82-98b0-a842-dd5f-5261220ad13d,,1582991640000,,hytsFLPcD3,
86.0,20618319-902e-62b5-5c3a-919b529c1974.extra_data.json,,,0,,,1583347560000,com.sec.android.app.shealth,1583353519259,1583353519259,UTC-0500,20618319-902e-62b5-5c3a-919b529c1974,,1583352720000,,hytsFLPcD3,
88.0,e3d24714-14ec-d9ad-eb50-f9395a761f3b.extra_data.json,,,0,,,1587339000000,com.sec.android.app.shealth,1587347879442,1587347879442,UTC-0500,e3d24714-14ec-d9ad-eb50-f9395a761f3b,,1587347580000,,hytsFLPcD3,
88.0,b68a2448-eafd-6806-3c27-aace7351185e.extra_data.json,,,0,,,1588227720000,com.sec.android.app.shealth,1588260387617,1588260387617,UTC-0500,b68a2448-eafd-6806-3c27-aace7351185e,,1588260120000,,hytsFLPcD3,
87.0,fab6330a-ef5f-e51e-e9f4-95d3e00e1749.extra_data.json,,,0,,,1564985520000,com.sec.android.app.shealth,1565012845584,1565012845584,UTC-0400,fab6330a-ef5f-e51e-e9f4-95d3e00e1749,,1565012580000,,hytsFLPcD3,
90.0,0f1fa3be-24b0-7dea-e634-8581ea529b86.extra_data.json,,,0,,,1583634900000,com.sec.android.app.shealth,1583640903603,1583640903603,UTC-0500,0f1fa3be-24b0-7dea-e634-8581ea529b86,,1583639340000,,hytsFLPcD3,
88.0,30b93785-e1fd-894e-d6fc-4856427467ac.extra_data.json,,,0,,,1587681600000,com.sec.android.app.shealth,1587697969167,1587697969167,UTC-0500,30b93785-e1fd-894e-d6fc-4856427467ac,,1587696900000,,hytsFLPcD3,
85.0,25066248-7763-2a5b-6644-226e1d53c092.extra_data.json,,,0,,,1588742760000,com.sec.android.app.shealth,1588766483186,1588766483186,UTC-0500,25066248-7763-2a5b-6644-226e1d53c092,,1588766040000,,hytsFLPcD3,
85.0,92a64fee-cc09-bd31-02ff-3dead2984083.extra_data.json,,,0,,,1575621840000,com.sec.android.app.shealth,1575654861640,1575654861640,UTC-0500,92a64fee-cc09-bd31-02ff-3dead2984083,,1575654720000,,hytsFLPcD3,
89.0,5d033524-c4c1-a361-a32f-34ce969379d4.extra_data.json,,,0,,,1583821920000,com.sec.android.app.shealth,1583842685907,1583842685907,UTC-0500,5d033524-c4c1-a361-a32f-34ce969379d4,,1583842440000,,hytsFLPcD3,
78.0,886abd8e-021b-909b-f290-b0f0f3af1be5.extra_data.json,,,0,,,1588142160000,com.sec.android.app.shealth,1588165549312,1588165549312,UTC-0500,886abd8e-021b-909b-f290-b0f0f3af1be5,,1588165020000,,hytsFLPcD3,
90.0,1e475e28-2d1b-1cb5-fe82-0c8536239831.extra_data.json,,,0,,,1589056740000,com.sec.android.app.shealth,1589061731110,1589061731110,UTC-0500,1e475e28-2d1b-1cb5-fe82-0c8536239831,,1589061360000,,hytsFLPcD3,
90.0,aae39543-4a94-3541-a7a8-3323d3ec566a.extra_data.json,,,0,,,1588655040000,com.sec.android.app.shealth,1588685522129,1588685522129,UTC-0500,aae39543-4a94-3541-a7a8-3323d3ec566a,,1588685460000,,hytsFLPcD3,
73.0,1595bd25-46aa-3eee-f6e1-e79ae3f8b98b.extra_data.json,,,0,,,1576097040000,com.sec.android.app.shealth,1576106071340,1576106071340,UTC-0500,1595bd25-46aa-3eee-f6e1-e79ae3f8b98b,,1576105080000,,hytsFLPcD3,
95.0,70a99f3b-9686-207b-47fb-ed04ed75466c.extra_data.json,,,0,,,1584570180000,com.sec.android.app.shealth,1584583272448,1584583272448,UTC-0500,70a99f3b-9686-207b-47fb-ed04ed75466c,,1584582960000,,hytsFLPcD3,
84.0,f022737d-2f96-b60f-4d90-9972a212c98f.extra_data.json,,,0,,,1589011680000,com.sec.android.app.shealth,1589040805601,1589040805601,UTC-0500,f022737d-2f96-b60f-4d90-9972a212c98f,,1589039640000,,hytsFLPcD3,
90.0,cd9c31b8-4ee2-a586-446e-e8b2464e53c8.extra_data.json,,,0,,,1573009740000,com.sec.android.app.shealth,1573017991570,1573017991570,UTC-0500,cd9c31b8-4ee2-a586-446e-e8b2464e53c8,,1573017600000,,hytsFLPcD3,
88.0,d17d4719-4cca-b9f6-d944-64ffd1adcd95.extra_data.json,,,0,,,1584942900000,com.sec.android.app.shealth,1584967667852,1584967667852,UTC-0600,d17d4719-4cca-b9f6-d944-64ffd1adcd95,,1584967620000,,hytsFLPcD3,
82.0,299a241a-9612-4f44-bfde-4567cf65d389.extra_data.json,,,0,,,1589437980000,com.sec.android.app.shealth,1589465015560,1589465015560,UTC-0500,299a241a-9612-4f44-bfde-4567cf65d389,,1589464440000,,hytsFLPcD3,
90.0,9557b6ca-8e99-4dbe-74db-45fb53a6d653.extra_data.json,,,0,,,1589353440000,com.sec.android.app.shealth,1589371533685,1589371533685,UTC-0500,9557b6ca-8e99-4dbe-74db-45fb53a6d653,,1589371080000,,hytsFLPcD3,
88.0,9da7c761-b359-613b-1b78-8add76422533.extra_data.json,,,0,,,1565251740000,com.sec.android.app.shealth,1565281673448,1565281673448,UTC-0400,9da7c761-b359-613b-1b78-8add76422533,,1565281320000,,hytsFLPcD3,
88.0,ef5295c4-11c2-6555-497f-13786a4b2d89.extra_data.json,,,0,,,1585384680000,com.sec.android.app.shealth,1585424003662,1585424003662,UTC-0600,ef5295c4-11c2-6555-497f-13786a4b2d89,,1585423680000,,hytsFLPcD3,
83.0,8fbf1602-e981-4d1c-4f55-b411888b6fbb.extra_data.json,,,0,,,1589867280000,com.sec.android.app.shealth,1589897365576,1589897365576,UTC-0500,8fbf1602-e981-4d1c-4f55-b411888b6fbb,,1589896200000,,hytsFLPcD3,
85.0,f487c3bb-ef23-23d1-d759-b4bdc0606561.extra_data.json,,,0,,,1590391860000,com.sec.android.app.shealth,1590418970319,1590418970319,UTC-0500,f487c3bb-ef23-23d1-d759-b4bdc0606561,,1590418800000,,hytsFLPcD3,
94.0,4e96224f-e5c0-0a28-ef41-5546d4c9a5fc.extra_data.json,,,0,,,1585770300000,com.sec.android.app.shealth,1585780228074,1585780228074,UTC-0600,4e96224f-e5c0-0a28-ef41-5546d4c9a5fc,,1585779720000,,hytsFLPcD3,
85.0,3a03ee03-8c62-b18e-cedb-7fdce279adea.extra_data.json,,,0,,,1571561040000,com.sec.android.app.shealth,1571574710338,1571574710338,UTC-0400,3a03ee03-8c62-b18e-cedb-7fdce279adea,,1571574420000,,hytsFLPcD3,
0.0,,,,,,50004,1549528200000,com.sec.android.app.shealth,1549560165208,1549560165208,UTC-0600,6375243a-7bdf-457e-953f-e3376b4979bd,,1549544400000,,eL5K8TBQJK,
85.0,7d3f7416-3274-0eab-de23-015b009b87f0.extra_data.json,,,0,,,1589956800000,com.sec.android.app.shealth,1589976450587,1589976450587,UTC-0500,7d3f7416-3274-0eab-de23-015b009b87f0,,1589975640000,,hytsFLPcD3,
88.0,3c702719-18f7-a6f0-a71d-83a7442776c6.extra_data.json,,,0,,,1590826500000,com.sec.android.app.shealth,1590854652560,1590854652560,UTC-0500,3c702719-18f7-a6f0-a71d-83a7442776c6,,1590854580000,,hytsFLPcD3,
94.0,b8e8d913-4683-dcd1-3afe-267f127a3d0a.extra_data.json,,,0,,,1586199420000,com.sec.android.app.shealth,1586207965485,1586207965485,UTC-0500,b8e8d913-4683-dcd1-3afe-267f127a3d0a,,1586207640000,,hytsFLPcD3,
88.0,51bd8365-0b26-ecc3-d7a5-e01c01f67155.extra_data.json,,,0,,,1572600780000,com.sec.android.app.shealth,1572610144331,1572610144331,UTC-0500,51bd8365-0b26-ecc3-d7a5-e01c01f67155,,1572609540000,,hytsFLPcD3,
82.0,1226c811-05d0-a65c-4c9a-6e11caabb32c.extra_data.json,,,0,,,1586672460000,com.sec.android.app.shealth,1586701583994,1586701583994,UTC-0500,1226c811-05d0-a65c-4c9a-6e11caabb32c,,1586701260000,,hytsFLPcD3,
86.0,988d929f-546e-56ac-fa03-f83c739445ad.extra_data.json,,,0,,,1591189380000,com.sec.android.app.shealth,1591206890619,1591206890619,UTC-0500,988d929f-546e-56ac-fa03-f83c739445ad,,1591206720000,,hytsFLPcD3,
73.0,3ca0f6c5-78e0-ed36-d391-e284ae6222c3.extra_data.json,,,0,,,1569685260000,com.sec.android.app.shealth,1569690243288,1569690243288,UTC-0400,3ca0f6c5-78e0-ed36-d391-e284ae6222c3,,1569690060000,,hytsFLPcD3,
87.0,cf9c7b5a-0ab1-8ee0-3520-6c08332586bb.extra_data.json,,,0,,,1590481320000,com.sec.android.app.shealth,1590523157976,1590523157976,UTC-0500,cf9c7b5a-0ab1-8ee0-3520-6c08332586bb,,1590509700000,,hytsFLPcD3,
91.0,a9cb0429-aa45-f8d2-bc2e-4bf5516081e5.extra_data.json,,,0,,,1587018180000,com.sec.android.app.shealth,1587038758135,1587038758135,UTC-0500,a9cb0429-aa45-f8d2-bc2e-4bf5516081e5,,1587038340000,,hytsFLPcD3,
88.0,6738f6c4-5068-180e-5605-306effb336d0.extra_data.json,,,0,,,1587405660000,com.sec.android.app.shealth,1587418958124,1587418958124,UTC-0500,6738f6c4-5068-180e-5605-306effb336d0,,1587418620000,,hytsFLPcD3,
88.0,3efb51fb-f16f-70c6-f056-50a6d8b6a05b.extra_data.json,,,0,,,1591536420000,com.sec.android.app.shealth,1591549684607,1591549684607,UTC-0500,3efb51fb-f16f-70c6-f056-50a6d8b6a05b,,1591549500000,,hytsFLPcD3,
83.0,3bc6e2cd-a15b-955b-971c-7981279a89fb.extra_data.json,,,0,,,1563611700000,com.sec.android.app.shealth,1563636069321,1563636069321,UTC-0500,3bc6e2cd-a15b-955b-971c-7981279a89fb,,1563635880000,,hytsFLPcD3,
89.0,2f01c3fb-6472-2939-7464-529b88b901c7.extra_data.json,,,0,,,1587798480000,com.sec.android.app.shealth,1587833436748,1587833436748,UTC-0500,2f01c3fb-6472-2939-7464-529b88b901c7,,1587833400000,,hytsFLPcD3,
70.0,c8e91946-d462-a458-17a7-d4e109cd36ff.extra_data.json,,,0,,,1569336420000,com.sec.android.app.shealth,1569342111538,1569342111538,UTC-0400,c8e91946-d462-a458-17a7-d4e109cd36ff,,1569341640000,,hytsFLPcD3,
88.0,52330dd6-12ca-38ee-0235-416eb89e184d.extra_data.json,,,0,,,1591786500000,com.sec.android.app.shealth,1591822268087,1591822268087,UTC-0500,52330dd6-12ca-38ee-0235-416eb89e184d,,1591822200000,,hytsFLPcD3,
86.0,20fb1a55-0015-d5d1-ae0f-b5ff468d1337.extra_data.json,,,0,,,1588322160000,com.sec.android.app.shealth,1588353926731,1588353926731,UTC-0500,20fb1a55-0015-d5d1-ae0f-b5ff468d1337,,1588353720000,,hytsFLPcD3,
85.0,19df81d4-3a46-b18f-d95b-b43ace821664.extra_data.json,,,0,,,1590908820000,com.sec.android.app.shealth,1590949528609,1590949528609,UTC-0500,19df81d4-3a46-b18f-d95b-b43ace821664,,1590949140000,,hytsFLPcD3,
93.0,74a3a21a-71d8-65a6-0895-0de5360dd623.extra_data.json,,,0,,,1564385760000,com.sec.android.app.shealth,1564419889226,1564419889226,UTC-0400,74a3a21a-71d8-65a6-0895-0de5360dd623,,1564419660000,,hytsFLPcD3,
0.0,,,,,,0,1554626400000,com.sec.android.app.shealth,1554662639812,1554662639812,UTC-0600,b08a4fc1-f998-41b0-b5f5-0971eb44e9dd,,1554651000000,,eL5K8TBQJK,
92.0,5ed13374-6c1d-0638-31cc-0d3ba3234a2b.extra_data.json,,,0,,,1592289540000,com.sec.android.app.shealth,1592309052962,1592309052962,UTC-0500,5ed13374-6c1d-0638-31cc-0d3ba3234a2b,,1592308500000,,hytsFLPcD3,
0.0,,,,,,0,1554696000000,com.sec.android.app.shealth,1554743449650,1554743449650,UTC-0400,58b792f2-d6c1-4f2e-826b-32ac51038a8f,,1554724800000,,eL5K8TBQJK,
89.0,449d7909-3b30-2d82-731b-12d65f44f541.extra_data.json,,,0,,,1569528420000,com.sec.android.app.shealth,1569544965385,1569544965385,UTC-0400,449d7909-3b30-2d82-731b-12d65f44f541,,1569544680000,,hytsFLPcD3,
90.0,9a390b30-55ef-8a37-1028-2cdd46507f10.extra_data.json,,,0,,,1588811100000,com.sec.android.app.shealth,1588823005223,1588823005223,UTC-0500,9a390b30-55ef-8a37-1028-2cdd46507f10,,1588822680000,,hytsFLPcD3,
81.0,e9967cc4-911c-3dad-c5a2-a1bf1ad0eeeb.extra_data.json,,,0,,,1575448560000,com.sec.android.app.shealth,1575472607555,1575472607555,UTC-0500,e9967cc4-911c-3dad-c5a2-a1bf1ad0eeeb,,1575471480000,,hytsFLPcD3,
84.0,28e0b8cc-620d-d9e9-d11e-6353aac24528.extra_data.json,,,0,,,1591255740000,com.sec.android.app.shealth,1591280096369,1591280096369,UTC-0500,28e0b8cc-620d-d9e9-d11e-6353aac24528,,1591279740000,,hytsFLPcD3,
89.0,3aff5aa0-4bcc-a21f-6cee-100be2ae83da.extra_data.json,,,0,,,1578735780000,com.sec.android.app.shealth,1578769144433,1578769144433,UTC-0600,3aff5aa0-4bcc-a21f-6cee-100be2ae83da,,1578768480000,,hytsFLPcD3,
87.0,ea9a4ca8-9894-05ca-4f7d-b529f2069aaf.extra_data.json,,,0,,,1578128760000,com.sec.android.app.shealth,1578153132671,1578153132671,UTC-0600,ea9a4ca8-9894-05ca-4f7d-b529f2069aaf,,1578152460000,,hytsFLPcD3,
