com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
9568,0,4,18,1589680788378,13.29,UTC-0500,,18,1589680799999,1.3888888,hytsFLPcD3,1589680740000,com.sec.android.app.shealth,1589680788379,3befd013-30d3-90db-f032-df6f03e3a800,0.6,230002,
1719,0,4,3,1590557701312,2.26,UTC-0500,,3,1590557760000,1.3143687,jpgso+yMpj,1590557700000,com.sec.android.app.shealth,1590557702121,7353bc41-8541-494d-a3c2-e371d2510c33,0.11,,
3793,0,4,6,1590558799413,4.32,UTC-0500,,6,1590558840000,1.1388888,jpgso+yMpj,1590558780000,com.sec.android.app.shealth,1590558799413,45e1be91-e7fe-4f69-9c98-91e80a90cf51,0.22,,
8865,0,4,16,1590471343807,12.56,UTC-0500,,16,1590471360000,1.4166666,jpgso+yMpj,1590471300000,com.sec.android.app.shealth,1590471343807,2fbad6fe-c821-4bd2-af29-e6f68f88793e,0.56,,
8025,0,4,11,1590559698866,7.7799997,UTC-0500,,11,1590559740000,0.9693528,jpgso+yMpj,1590559680000,com.sec.android.app.shealth,1590559703459,63426266-d7a4-4ae4-a401-b511d5e92049,0.41999996,,
7874,0,4,14,1589682305513,10.28,UTC-0500,,14,1589682299999,1.3055556,hytsFLPcD3,1589682240000,com.sec.android.app.shealth,1589682305513,38a64f2d-c9a7-8b1d-9ead-6d8a2ed437f2,0.45,230002,
11859,0,4,24,1590348136671,18.81,UTC-0500,,24,1590348180000,1.5860169,jpgso+yMpj,1590348120000,com.sec.android.app.shealth,1590348181484,5184abbf-b760-4c04-be2d-7499ec394ec5,0.76,,
13465,0,4,19,1590562500112,13.84,UTC-0500,,19,1590562200000,1.0277778,jpgso+yMpj,1590562140000,com.sec.android.app.shealth,1590562500112,4e52be92-bc30-42c9-8463-8a82d00dc105,0.73,,
15656,0,4,19,1590348361050,21.31,UTC-0500,,31,1590348360000,1.3611112,jpgso+yMpj,1590348300000,com.sec.android.app.shealth,1590348361050,b2d884d1-d7c0-4ba6-a502-a8609b88dfb4,1.13,,
11808,0,4,22,1590563467468,16.880001,UTC-0500,,22,1590563520000,1.4295337,jpgso+yMpj,1590563460000,com.sec.android.app.shealth,1590563480307,483320cd-d54e-4e06-b5e6-3f29ea8c9c13,0.8100001,,
4300,0,4,7,1590564264219,5.0,UTC-0500,,7,1590564300000,1.1625268,jpgso+yMpj,1590564240000,com.sec.android.app.shealth,1590564264900,3b06c85d-7104-4cb1-b301-330f04d7095f,0.26,,
7829,0,4,13,1589690125682,9.57,UTC-0500,,13,1589690160000,1.2222222,jpgso+yMpj,1589690100000,com.sec.android.app.shealth,1589690125682,57c5c816-22a3-4bf2-b61f-790a330319e0,0.49,,
8503,0,4,12,1590472048975,8.74,UTC-0500,,12,1590472080000,1.0277778,jpgso+yMpj,1590472020000,com.sec.android.app.shealth,1590472048975,1b27f410-0514-425d-b792-59de14785dec,0.4,,
8924,0,4,13,1590565189950,9.42,UTC-0500,,13,1590565200000,1.0555556,jpgso+yMpj,1590565140000,com.sec.android.app.shealth,1590565189950,c46a23c0-6e31-44dd-885f-5bbcd9c65190,0.49,,
5580,0,4,10,1589691307299,7.44,UTC-0500,,10,1589690759999,1.3333334,hytsFLPcD3,1589690700000,com.sec.android.app.shealth,1589691307299,6a6a5814-d302-7731-61ee-570a4a01e75e,0.33,230002,
5381,0,4,10,1590472245892,7.6500006,UTC-0500,,10,1590472260000,1.4216033,jpgso+yMpj,1590472200000,com.sec.android.app.shealth,1590472250692,7fe27f98-205a-4063-aac7-431b4e352487,0.34999996,,
17408,0,4,35,1590565202598,27.060001,UTC-0500,,35,1590565260000,1.5544488,jpgso+yMpj,1590565200000,com.sec.android.app.shealth,1590565233260,732d05b3-c707-4e4c-a852-fec653fae17c,1.1399997,,
10852,0,4,18,1590472275626,13.550001,UTC-0500,,18,1590472320000,1.248535,jpgso+yMpj,1590472260000,com.sec.android.app.shealth,1590472303022,6c6a1ef5-cc9f-475b-b3cc-d9f3c44c3b44,0.65999997,,
11421,0,4,15,1590565262486,10.55,UTC-0500,,15,1590565320000,0.9236751,jpgso+yMpj,1590565260000,com.sec.android.app.shealth,1590565264074,3320a93b-4560-4903-b765-4f56e2f68496,0.52,,
8948,0,4,15,1590348475155,11.18,UTC-0500,,15,1590348480000,1.2493206,jpgso+yMpj,1590348420000,com.sec.android.app.shealth,1590348557458,afa96b34-70f3-460d-ad65-a5d65c9a77b8,0.55,,
4095,0,4,7,1589692022703,6.03,UTC-0500,,7,1589691659999,1.4722222,hytsFLPcD3,1589691600000,com.sec.android.app.shealth,1589692022703,b8aa7759-b403-4f3f-04b3-2db1daa63a47,0.53,230002,
8443,0,4,11,1590565359726,7.74,UTC-0500,,11,1590565380000,0.9166666,jpgso+yMpj,1590565320000,com.sec.android.app.shealth,1590565359726,69ded1ea-7469-4b9a-bb00-94ab618da875,0.42,,
10594,0,4,17,1590348557478,12.36,UTC-0500,,17,1590348540000,1.1666666,jpgso+yMpj,1590348480000,com.sec.android.app.shealth,1590348557478,2e534bbe-efdb-4572-8a6d-2a52eb65fc5e,0.66,,
3500,0,4,6,1590565535966,4.57,UTC-0500,,6,1590565560000,1.3055556,jpgso+yMpj,1590565500000,com.sec.android.app.shealth,1590565535966,8d3b46e6-0775-4951-909a-eff033f1fd7e,0.21,,
7740,0,4,13,1589692502230,9.46,UTC-0500,,13,1589692439999,1.2222222,hytsFLPcD3,1589692380000,com.sec.android.app.shealth,1589692502231,ff9aeec6-33e6-2752-9b27-f7d44bd63303,0.45,230002,
5385,0,4,10,1590349169731,7.63,UTC-0500,,10,1590349080000,1.4166666,jpgso+yMpj,1590349020000,com.sec.android.app.shealth,1590349169731,b4deb941-e73c-4729-a84f-ced717055b5e,0.35,,
16132,0,4,28,1589693193526,21.51,UTC-0500,,28,1589693099999,1.3333334,hytsFLPcD3,1589693040000,com.sec.android.app.shealth,1589693193526,2ff7b633-a259-341f-b25c-8ba207e1de4c,0.92,230002,
7003,0,4,12,1589693480618,8.56,UTC-0500,,12,1589693339999,1.2222222,hytsFLPcD3,1589693280000,com.sec.android.app.shealth,1589693480627,6e97291c-bfac-dbbf-1210-6f4d686f4882,0.46,230002,
19991,0,4,27,1590349169732,27.21,UTC-0500,,39,1590349200000,1.3611112,jpgso+yMpj,1590349140000,com.sec.android.app.shealth,1590349169732,a580a1a2-c6b9-4ebb-ab05-e3e751327496,1.92,,
4394,0,4,8,1590566976888,6.04,UTC-0500,,8,1590567000000,1.3744655,jpgso+yMpj,1590566940000,com.sec.android.app.shealth,1590566978068,73373985-7a91-419b-ba6e-78820bd8f0a6,0.29,,
3932,0,4,6,1590567266958,4.26,UTC-0500,,6,1590567300000,1.0833334,jpgso+yMpj,1590567240000,com.sec.android.app.shealth,1590567266958,8d376ba8-3a97-4d1c-88bb-78136b40c25b,0.22,,
4815,0,4,9,1590592206832,6.8300004,UTC-0500,,9,1590592260000,1.418314,jpgso+yMpj,1590592200000,com.sec.android.app.shealth,1590592211253,3fe4887a-e2ea-4122-8589-327a3db8482c,0.32,,
13390,0,4,24,1589693706130,17.11,UTC-0500,,24,1589693699999,1.2777778,hytsFLPcD3,1589693640000,com.sec.android.app.shealth,1589693706130,dc6f49e5-6fcf-9ee6-255b-c33f153d4189,0.95,230002,
5610,0,4,11,1590600417474,8.54,UTC-0500,,11,1590600420000,1.5220209,jpgso+yMpj,1590600360000,com.sec.android.app.shealth,1590600419943,a94fd739-5f72-4767-9ec8-0094846d16cd,0.37,,
13651,0,4,38,1589696102162,33.37,UTC-0500,,38,1589695559999,2.4444444,hytsFLPcD3,1589695500000,com.sec.android.app.shealth,1589696102163,c333d884-cccc-159b-68dd-e5c5fe507977,1.37,230002,
9344,0,4,14,1590480017399,9.969999,UTC-0500,,14,1590480060000,1.0669883,jpgso+yMpj,1590480000000,com.sec.android.app.shealth,1590480018157,e381361a-4a29-4aa6-9960-5763585510cd,0.48,,
5695,0,4,9,1590349907250,6.59,UTC-0500,,9,1590349920000,1.1571313,jpgso+yMpj,1590349860000,com.sec.android.app.shealth,1590349911096,479f2465-ac95-4716-bef2-f21e2a37cee5,0.32999998,,
11950,0,4,19,1589731826602,14.219999,UTC-0500,,19,1589731860000,1.1898632,jpgso+yMpj,1589731800000,com.sec.android.app.shealth,1589731827067,bea51110-8a5a-4861-a0bd-72abfb7344d5,0.72,,
4521,0,4,9,1590350775966,6.9500003,UTC-0500,,9,1590350820000,1.5370189,jpgso+yMpj,1590350760000,com.sec.android.app.shealth,1590350777294,674b1008-20c2-4d5f-9243-a1b44223cfe7,0.31,,
5810,0,4,8,1590480559940,5.7999997,UTC-0500,,8,1590480600000,0.998173,jpgso+yMpj,1590480540000,com.sec.android.app.shealth,1590480562113,9977a5fb-71b2-47d1-9af7-89e54b115697,0.29999998,,
20522,0,4,35,1589734048423,26.090002,UTC-0500,,35,1589734080000,1.2713093,jpgso+yMpj,1589734020000,com.sec.android.app.shealth,1589734072257,d338a66f-48f1-466c-ae42-7c69a07e50a9,1.2499999,,
4144,0,4,6,1590480600632,4.49,UTC-0500,,6,1590480660000,1.0833333,jpgso+yMpj,1590480600000,com.sec.android.app.shealth,1590480600632,5ddbee0d-e03f-4c66-9338-3e852dd700d6,0.21,,
9023,0,4,13,1590353266593,9.45,UTC-0500,,13,1590353280000,1.0472628,jpgso+yMpj,1590353220000,com.sec.android.app.shealth,1590353275755,41583092-1901-4ca8-a35d-5437bbb8b55a,0.47,,
19525,0,4,23,1589738347744,22.78,UTC-0500,,33,1589738280000,1.1666666,jpgso+yMpj,1589738220000,com.sec.android.app.shealth,1589738347744,0326debe-ba36-49ff-a3a5-3d83d644aec2,1.26,,
4903,0,4,7,1590354355419,5.02,UTC-0500,,7,1590354360000,1.0237558,jpgso+yMpj,1590354300000,com.sec.android.app.shealth,1590354356166,d3dc750f-444f-46a2-9af2-ec84674a931c,0.26,,
5082,0,4,10,1590517052597,7.56,UTC-0500,,10,1590517080000,1.4874345,jpgso+yMpj,1590517020000,com.sec.android.app.shealth,1590517055388,22002904-b7f7-4e31-922b-a6b624529e9e,0.34,,
47437,0,4,57,1590517235554,59.170017,UTC-0500,,92,1590517260000,1.2473162,jpgso+yMpj,1590517200000,com.sec.android.app.shealth,1590517256527,df721e8a-ee96-4ed0-b3d6-2548b1f670cd,4.29,,
10962,0,4,15,1589742382208,12.18,UTC-0500,,17,1589742240000,1.1111112,jpgso+yMpj,1589742180000,com.sec.android.app.shealth,1589742382208,2afb45c7-7fdd-4245-b51f-792894931440,0.63,,
14405,0,4,22,1590517279496,15.98,UTC-0500,,22,1590517320000,1.1092632,jpgso+yMpj,1590517260000,com.sec.android.app.shealth,1590517305430,8325afe4-cb68-4584-bb52-e2bb50848346,0.80999994,,
14266,0,4,20,1590354402079,14.290001,UTC-0500,,20,1590354420000,1.0016779,jpgso+yMpj,1590354360000,com.sec.android.app.shealth,1590354419781,38b57f87-df10-4b55-95f5-8556cbc08ae1,0.76000005,,
11167,0,4,24,1589733421305,15.82,UTC-0500,,24,1589733419999,1.4166666,hytsFLPcD3,1589733360000,com.sec.android.app.shealth,1589733421305,986773cc-7671-9774-e625-f940fdcdebc6,0.77,230002,
16930,0,4,24,1590517356057,17.42,UTC-0500,,24,1590517380000,1.0289369,jpgso+yMpj,1590517320000,com.sec.android.app.shealth,1590517359015,c5ef24fd-2d7a-4a0c-b950-426799cc00b7,0.90999997,,
6811,0,4,15,1589738344280,12.11,UTC-0500,,15,1589738339999,1.7777778,hytsFLPcD3,1589738280000,com.sec.android.app.shealth,1589738344280,95825fa9-c816-8477-9956-04ee92f00f78,0.53,230002,
27622,0,4,37,1590354420342,33.829998,UTC-0500,,48,1590354480000,1.2247427,jpgso+yMpj,1590354420000,com.sec.android.app.shealth,1590354828870,63cd82ee-36db-41ac-b20e-38bafb3c6028,1.81,,
11937,0,4,22,1589744490500,16.61,UTC-0500,,22,1589744520000,1.3913698,jpgso+yMpj,1589744460000,com.sec.android.app.shealth,1589744490918,5f49c1ae-2a86-49cf-b234-4febe46b1add,0.77,,
6311,0,4,11,1590518375301,8.24,UTC-0500,,11,1590518400000,1.3055556,jpgso+yMpj,1590518340000,com.sec.android.app.shealth,1590518375301,7351b8dc-1189-479e-b089-d3094fe626a9,0.4,,
23123,0,4,24,1590518432751,26.65,UTC-0500,,43,1590518460000,1.152532,jpgso+yMpj,1590518400000,com.sec.android.app.shealth,1590518805858,b43e7813-3cba-42bc-bbf2-200c47c21185,1.6700001,,
30524,0,4,37,1589747337314,36.46,UTC-0500,,55,1589747040000,1.1944444,jpgso+yMpj,1589746980000,com.sec.android.app.shealth,1589747337314,088de1fe-a69d-4238-8280-a2ce10aeba83,2.17,,
6905,0,4,9,1590354828887,6.33,UTC-0500,,9,1590354540000,0.9166667,jpgso+yMpj,1590354480000,com.sec.android.app.shealth,1590354828887,fce02d0d-8cc4-4672-93c2-20853fab9f0f,0.34,,
10494,0,4,16,1590518805893,11.66,UTC-0500,,16,1590518520000,1.1111112,jpgso+yMpj,1590518460000,com.sec.android.app.shealth,1590518805893,d68766c2-b715-4df3-8602-c673a2fa0592,0.58,,
10193,0,4,16,1590600420606,11.829999,UTC-0500,,16,1590600480000,1.1605588,jpgso+yMpj,1590600420000,com.sec.android.app.shealth,1590600434400,37ddb7bd-8df1-436d-a6a3-4a946d9a6ea2,0.6,,
7912,0,4,14,1589748901724,10.77,UTC-0500,,14,1589748600000,1.3611112,jpgso+yMpj,1589748540000,com.sec.android.app.shealth,1589748901724,66a6669b-b3c4-46e6-9fd4-ce9e5fc5bed4,0.51,,
25164,0,4,46,1590354828953,34.95,UTC-0500,,46,1590354660000,1.3888888,jpgso+yMpj,1590354600000,com.sec.android.app.shealth,1590354828953,77a84a93-eb86-4278-8ea1-57589e364d3f,1.62,,
4715,0,4,9,1590601469795,6.88,UTC-0500,,9,1590601500000,1.4590652,jpgso+yMpj,1590601440000,com.sec.android.app.shealth,1590601472071,5e5666d7-0783-487d-978e-a2e1c7dea7d8,0.32,,
28478,0,4,41,1589751248773,29.74,UTC-0500,,41,1589751300000,1.0442922,jpgso+yMpj,1589751240000,com.sec.android.app.shealth,1589751301645,5a13bd0b-8c50-41ef-a17f-51bff0f1c49a,1.5600001,,
9112,0,4,12,1589744505345,8.1,UTC-0500,,12,1589744519999,0.8888889,hytsFLPcD3,1589744460000,com.sec.android.app.shealth,1589744505345,5c3b6376-9df2-bb6d-e177-c60feb68095c,0.43,230002,
37646,0,4,41,1590518805939,49.15,UTC-0500,,77,1590518580000,1.3055556,jpgso+yMpj,1590518520000,com.sec.android.app.shealth,1590518805939,eafe3608-9b1d-4d8e-a3d7-795f85d20cb0,3.57,,
4536,0,4,6,1590601659467,4.41,UTC-0500,,6,1590601680000,0.97222215,jpgso+yMpj,1590601620000,com.sec.android.app.shealth,1590601659467,07758673-9baf-4682-a57d-710d002260e5,0.21,,
8944,0,4,15,1590358565435,11.18,UTC-0500,,15,1590358560000,1.25,jpgso+yMpj,1590358500000,com.sec.android.app.shealth,1590358565435,ed891c71-76d5-45c3-9646-01eb383247a9,0.53,,
7592,0,4,13,1589748829528,9.28,UTC-0500,,13,1589748599999,1.2222222,hytsFLPcD3,1589748540000,com.sec.android.app.shealth,1589748829529,f2c8f137-5d28-8a2b-c2a8-5edc38028890,0.45,230002,
3225,0,4,6,1590358568705,4.48,UTC-0500,,6,1590358620000,1.3888888,jpgso+yMpj,1590358560000,com.sec.android.app.shealth,1590358568705,1eb39aea-b8c3-407f-be7c-7e283e5d0882,0.21,,
4151,3,4,7,1590358818747,12.34,UTC-0500,,10,1590358680000,2.9722223,jpgso+yMpj,1590358620000,com.sec.android.app.shealth,1590358818747,c1c992d0-bbcc-48d9-9839-21e7c4273c47,0.86,,
6221,0,4,11,1590601689288,8.450001,UTC-0500,,11,1590601740000,1.3581882,jpgso+yMpj,1590601680000,com.sec.android.app.shealth,1590601691773,23ddbf89-64e9-4e45-9900-3eabede9743a,0.39999998,,
11938,0,4,17,1590518805955,12.27,UTC-0500,,17,1590518640000,1.0277778,jpgso+yMpj,1590518580000,com.sec.android.app.shealth,1590518805955,133c2299-8987-4334-81c2-d0f4de5d7bfa,0.62,,
11674,0,4,21,1589750293363,15.48,UTC-0500,,21,1589750339999,1.3259835,hytsFLPcD3,1589750280000,com.sec.android.app.shealth,1589751172351,7e1ffb7e-d8e6-55e7-e784-c730ae3af165,0.74,230002,
5936,0,4,10,1590518805985,7.75,UTC-0500,,10,1590518760000,1.3055556,jpgso+yMpj,1590518700000,com.sec.android.app.shealth,1590518805985,892934a7-4806-43f3-840f-c931944ec493,0.36,,
10325,0,4,14,1590602783769,10.07,UTC-0500,,14,1590602820000,0.975279,jpgso+yMpj,1590602760000,com.sec.android.app.shealth,1590602816002,c0681e1f-7f42-41c3-86a0-930e083b85dc,0.51,,
19331,0,4,31,1590519283787,23.09,UTC-0500,,31,1590519060000,1.1944444,jpgso+yMpj,1590519000000,com.sec.android.app.shealth,1590519283787,28e87534-2fb5-43fb-9f5e-f211cf88afbf,1.17,,
14555,0,4,27,1590360547398,20.62,UTC-0500,,27,1590360420000,1.4166666,jpgso+yMpj,1590360360000,com.sec.android.app.shealth,1590360547398,fafa0a6e-1a76-4e04-95a6-70b677b32f02,0.91,,
20777,0,4,37,1590360547445,28.28,UTC-0500,,37,1590360480000,1.3611112,jpgso+yMpj,1590360420000,com.sec.android.app.shealth,1590360547445,6ae5ec2a-1272-4206-a0e8-9cf31d104685,1.3,,
22712,0,4,26,1590519283788,27.76,UTC-0500,,43,1590519120000,1.2222222,jpgso+yMpj,1590519060000,com.sec.android.app.shealth,1590519283788,58bb415e-289d-41f4-bd1f-5578e245562a,2.4,,
22521,0,4,31,1589751435726,21.428,UTC-0500,,31,1589751479999,0.951465,hytsFLPcD3,1589751420000,com.sec.android.app.shealth,1589751731264,ae9b9b85-83ec-d6ec-5bee-9e9e583fe46f,1.19,230002,
23372,0,4,31,1590603733503,30.789999,UTC-0500,,44,1590603780000,1.317379,jpgso+yMpj,1590603720000,com.sec.android.app.shealth,1590603897243,ebae06ca-59dc-4183-abab-aba9f54242f1,1.6199999,,
7733,0,4,15,1590519283860,11.17,UTC-0500,,15,1590519300000,1.4444444,jpgso+yMpj,1590519240000,com.sec.android.app.shealth,1590519283860,d1d93644-9582-45a6-aa03-f0f18d9d42d6,0.53,,
5334,0,4,9,1589755994676,6.52,UTC-0500,,9,1589755560000,1.2222222,jpgso+yMpj,1589755500000,com.sec.android.app.shealth,1589755994676,a5175aa0-bb5e-4c88-89c7-782f4d234376,0.34,,
5326,0,4,9,1589760969217,6.6899996,UTC-0500,,9,1589761020000,1.2558948,jpgso+yMpj,1589760960000,com.sec.android.app.shealth,1589760972989,bb095027-660e-42ae-903e-4dd6c7095e6b,0.32999998,,
14340,0,4,23,1590603897286,16.73,UTC-0500,,23,1590603840000,1.1666666,jpgso+yMpj,1590603780000,com.sec.android.app.shealth,1590603897286,8ec71561-8b59-4a8d-a4c8-4f15f5ace688,0.9,,
1272,2,4,2,1589755090388,3.57,UTC-0500,,4,1589755139999,2.8055556,hytsFLPcD3,1589755080000,com.sec.android.app.shealth,1589755090389,2337b60e-a180-4e37-8357-c5f0540ebeb2,0.2,230002,
15286,0,4,22,1590603897298,15.639999,UTC-0500,,22,1590603900000,1.0231537,jpgso+yMpj,1590603840000,com.sec.android.app.shealth,1590603898101,426cee6f-abde-4b19-87d2-cf9b0d45e913,0.78,,
12818,0,4,25,1589755958566,20.65,UTC-0500,,25,1589755979999,1.6109215,hytsFLPcD3,1589755920000,com.sec.android.app.shealth,1589755991472,ab6c1dc9-3ec7-b5f4-1fef-6576a933e421,0.97,230002,
17584,0,4,25,1590603905335,17.83,UTC-0500,,25,1590603960000,1.0139669,jpgso+yMpj,1590603900000,com.sec.android.app.shealth,1590603961042,b85f82c6-9435-4f64-96e9-53c068afc7b8,0.96000004,,
10952,0,4,21,1589757508490,15.82,UTC-0500,,21,1589757479999,1.4444444,hytsFLPcD3,1589757420000,com.sec.android.app.shealth,1589757508490,f0b4e575-4469-fe6f-2006-c0caad6b5890,0.75,230002,
14649,0,4,26,1590604127845,19.650002,UTC-0500,,26,1590604140000,1.3413675,jpgso+yMpj,1590604080000,com.sec.android.app.shealth,1590604128222,ad586495-b2eb-48c1-aa1a-c9e641d8591d,0.99,,
5652,0,4,8,1590520501108,5.81,UTC-0500,,8,1590519840000,1.0277778,jpgso+yMpj,1590519780000,com.sec.android.app.shealth,1590520501108,90c34862-2af0-4439-8e27-d1f4f72915ba,0.29,,
19501,0,4,35,1590604164335,26.560003,UTC-0500,,35,1590604200000,1.3619126,jpgso+yMpj,1590604140000,com.sec.android.app.shealth,1590604187215,4815c712-7164-4d6d-9e03-576f452b17d0,1.26,,
11703,0,4,22,1589758046367,17.23,UTC-0500,,22,1589758019999,1.4722222,hytsFLPcD3,1589757960000,com.sec.android.app.shealth,1589758046367,ed9ccac7-d785-a60d-5275-a1c8d732d25a,0.77,230002,
9234,0,4,15,1590525045004,11.15,UTC-0500,,15,1590525060000,1.2073637,jpgso+yMpj,1590525000000,com.sec.android.app.shealth,1590525093537,7162f86f-5df4-4122-9095-3f6c353c8a87,0.54999995,,
16453,0,4,29,1590606158718,21.850002,UTC-0500,,29,1590606180000,1.3279815,jpgso+yMpj,1590606120000,com.sec.android.app.shealth,1590606173245,5aa979d8-e895-4060-97ee-d8c00cbdfe29,1.1000001,,
3568,0,4,10,1589762744279,9.02,UTC-0500,,10,1589762639999,2.5277777,hytsFLPcD3,1589762580000,com.sec.android.app.shealth,1589762744279,94e10ec0-33e8-c8ae-82f2-613b8872394a,0.33,230002,
7651,0,4,12,1589766290689,8.433,UTC-0500,,12,1589766299999,1.1020917,hytsFLPcD3,1589766240000,com.sec.android.app.shealth,1589766290842,9c0f89c6-6bdd-1d2a-7f17-7d8597610239,0.42,230002,
31065,0,4,58,1590360547486,44.01,UTC-0500,,58,1590360540000,1.4166666,jpgso+yMpj,1590360480000,com.sec.android.app.shealth,1590360547486,0dab18b2-bca1-4334-91b3-cbec8ab962ed,2.01,,
1575,0,4,3,1590360547528,2.32,UTC-0500,,3,1590360600000,1.4722222,jpgso+yMpj,1590360540000,com.sec.android.app.shealth,1590360547528,ed57ef84-1a48-4951-9c9e-0c03588ea276,0.09,,
19785,0,4,36,1590525093578,27.349998,UTC-0500,,36,1590525120000,1.3823361,jpgso+yMpj,1590525060000,com.sec.android.app.shealth,1590525121407,062c110f-9fd9-4f0b-bcac-34fde8e24955,1.27,,
6747,0,4,9,1590360636492,6.38,UTC-0500,,9,1590360660000,0.94548076,jpgso+yMpj,1590360600000,com.sec.android.app.shealth,1590360637753,4d122e28-da10-476e-9297-1f04ac64b763,0.33999997,,
39632,0,4,67,1590525121573,49.9,UTC-0500,,67,1590525180000,1.2590836,jpgso+yMpj,1590525120000,com.sec.android.app.shealth,1590525258945,b0d24d72-2017-4386-a0af-a9b92c90c1ff,2.5800002,,
20506,0,4,40,1589768377534,30.19,UTC-0500,,40,1589768339999,1.4722222,hytsFLPcD3,1589768280000,com.sec.android.app.shealth,1589768377534,27a90175-8217-2e6a-2769-8bfa74249f46,1.42,230002,
30797,0,4,57,1590525258991,43.63,UTC-0500,,57,1590525240000,1.4166666,jpgso+yMpj,1590525180000,com.sec.android.app.shealth,1590525258991,be387005-80be-47fd-a3b1-bdc8934aa6fd,2.01,,
24619,0,4,41,1590606181152,30.53,UTC-0500,,41,1590606240000,1.2400525,jpgso+yMpj,1590606180000,com.sec.android.app.shealth,1590606222039,65cf3cbc-d6aa-4d7f-8473-6e488e390410,1.5099999,,
4392,0,4,6,1590360834116,4.27,UTC-0500,,6,1590360840000,0.9722222,jpgso+yMpj,1590360780000,com.sec.android.app.shealth,1590360834116,dd308b4a-0897-4f01-ae2a-fa92cbe3404d,0.22,,
6154,0,4,10,1589769349637,7.18,UTC-0500,,10,1589769359999,1.1666666,hytsFLPcD3,1589769300000,com.sec.android.app.shealth,1589769349644,2b41f786-449e-dd1c-d7ef-d9bc8d9c9bf2,0.35,230002,
8068,0,4,14,1590525656341,10.259999,UTC-0500,,14,1590525660000,1.2715709,jpgso+yMpj,1590525600000,com.sec.android.app.shealth,1590525657752,1fd4f11f-e98e-4fdc-a806-b6593ddf2fcf,0.48,,
4088,0,4,7,1590361691293,5.24,UTC-0500,,7,1590361740000,1.281681,jpgso+yMpj,1590361680000,com.sec.android.app.shealth,1590361691852,205756cf-ddd6-43ee-88da-3554192b87b5,0.25,,
9690,0,4,17,1589773600740,12.68,UTC-0500,,17,1589773620000,1.308434,jpgso+yMpj,1589773560000,com.sec.android.app.shealth,1589773607477,1614f8a5-6c9f-4dd0-a0d2-86092d980d68,0.65000004,,
7228,0,4,12,1589774824023,8.89,UTC-0500,,12,1589774880000,1.2298789,jpgso+yMpj,1589774820000,com.sec.android.app.shealth,1589774879947,89b070b8-697d-460a-bcee-35b490b37489,0.43,,
14138,0,4,28,1590525852153,21.6,UTC-0500,,28,1590525780000,1.5277778,jpgso+yMpj,1590525720000,com.sec.android.app.shealth,1590525852153,48410bd4-44ca-43b2-82a4-1721ae12c251,0.93,,
13998,0,4,24,1590606782220,18.05,UTC-0500,,24,1590606840000,1.2893924,jpgso+yMpj,1590606780000,com.sec.android.app.shealth,1590606901255,b0b81cef-93fa-4bb0-bf6b-ed339b31ac5a,0.85,,
4594,0,4,8,1589778081063,6.11,UTC-0500,,8,1589778120000,1.3298602,jpgso+yMpj,1589778060000,com.sec.android.app.shealth,1589778082208,b0246f97-b4c5-4f05-8d6d-a82e06765f82,0.29,,
21024,0,4,35,1590525852220,26.28,UTC-0500,,35,1590525840000,1.25,jpgso+yMpj,1590525780000,com.sec.android.app.shealth,1590525852220,63477acc-97d5-4d43-b295-2117fc33f401,1.29,,
9464,0,4,16,1590606901277,11.83,UTC-0500,,16,1590606900000,1.25,jpgso+yMpj,1590606840000,com.sec.android.app.shealth,1590606901277,8f305fd0-ab7a-45ec-b684-a8f9287c1904,0.6,,
16133,0,4,27,1589771705166,19.27,UTC-0500,,27,1589771039999,1.1944444,hytsFLPcD3,1589770980000,com.sec.android.app.shealth,1589771705166,10ea5302-cda8-f1fe-3861-19cdc209cc65,1.0,230002,
9535,0,4,13,1590362049330,9.3,UTC-0500,,13,1590362100000,0.9753036,jpgso+yMpj,1590362040000,com.sec.android.app.shealth,1590362055210,bac5eeaa-c543-46aa-aa03-09d4d96ae0c6,0.49999994,,
6251,0,4,12,1589774651792,9.03,UTC-0500,,12,1589774459999,1.4444444,hytsFLPcD3,1589774400000,com.sec.android.app.shealth,1589774651793,7129e6d3-8cb0-507e-a2ee-99b164d63ab0,0.44,230002,
4077,0,4,7,1590606903189,5.24,UTC-0500,,7,1590606960000,1.285183,jpgso+yMpj,1590606900000,com.sec.android.app.shealth,1590606905396,af245604-c6eb-4b79-83a2-4db586dbb368,0.27999997,,
13135,0,4,19,1590527701376,13.5,UTC-0500,,19,1590527460000,1.0277778,jpgso+yMpj,1590527400000,com.sec.android.app.shealth,1590527701376,bf45da41-a461-44f4-a733-e5c9964de5f6,0.72,,
