com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
7147,0,4,10,1590897496430,6.75,UTC-0500,,10,1590897479999,0.9444444,hytsFLPcD3,1590897420000,com.sec.android.app.shealth,1590897496431,e83e5fc7-4e50-cbac-a574-6c959b74092d,0.47,230002,
12982,0,4,15,1590805597281,16.949999,UTC-0500,,25,1590805620000,1.3055556,jpgso+yMpj,1590805560000,com.sec.android.app.shealth,1590805597948,826e09f9-30d9-4f8e-9372-9f1d6c54eb27,0.94,,
9944,0,4,17,1590890101624,12.43,UTC-0500,,17,1590889500000,1.25,jpgso+yMpj,1590889440000,com.sec.android.app.shealth,1590890101624,b17ac566-7bc7-44bc-94e4-36db20564a7e,0.62,,
10976,0,4,20,1590898633354,14.94,UTC-0500,,20,1590898619999,1.3611112,hytsFLPcD3,1590898560000,com.sec.android.app.shealth,1590898633354,ddaaebc2-102c-26b3-90c6-343ba96218ee,0.66,230002,
21603,0,4,34,1590805640731,24.629997,UTC-0500,,34,1590805680000,1.1401141,jpgso+yMpj,1590805620000,com.sec.android.app.shealth,1590805659037,71158693-0337-45e6-b9d8-a895f2a9476c,1.2599999,,
15671,0,4,27,1590890101669,20.46,UTC-0500,,27,1590889920000,1.3055556,jpgso+yMpj,1590889860000,com.sec.android.app.shealth,1590890101669,166fca6d-7fd7-4656-b99b-f52de3f51e65,1.0,,
32362,0,4,54,1590898670912,39.76,UTC-0500,,54,1590898679999,1.228577,hytsFLPcD3,1590898620000,com.sec.android.app.shealth,1590898733393,5f7275fd-6f95-166b-3959-eb725dd222e9,1.89,230002,
14900,0,4,23,1590806741156,16.97,UTC-0500,,23,1590806700000,1.1388888,jpgso+yMpj,1590806640000,com.sec.android.app.shealth,1590806741156,8fa6df3f-c240-4049-afad-8d5128a04ae5,0.85,,
25806,0,4,53,1590898733400,40.86,UTC-0500,,53,1590898739999,1.5833334,hytsFLPcD3,1590898680000,com.sec.android.app.shealth,1590898733401,b3716e18-6325-679c-2c49-ffda68058246,1.83,230002,
30172,0,4,47,1590806741156,34.620003,UTC-0500,,47,1590806760000,1.1473995,jpgso+yMpj,1590806700000,com.sec.android.app.shealth,1590806744564,c380f1d9-30c9-4206-8034-3f562caaf431,1.8199999,,
11096,0,4,21,1590899704111,15.72,UTC-0500,,21,1590899339999,1.4166666,hytsFLPcD3,1590899280000,com.sec.android.app.shealth,1590899704111,9495651b-22cf-6c05-e8a7-7069b7b1f5c8,0.69,230002,
13500,0,4,22,1590806761872,16.26,UTC-0500,,22,1590806820000,1.2044078,jpgso+yMpj,1590806760000,com.sec.android.app.shealth,1590806854336,a164b922-af75-4ded-aca3-2e18e1b0163e,0.80999994,,
14306,0,4,26,1590806854495,19.87,UTC-0500,,26,1590806880000,1.3888888,jpgso+yMpj,1590806820000,com.sec.android.app.shealth,1590806854495,8b1214ad-df22-4fdc-835f-5a5f2deab973,0.93,,
6937,0,4,10,1590807233355,7.13,UTC-0500,,10,1590807060000,1.0277778,jpgso+yMpj,1590807000000,com.sec.android.app.shealth,1590807233355,e79d8862-35ac-40a9-99fd-0ada5f7847ba,0.38,,
7522,0,4,11,1590807233405,7.94,UTC-0500,,11,1590807180000,1.0555556,jpgso+yMpj,1590807120000,com.sec.android.app.shealth,1590807233405,9e2cc359-f2d1-4159-a217-acd0e198ddb8,0.42,,
14977,0,4,22,1590890258400,15.81,UTC-0500,,22,1590890220000,1.0555556,jpgso+yMpj,1590890160000,com.sec.android.app.shealth,1590890258400,2eb2f2dd-5eb4-4725-8c3e-a1f224ccdaa2,0.81,,
15567,0,4,22,1590808501795,16.0,UTC-0500,,22,1590807900000,1.0277778,jpgso+yMpj,1590807840000,com.sec.android.app.shealth,1590808501795,a3bc1fc0-cfd0-4cc8-a5c1-7f87c6b384b6,0.8,,
16986,0,4,25,1590891301606,17.93,UTC-0500,,25,1590890340000,1.0555556,jpgso+yMpj,1590890280000,com.sec.android.app.shealth,1590891301606,fcdcae25-7fc4-4551-80a7-5ed0699e03f7,0.95,,
14266,0,4,24,1590887700838,17.1,UTC-0500,,24,1590887759999,1.1985763,hytsFLPcD3,1590887700000,com.sec.android.app.shealth,1590887741283,5e054c6b-8216-82ac-f162-645abcfa85fe,0.84,230002,
7757,0,4,10,1590899704122,6.68,UTC-0500,,10,1590899459999,0.8611111,hytsFLPcD3,1590899400000,com.sec.android.app.shealth,1590899704122,17d5ab9f-8f7c-0b6c-1786-ad00259be35c,0.44,230002,
24923,0,4,40,1590891301701,29.77,UTC-0500,,40,1590890640000,1.1944444,jpgso+yMpj,1590890580000,com.sec.android.app.shealth,1590891301701,f61e714c-749d-41b3-91f8-b9d7ca324100,1.47,,
19405,0,4,32,1590899704130,22.64,UTC-0500,,32,1590899699999,1.1666666,hytsFLPcD3,1590899640000,com.sec.android.app.shealth,1590899704131,9501b757-93f0-052e-b150-1662b576ef6b,1.11,230002,
23542,0,4,32,1590888599670,28.12,UTC-0500,,40,1590888420000,1.1944444,jpgso+yMpj,1590888360000,com.sec.android.app.shealth,1590888599670,9716e68b-6633-43ca-98da-6c79ff6806da,1.51,,
12000,0,4,19,1590808501809,14.0,UTC-0500,,19,1590808200000,1.1666666,jpgso+yMpj,1590808140000,com.sec.android.app.shealth,1590808501809,5981a8dd-0e91-4f59-95c8-335f9ec0b542,0.73,,
8012,0,4,12,1590891301769,8.68,UTC-0500,,12,1590891180000,1.0833334,jpgso+yMpj,1590891120000,com.sec.android.app.shealth,1590891301769,e62491f7-08c6-417e-8c12-9c979e7c838c,0.45,,
28136,0,4,41,1590900090725,29.7,UTC-0500,,41,1590899880000,1.0555556,jpgso+yMpj,1590899820000,com.sec.android.app.shealth,1590900090725,424909fc-4d56-4269-b544-6eab571eda0e,1.59,,
24061,0,4,44,1590888783116,33.949997,UTC-0500,,44,1590888840000,1.4109662,jpgso+yMpj,1590888780000,com.sec.android.app.shealth,1590888834327,83e8f904-7a2d-4a25-89ed-f7666f4c015e,1.55,,
11231,0,4,18,1590900236925,13.309999,UTC-0500,,18,1590900240000,1.1850954,jpgso+yMpj,1590900180000,com.sec.android.app.shealth,1590900546260,458b733d-6f40-423d-a886-80083a9fbe06,0.64,,
14189,0,4,22,1590900546279,16.16,UTC-0500,,22,1590900300000,1.1388888,jpgso+yMpj,1590900240000,com.sec.android.app.shealth,1590900546279,034a4bd4-7df9-4293-b560-94aa8fdaedcb,0.86,,
10488,0,4,15,1590900681041,10.72,UTC-0500,,15,1590900720000,1.0220295,jpgso+yMpj,1590900660000,com.sec.android.app.shealth,1590900683639,a963a621-9058-4adf-95c0-2ad40cbc32ea,0.52,,
1239,0,4,2,1590808501869,1.48,UTC-0500,,2,1590808260000,1.1944444,jpgso+yMpj,1590808200000,com.sec.android.app.shealth,1590808501869,79b4f957-3b4c-4500-9236-d52bf6933e50,0.08,,
19102,0,4,33,1590889173979,34.49,UTC-0500,,44,1590889020000,1.8055556,jpgso+yMpj,1590888960000,com.sec.android.app.shealth,1590889173979,b352e30a-4b25-4e08-8aae-282fe628c0ee,1.51,,
5229,0,4,10,1589742382225,5.81,UTC-0500,,8,1589742360000,1.1111112,jpgso+yMpj,1589742300000,com.sec.android.app.shealth,1589742382225,68a1a39d-aadf-471e-8985-5d4e7e6632f3,0.29,,
1616,0,4,3,1589733834808,2.29,UTC-0500,,3,1589733479999,1.4166666,hytsFLPcD3,1589733420000,com.sec.android.app.shealth,1589733834808,6543d294-bffb-5a3e-48c9-123b29177889,0.1,230002,
17194,0,4,30,1590900805707,22.83,UTC-0500,,30,1590900840000,1.3277123,jpgso+yMpj,1590900780000,com.sec.android.app.shealth,1590900901709,a1252839-21b4-49da-9e9c-b65a2aabe4f0,1.0699999,,
12276,0,4,18,1590808801151,13.3,UTC-0500,,18,1590808800000,1.0833334,jpgso+yMpj,1590808740000,com.sec.android.app.shealth,1590808801151,45997298-2a12-453d-b0d8-46c3d6e26648,0.66,,
890,0,4,2,1589738344286,1.571,UTC-0500,,2,1589738399999,1.7638592,hytsFLPcD3,1589738340000,com.sec.android.app.shealth,1589738344515,ca23efd3-c976-6544-815b-eb1b07d71443,0.08,230002,
10344,0,4,16,1590893386340,11.649999,UTC-0500,,16,1590893400000,1.126246,jpgso+yMpj,1590893340000,com.sec.android.app.shealth,1590893391305,73ef0ec2-c02b-47d7-a576-2199e598e7e1,0.56,,
26260,0,4,37,1590900901749,26.26,UTC-0500,,37,1590900900000,1.0000001,jpgso+yMpj,1590900840000,com.sec.android.app.shealth,1590900901749,e9c366f3-a7ca-4b72-ac77-37f00300644e,1.39,,
12398,0,4,24,1590893701541,17.22,UTC-0500,,23,1590893520000,1.3888888,jpgso+yMpj,1590893460000,com.sec.android.app.shealth,1590893701541,db97c1bc-7d7d-40f4-b9e0-15b7ee3bad62,0.81,,
14992,0,4,20,1590808860975,14.16,UTC-0500,,20,1590808860000,0.9444444,jpgso+yMpj,1590808800000,com.sec.android.app.shealth,1590808860975,2713a00a-6dbe-4c0c-9833-06e46d005740,0.76,,
1046,0,4,7,1590889174024,1.54,UTC-0500,,2,1590889080000,1.4722221,jpgso+yMpj,1590889020000,com.sec.android.app.shealth,1590889174024,b3fcee86-832f-43c6-b5ea-73d467a26a1b,0.06,,
22114,0,4,32,1589744546819,23.47,UTC-0500,,32,1589744580000,1.0613176,jpgso+yMpj,1589744520000,com.sec.android.app.shealth,1589744551643,b801c0cb-5317-47f3-a1db-b503857e0689,1.16,,
1667,0,4,3,1590893701613,2.27,UTC-0500,,3,1590893640000,1.3611112,jpgso+yMpj,1590893580000,com.sec.android.app.shealth,1590893701613,c980f11d-a6af-477d-b25d-be83621bce34,0.12,,
27230,0,4,38,1590901050398,27.23,UTC-0500,,38,1590900960000,1.0,jpgso+yMpj,1590900900000,com.sec.android.app.shealth,1590901050398,32dcf66a-a183-40fd-9068-3c4b9b01b6ef,1.47,,
12730,0,4,27,1590889174065,20.51,UTC-0500,,26,1590889200000,1.6111112,jpgso+yMpj,1590889140000,com.sec.android.app.shealth,1590889174065,adeee9ae-8e77-4abb-a1c3-918aad62ed82,0.83,,
19510,0,4,30,1590894484214,22.22,UTC-0500,,30,1590893880000,1.1388888,jpgso+yMpj,1590893820000,com.sec.android.app.shealth,1590894484214,4b2e61f2-bfda-449b-b1bb-5b49d8a6578f,1.17,,
13680,0,4,23,1590890101647,17.1,UTC-0500,,23,1590889560000,1.25,jpgso+yMpj,1590889500000,com.sec.android.app.shealth,1590890101647,c2eca00f-6c81-4c38-83e7-a7884e822b92,0.85,,
12324,0,4,16,1589747337325,11.64,UTC-0500,,16,1589747100000,0.9444444,jpgso+yMpj,1589747040000,com.sec.android.app.shealth,1589747337325,21ee5e8a-d17e-46da-a693-ad52ad20d703,0.58,,
4123,0,4,8,1590809057605,6.3,UTC-0500,,8,1590808920000,1.5277777,jpgso+yMpj,1590808860000,com.sec.android.app.shealth,1590809057605,fcfd2912-d6f0-46d1-a76b-153425df144a,0.27,,
10714,0,4,16,1590890101705,11.31,UTC-0500,,16,1590889980000,1.0555556,jpgso+yMpj,1590889920000,com.sec.android.app.shealth,1590890101705,e384a32e-7fe0-4950-8866-b84742dbd52f,0.6,,
5523,0,4,7,1590890258463,4.91,UTC-0500,,7,1590890280000,0.88888896,jpgso+yMpj,1590890220000,com.sec.android.app.shealth,1590890258463,517d293e-cfd7-434a-a334-3f9457bde69d,0.26,,
13977,0,4,22,1590809177112,15.98,UTC-0500,,22,1590809220000,1.1432978,jpgso+yMpj,1590809160000,com.sec.android.app.shealth,1590809186812,562d3bcc-0df1-484f-81db-06aa00baad6f,0.83,,
14539,0,4,21,1589748901773,17.77,UTC-0500,,24,1589748660000,1.2222222,jpgso+yMpj,1589748600000,com.sec.android.app.shealth,1589748901773,6f57629c-3213-464f-9d36-85d5054cbe25,0.9,,
3038,0,4,7,1590798250329,5.57,UTC-0500,,7,1590798299999,1.8333334,hytsFLPcD3,1590798240000,com.sec.android.app.shealth,1590798250330,c60f6aaa-a38f-d0e1-5fe5-739d50b1ba99,0.27,230002,
2667,0,4,4,1590894484244,2.89,UTC-0500,,4,1590894000000,1.0833334,jpgso+yMpj,1590893940000,com.sec.android.app.shealth,1590894484244,1d7c17de-80a2-40f9-aeb0-85a1f9c3e3ee,0.16,,
7863,0,4,16,1590799543367,12.45,UTC-0500,,16,1590799559999,1.5833334,hytsFLPcD3,1590799500000,com.sec.android.app.shealth,1590799543367,4a53d2fe-bbd0-8554-1dce-e50a79ab4540,0.55,230002,
27857,0,4,37,1590896707903,26.449995,UTC-0500,,37,1590896760000,0.94948256,jpgso+yMpj,1590896700000,com.sec.android.app.shealth,1590896734891,bbce5336-b64f-44ba-b620-b497275f97c6,1.3999999,,
17589,0,4,18,1589751450105,24.43,UTC-0500,,41,1589751360000,1.3888888,jpgso+yMpj,1589751300000,com.sec.android.app.shealth,1589751450105,a2e01b29-f98c-4696-80f9-6e50bacf0205,1.45,,
9483,0,4,13,1590891301642,9.22,UTC-0500,,13,1590890400000,0.9722222,jpgso+yMpj,1590890340000,com.sec.android.app.shealth,1590891301642,696f6221-edce-4fd8-bc26-97b2e03133eb,0.5,,
20400,0,4,34,1590897072296,25.5,UTC-0500,,34,1590896880000,1.25,jpgso+yMpj,1590896820000,com.sec.android.app.shealth,1590897072296,75947863-48e2-4adb-91c8-9640bf06c4ed,1.24,,
11280,0,4,17,1590891301732,12.22,UTC-0500,,17,1590891120000,1.0833334,jpgso+yMpj,1590891060000,com.sec.android.app.shealth,1590891301732,c24c72fa-c642-4625-97c2-49e83aa3410b,0.66,,
26166,0,4,57,1589744554314,45.979,UTC-0500,,57,1589744579999,1.7571809,hytsFLPcD3,1589744520000,com.sec.android.app.shealth,1589744555545,be0da9c3-987a-38a7-1f48-4c52de3567f0,1.96,230002,
22465,0,4,32,1590901050424,23.09,UTC-0500,,32,1590901020000,1.0277778,jpgso+yMpj,1590900960000,com.sec.android.app.shealth,1590901050424,80a2bb79-7ac9-4a97-b5bb-fd22fb57615a,1.28,,
11458,0,4,13,1589748829536,14.96,UTC-0500,,20,1589748659999,1.3055556,hytsFLPcD3,1589748600000,com.sec.android.app.shealth,1589748829536,0653b862-ea46-12ab-a1c5-3a50e6ea2053,0.66,230002,
8116,0,4,13,1590802231475,9.92,UTC-0500,,13,1590802199999,1.2222222,hytsFLPcD3,1590802140000,com.sec.android.app.shealth,1590802231476,8d8f8ba0-61ba-8579-db54-cbcbfa1f83d4,0.5,230002,
13500,0,4,22,1590899967380,15.75,UTC-0500,,22,1590899939999,1.1666666,hytsFLPcD3,1590899880000,com.sec.android.app.shealth,1590899967380,b0ae4687-3d9c-1abd-c61c-31559a11c849,0.74,230002,
39652,0,4,61,1590901407142,45.16,UTC-0500,,61,1590901380000,1.1388888,jpgso+yMpj,1590901320000,com.sec.android.app.shealth,1590901407142,ad19f94a-73a1-489f-817c-5143acd71ae5,2.28,,
8257,0,4,15,1589751172361,11.01,UTC-0500,,15,1589750819999,1.3333334,hytsFLPcD3,1589750760000,com.sec.android.app.shealth,1589751172361,3b6af3fa-7942-15d3-9044-eb5843e523a5,0.51,230002,
23202,0,4,37,1590893029685,27.07,UTC-0500,,37,1590892980000,1.1666666,jpgso+yMpj,1590892920000,com.sec.android.app.shealth,1590893029685,9c101b02-3800-42ce-ae69-d84d4ced9b55,1.38,,
5541,0,4,10,1590802373310,9.39,UTC-0500,,10,1590802379999,1.6944444,hytsFLPcD3,1590802320000,com.sec.android.app.shealth,1590802373310,1e4936b0-8af1-04a7-7940-d594b81d2abe,0.45,230002,
14345,0,4,30,1590804530288,22.94,UTC-0500,,30,1590804539999,1.599154,hytsFLPcD3,1590804480000,com.sec.android.app.shealth,1590804614389,2cb837a2-0218-921d-8fec-2d57ef8a23c5,0.97,230002,
23653,0,4,39,1590893405391,29.920002,UTC-0500,,40,1590893460000,1.2649517,jpgso+yMpj,1590893400000,com.sec.android.app.shealth,1590893701509,f2f6d4b5-0ae6-4af5-a64c-7f921243bc0b,1.4299997,,
6840,0,4,13,1589752724327,9.69,UTC-0500,,13,1589752679999,1.4166666,hytsFLPcD3,1589752620000,com.sec.android.app.shealth,1589752724327,c50ec2c3-873b-3580-7294-446f4aca0c06,0.44,230002,
6616,0,4,12,1590893701572,9.19,UTC-0500,,12,1590893580000,1.3888888,jpgso+yMpj,1590893520000,com.sec.android.app.shealth,1590893701572,0a25dd34-4c8a-4591-8584-4fa0f967685c,0.43,,
34536,0,4,58,1590901669459,44.13,UTC-0500,,58,1590901560000,1.2777778,jpgso+yMpj,1590901500000,com.sec.android.app.shealth,1590901669459,82e322ab-4c1f-4cd7-9ff3-40c2151482a4,2.27,,
4168,0,4,7,1590894484187,5.21,UTC-0500,,7,1590893760000,1.25,jpgso+yMpj,1590893700000,com.sec.android.app.shealth,1590894484187,70642db8-59da-4c56-9912-484a035f6e90,0.25,,
15631,0,4,15,1589758242536,21.71,UTC-0500,,36,1589758200000,1.3888888,jpgso+yMpj,1589758140000,com.sec.android.app.shealth,1589758242536,14c792d1-ce5f-4b62-9634-869acb2f57d0,1.34,,
36486,0,4,67,1590899967385,49.67,UTC-0500,,67,1590899999999,1.361307,hytsFLPcD3,1590899940000,com.sec.android.app.shealth,1590900005337,1ee9a023-b51e-2c73-78f5-da90bcdbfed4,2.33,230002,
18199,0,4,36,1590901669460,28.31,UTC-0500,,36,1590901620000,1.5555556,jpgso+yMpj,1590901560000,com.sec.android.app.shealth,1590901669460,2d529c9d-24ac-4c8f-9920-308ab69e6eb2,1.22,,
20913,0,4,34,1590894484228,24.98,UTC-0500,,34,1590893940000,1.1944444,jpgso+yMpj,1590893880000,com.sec.android.app.shealth,1590894484228,534c0241-ad69-47f8-b693-c5b0e1353280,1.27,,
14780,0,4,23,1590901669535,16.95,UTC-0500,,23,1590901680000,1.1467534,jpgso+yMpj,1590901620000,com.sec.android.app.shealth,1590901678198,0d51ddcc-fe88-4967-adc4-c268a12fd268,0.84000003,,
11274,0,4,18,1590805587686,12.84,UTC-0500,,18,1590805559999,1.1388888,hytsFLPcD3,1590805500000,com.sec.android.app.shealth,1590805587686,8e47bf67-f537-15e3-1cfa-d8801e2bbe54,0.61,230002,
8977,0,4,16,1590896707857,11.97,UTC-0500,,16,1590896700000,1.3333334,jpgso+yMpj,1590896640000,com.sec.android.app.shealth,1590896707857,df8170b3-9212-48cf-80a3-25f305ea172a,0.57,,
4736,0,4,6,1590901690218,4.21,UTC-0500,,6,1590901740000,0.8888889,jpgso+yMpj,1590901680000,com.sec.android.app.shealth,1590901690218,d51b1e42-cd69-4c0f-ae3b-5e891b8fed0d,0.22,,
7927,0,4,14,1590900316281,10.35,UTC-0500,,14,1590900239999,1.3055556,hytsFLPcD3,1590900180000,com.sec.android.app.shealth,1590900316281,eee5cea6-5362-9831-cbfe-6e42bcee4ed2,0.45,230002,
5482,0,4,9,1590896771541,6.74,UTC-0500,,9,1590896820000,1.2292553,jpgso+yMpj,1590896760000,com.sec.android.app.shealth,1590896773411,130a1220-d5c4-4ae9-a2f5-0edf3183f623,0.32999998,,
16369,0,4,31,1590900316287,23.19,UTC-0500,,31,1590900299999,1.4166666,hytsFLPcD3,1590900240000,com.sec.android.app.shealth,1590900316287,bf7454c1-c7e2-fa3d-0b63-d6bc31bee086,1.09,230002,
7971,0,4,16,1590972238225,12.579999,UTC-0500,,16,1590972240000,1.578028,jpgso+yMpj,1590972180000,com.sec.android.app.shealth,1590972239884,b480f2db-9821-48c7-a0d1-ac7f076497cd,0.49,,
16434,0,4,25,1590972345684,18.150002,UTC-0500,,25,1590972360000,1.1043712,jpgso+yMpj,1590972300000,com.sec.android.app.shealth,1590972508294,0d356392-0c91-4e3c-b171-3bbf857b3a0a,0.95,,
6199,0,4,8,1590902764052,5.6399994,UTC-0500,,8,1590902820000,0.90973383,jpgso+yMpj,1590902760000,com.sec.android.app.shealth,1590902766060,d2ec3bea-7625-47f9-8c7f-f8378f38be77,0.29999998,,
8472,0,4,14,1590805637275,10.12,UTC-0500,,14,1590805619999,1.1944444,hytsFLPcD3,1590805560000,com.sec.android.app.shealth,1590805637275,ed73e50b-1a7c-d5eb-a3ea-4a295331fa87,0.51,230002,
9646,0,4,16,1590900689275,11.79,UTC-0500,,16,1590900719999,1.2222222,hytsFLPcD3,1590900660000,com.sec.android.app.shealth,1590900689275,f458805f-57c3-03d6-04bd-14b100f31a8a,0.61,230002,
32874,0,4,51,1590972508447,37.44,UTC-0500,,51,1590972420000,1.1388888,jpgso+yMpj,1590972360000,com.sec.android.app.shealth,1590972508447,5a8cc448-3451-4c52-aaa9-a0f67a561175,1.98,,
6167,0,4,8,1589763371106,5.6099997,UTC-0500,,8,1589763420000,0.90957314,jpgso+yMpj,1589763360000,com.sec.android.app.shealth,1589763372650,d52d20ec-0659-4ae9-b5f4-501a62e86a38,0.29999998,,
27014,0,4,51,1590900843470,38.27,UTC-0500,,51,1590900839999,1.4166666,hytsFLPcD3,1590900780000,com.sec.android.app.shealth,1590900843472,26aec885-39fb-d237-a9ad-740379ebc737,1.71,230002,
9337,2,4,19,1589755154677,18.23,UTC-0500,,21,1589755199999,1.9522412,hytsFLPcD3,1589755140000,com.sec.android.app.shealth,1589755219297,94944b90-834b-9583-c46e-af581d5ef617,0.83,230002,
21279,0,4,38,1590900901128,27.19,UTC-0500,,38,1590900899999,1.2777778,hytsFLPcD3,1590900840000,com.sec.android.app.shealth,1590900901129,1d9b9f79-5a71-342f-1e8f-f6f612f11b4c,1.47,230002,
9982,0,4,18,1589756000309,13.31,UTC-0500,,18,1589756039999,1.3333334,hytsFLPcD3,1589755980000,com.sec.android.app.shealth,1589756104158,64adf297-df45-56c5-2adc-7095b3800e54,0.6,230002,
11942,0,4,18,1590903094545,13.04,UTC-0500,,18,1590903120000,1.0919397,jpgso+yMpj,1590903060000,com.sec.android.app.shealth,1590903108633,0978c902-acf9-4b85-9c00-c3a36cb23b80,0.6700001,,
38200,0,4,67,1591040589523,49.689,UTC-0500,,67,1591040639999,1.3007528,hytsFLPcD3,1591040580000,com.sec.android.app.shealth,1591040880292,b2980dbc-3126-bf07-eeae-694912f12f80,2.34,230002,
8822,0,4,20,1589757792316,16.91,UTC-0500,,20,1589757659999,1.9166666,hytsFLPcD3,1589757600000,com.sec.android.app.shealth,1589757792316,0b3a9158-a400-6cac-dd44-fa01b2831d04,0.88,230002,
8167,0,4,13,1590905116205,9.32,UTC-0500,,13,1590905160000,1.1410459,jpgso+yMpj,1590905100000,com.sec.android.app.shealth,1590905116782,018ede73-426f-4206-b682-822c7bf186ce,0.44,,
6797,0,4,11,1590974101499,7.93,UTC-0500,,11,1590973920000,1.1666666,jpgso+yMpj,1590973860000,com.sec.android.app.shealth,1590974101499,16b45163-53fd-4903-8f94-24d845214084,0.41,,
13199,0,4,27,1589758108479,20.82,UTC-0500,,27,1589758139999,1.5773133,hytsFLPcD3,1589758080000,com.sec.android.app.shealth,1589758239470,38efec13-c928-2a2d-b115-d6a3915a1c55,0.95,230002,
9386,0,4,22,1591043703124,17.99,UTC-0500,,22,1591043699999,1.9166666,hytsFLPcD3,1591043640000,com.sec.android.app.shealth,1591043703125,0a372745-7292-2305-0b09-df5043d08b33,0.75,230002,
5815,0,4,13,1590899761594,10.5,UTC-0500,,13,1590899759999,1.8055556,hytsFLPcD3,1590899700000,com.sec.android.app.shealth,1590899761595,de3a37db-4377-7394-a886-106815f278db,0.44,230002,
14114,0,4,31,1591044166486,24.7,UTC-0500,,31,1591044179999,1.75,hytsFLPcD3,1591044120000,com.sec.android.app.shealth,1591044166487,057365dc-0de0-f1f8-77e9-e4cb226e7251,1.14,230002,
8464,0,4,17,1589763466314,13.651,UTC-0500,,17,1589763479999,1.612693,hytsFLPcD3,1589763420000,com.sec.android.app.shealth,1589763471588,42319fcb-b6a1-6dfe-4eb4-f9b6cd0913c1,0.61,230002,
10061,0,4,15,1590900970338,10.62,UTC-0500,,15,1590900959999,1.0555556,hytsFLPcD3,1590900900000,com.sec.android.app.shealth,1590900970338,d81568a5-3195-a86d-b4e2-7c1af1718123,0.56,230002,
16966,0,4,35,1590899865277,26.56,UTC-0500,,35,1590899879999,1.5654025,hytsFLPcD3,1590899820000,com.sec.android.app.shealth,1590899874296,8e81eb5a-094e-ffe1-df86-abde5ac21af3,1.23,230002,
22309,0,4,38,1590900970343,27.72,UTC-0500,,38,1590901019999,1.2425225,hytsFLPcD3,1590900960000,com.sec.android.app.shealth,1590900993506,3f79ddd2-f1ba-0bc1-37dd-71dd58b30e56,1.3,230002,
19694,0,4,24,1590974101505,27.9,UTC-0500,,43,1590973980000,1.4166666,jpgso+yMpj,1590973920000,com.sec.android.app.shealth,1590974101505,7ad0519c-98b5-45f0-9f07-add21393855f,1.53,,
21981,0,4,41,1591044347500,31.14,UTC-0500,,41,1591044359999,1.4166666,hytsFLPcD3,1591044300000,com.sec.android.app.shealth,1591044347500,8880e2fb-d764-8e7a-3682-e38df14e47a0,1.51,230002,
24140,1,4,55,1590901350576,43.941,UTC-0500,,57,1590901379999,1.8202322,hytsFLPcD3,1590901320000,com.sec.android.app.shealth,1590901376672,c2bfa25c-c798-f9c5-55e8-9069fa1c2812,2.43,230002,
16478,0,4,28,1591040578287,20.14,UTC-0500,,28,1591040579999,1.2222222,hytsFLPcD3,1591040520000,com.sec.android.app.shealth,1591040578287,2a2c8d3e-e0e7-d690-42ce-622cd9b56475,1.02,230002,
10080,0,4,17,1590974101556,12.6,UTC-0500,,17,1590974040000,1.25,jpgso+yMpj,1590973980000,com.sec.android.app.shealth,1590974101556,768c0cb4-1c9b-44ea-8035-d38581ffc8e0,0.61,,
17905,0,4,27,1590901448339,18.9,UTC-0500,,27,1590901439999,1.0555556,hytsFLPcD3,1590901380000,com.sec.android.app.shealth,1590901448339,e03b0813-e081-ec62-0c6d-7544a66598a8,1.11,230002,
14220,0,4,23,1590974101568,21.33,UTC-0500,,28,1590974100000,1.5,jpgso+yMpj,1590974040000,com.sec.android.app.shealth,1590974101568,243b70ca-41b2-4818-aaee-ebd3a92808f0,0.93,,
15726,0,4,23,1590901475315,17.65,UTC-0500,,23,1590901499999,1.1222793,hytsFLPcD3,1590901440000,com.sec.android.app.shealth,1590901542365,87d1272d-1a7d-c19e-767f-ac0c59936cc8,1.11,230002,
7757,0,4,10,1591040880298,6.68,UTC-0500,,10,1591040699999,0.8611111,hytsFLPcD3,1591040640000,com.sec.android.app.shealth,1591040880298,2d5aa77d-f80d-bdf3-ae35-af10afd85194,0.41,230002,
10536,0,4,17,1591046104192,12.0,UTC-0500,,17,1591045919999,1.1388888,hytsFLPcD3,1591045860000,com.sec.android.app.shealth,1591046104192,757a2e5b-7786-dbcd-af2b-7a85e1ecdd7b,0.65,230002,
22720,0,4,39,1591043710489,28.4,UTC-0500,,39,1591043759999,1.25,hytsFLPcD3,1591043700000,com.sec.android.app.shealth,1591043736626,0fddb343-efaa-110e-41a0-c72e7142e0f9,1.41,230002,
9762,0,4,18,1591046673490,13.55,UTC-0500,,18,1591046699999,1.3879329,hytsFLPcD3,1591046640000,com.sec.android.app.shealth,1591046676980,608b8918-d4bb-e5d3-c8d5-cf4e6ba25650,0.59,230002,
