com.samsung.shealth.stand_day_summary,6100041,1
pkg_name,update_time,stand_time,create_time,datauuid,day_time,deviceuuid
com.sec.android.app.shealth,2019-08-15 04:33:39.306,9802752,2019-08-14 05:00:09.540,91abe843-310b-7546-ea9e-15c3a5996496,1565740800000,hytsFLPcD3,
com.sec.android.app.shealth,2020-03-09 04:47:35.118,4481024,2020-03-08 06:00:05.506,1e721f9d-5010-1ffe-508b-aee80dfcf523,1583625600000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-04 04:06:32.246,8686337,2019-09-03 05:00:43.744,47f3527d-016e-0453-dbad-f2f296576475,1567468800000,hytsFLPcD3,
com.sec.android.app.shealth,2020-03-15 03:10:45.545,2162691,2020-03-14 06:00:16.307,790d8d4d-16e8-b4fa-60cd-12a5cbe6c549,1584144000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-11-04 03:49:27.334,1048576,2019-11-03 06:04:08.447,c02b7a68-1755-5450-5218-7f9da93efee8,1572739200000,hytsFLPcD3,
com.sec.android.app.shealth,2020-03-21 06:23:28.296,8388608,2020-03-20 07:00:08.277,b72412b2-1833-e138-8e2f-0a83a4cc8efa,1584662400000,hytsFLPcD3,
com.sec.android.app.shealth,2019-11-26 19:42:56.384,8448,2019-11-26 06:00:05.357,12ca8868-39aa-768a-2101-8461a994c12e,1574726400000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-20 16:36:42.275,2048,2019-10-20 05:00:06.822,5dcc2275-26cd-7d42-3090-66a603a92224,1571529600000,hytsFLPcD3,
com.sec.android.app.shealth,2020-03-27 02:44:55.290,786433,2020-03-26 07:00:06.521,00c9c5aa-912a-80c0-7cd0-6a136facdc78,1585180800000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-19 13:37:04.310,259,2019-09-19 05:00:10.198,7da6b7be-b865-a55d-c6e3-809f2a582b45,1568851200000,hytsFLPcD3,
com.sec.android.app.shealth,2020-04-02 03:56:47.537,1048832,2020-04-01 07:00:08.193,0500b3c7-143c-d4d2-edae-b2d8b97d9bd3,1585699200000,hytsFLPcD3,
com.sec.android.app.shealth,2019-12-19 05:13:28.266,5373952,2019-12-18 07:00:12.822,4ef6d203-918b-1c1b-bf70-942724c6e35c,1576627200000,hytsFLPcD3,
com.sec.android.app.shealth,2020-04-08 05:53:45.317,10485760,2020-04-08 00:19:31.251,f20beb6e-9f02-e3cd-7129-a3fd553b6654,1586217600000,hytsFLPcD3,
com.sec.android.app.shealth,2019-08-17 03:58:03.274,6300416,2019-08-16 05:00:17.956,71e2d5f3-8305-942a-d4e1-15f3367d1bc1,1565913600000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-30 02:38:42.308,2098180,2019-09-29 05:00:05.736,ff03717a-b667-c2e5-3ce2-7adc5fe098b5,1569715200000,hytsFLPcD3,
