com.samsung.shealth.stress,6100041,7
create_time,time_offset,max,custom,end_time,deviceuuid,start_time,score,pkg_name,update_time,min,binning_data,datauuid,tag_id,comment,algorithm
2019-10-19 04:01:31.289,UTC-0400,100.0,,2019-10-19 03:59:59.999,hytsFLPcD3,2019-10-19 03:00:00.000,74.0,com.sec.android.app.shealth,2019-10-19 04:01:31.289,0.0,6ad943ef-bd50-c8a2-3fec-9270792334d2.binning_data.json,6ad943ef-bd50-c8a2-3fec-9270792334d2,10011,,1,
2019-11-01 15:06:01.505,UTC-0500,98.0,,2019-11-01 12:59:59.999,hytsFLPcD3,2019-11-01 12:00:00.000,64.0,com.sec.android.app.shealth,2019-11-01 15:06:01.505,0.0,a670e87f-701d-94dc-340f-340fefd8a577.binning_data.json,a670e87f-701d-94dc-340f-340fefd8a577,10011,,1,
2019-10-17 19:01:00.727,UTC-0400,100.0,,2019-10-17 18:59:59.999,hytsFLPcD3,2019-10-17 18:00:00.000,44.0,com.sec.android.app.shealth,2019-10-17 19:01:00.727,0.0,c6108881-d13d-f335-8567-0c451248363c.binning_data.json,c6108881-d13d-f335-8567-0c451248363c,10011,,1,
2019-11-07 21:01:06.524,UTC-0500,100.0,,2019-11-07 20:59:59.999,hytsFLPcD3,2019-11-07 20:00:00.000,34.0,com.sec.android.app.shealth,2019-11-07 21:01:06.524,0.0,50fdb8ed-3bc0-39d5-701d-2c6c9440fa1e.binning_data.json,50fdb8ed-3bc0-39d5-701d-2c6c9440fa1e,10011,,1,
2019-11-07 06:43:45.558,UTC-0500,100.0,,2019-11-07 06:59:59.999,hytsFLPcD3,2019-11-07 06:00:00.000,41.0,com.sec.android.app.shealth,2019-11-07 07:01:09.694,0.0,49f6548c-6c4b-c235-abd1-f5f3469b99e9.binning_data.json,49f6548c-6c4b-c235-abd1-f5f3469b99e9,10011,,1,
2019-10-26 01:10:19.366,UTC-0400,0.0,,2019-10-26 00:59:59.999,hytsFLPcD3,2019-10-26 00:00:00.000,0.0,com.sec.android.app.shealth,2019-10-26 01:10:19.366,0.0,31af9983-be8a-2163-81c1-eab75c94a9e0.binning_data.json,31af9983-be8a-2163-81c1-eab75c94a9e0,10011,,1,
2019-09-24 14:50:24.821,UTC-0400,99.0,,2019-09-24 14:59:59.999,hytsFLPcD3,2019-09-24 14:00:00.000,47.0,com.sec.android.app.shealth,2019-09-24 15:03:25.701,0.0,268eda8a-b66e-288a-9f9b-f29cebf57c2f.binning_data.json,268eda8a-b66e-288a-9f9b-f29cebf57c2f,10011,,1,
2019-11-14 05:55:03.500,UTC-0500,100.0,,2019-11-14 05:59:59.999,hytsFLPcD3,2019-11-14 05:00:00.000,40.0,com.sec.android.app.shealth,2019-11-14 06:01:05.542,0.0,2ab868c4-8fd4-bb87-fa56-efe35c28e2f6.binning_data.json,2ab868c4-8fd4-bb87-fa56-efe35c28e2f6,10011,,1,
2019-10-29 00:01:40.523,UTC-0500,99.0,,2019-10-28 23:59:59.999,hytsFLPcD3,2019-10-28 23:00:00.000,41.0,com.sec.android.app.shealth,2019-10-29 00:01:40.523,0.0,d709dbb9-a7e0-a8a4-2637-6fc68edc7029.binning_data.json,d709dbb9-a7e0-a8a4-2637-6fc68edc7029,10011,,1,
2019-11-01 02:04:39.898,UTC-0500,100.0,,2019-11-01 01:59:59.999,hytsFLPcD3,2019-11-01 01:00:00.000,41.0,com.sec.android.app.shealth,2019-11-01 02:04:39.898,0.0,e0dee17c-c921-2b2e-6c87-af4de08d7dbf.binning_data.json,e0dee17c-c921-2b2e-6c87-af4de08d7dbf,10011,,1,
2019-11-17 06:01:08.346,UTC-0500,0.0,,2019-11-17 05:59:59.999,hytsFLPcD3,2019-11-17 05:00:00.000,0.0,com.sec.android.app.shealth,2019-11-17 06:01:08.346,0.0,c6136748-9b71-1046-38d2-a2307851f469.binning_data.json,c6136748-9b71-1046-38d2-a2307851f469,10011,,1,
2019-11-07 18:03:44.488,UTC-0500,100.0,,2019-11-07 17:59:59.999,hytsFLPcD3,2019-11-07 17:00:00.000,27.0,com.sec.android.app.shealth,2019-11-07 18:03:44.488,0.0,38337572-fe1c-7bc2-709e-0e2cd1f1f678.binning_data.json,38337572-fe1c-7bc2-709e-0e2cd1f1f678,10011,,1,
2019-11-20 17:01:00.053,UTC-0500,99.0,,2019-11-20 16:59:59.999,hytsFLPcD3,2019-11-20 16:00:00.000,10.0,com.sec.android.app.shealth,2019-11-20 17:01:00.053,0.0,56e7dd3f-5299-70ab-443e-15f92e01da23.binning_data.json,56e7dd3f-5299-70ab-443e-15f92e01da23,10011,,1,
2019-10-17 13:51:00.615,UTC-0400,100.0,,2019-10-17 13:59:59.999,hytsFLPcD3,2019-10-17 13:00:00.000,16.0,com.sec.android.app.shealth,2019-10-17 14:01:59.810,0.0,a26f2844-8113-63db-b528-4a3e8e2d1663.binning_data.json,a26f2844-8113-63db-b528-4a3e8e2d1663,10011,,1,
2019-11-16 16:54:35.289,UTC-0500,100.0,,2019-11-16 16:59:59.999,hytsFLPcD3,2019-11-16 16:00:00.000,59.0,com.sec.android.app.shealth,2019-11-16 18:01:01.491,0.0,5a8dde53-c625-d19d-ff2a-482cabade539.binning_data.json,5a8dde53-c625-d19d-ff2a-482cabade539,10011,,1,
2019-10-28 00:01:05.844,UTC-0500,16.0,,2019-10-27 23:59:59.999,hytsFLPcD3,2019-10-27 23:00:00.000,4.0,com.sec.android.app.shealth,2019-10-28 00:01:05.844,0.0,4c866380-24a8-d6b9-0f08-effa459e8bd7.binning_data.json,4c866380-24a8-d6b9-0f08-effa459e8bd7,10011,,1,
2019-11-21 05:22:46.557,UTC-0500,100.0,,2019-11-21 05:59:59.999,hytsFLPcD3,2019-11-21 05:00:00.000,21.0,com.sec.android.app.shealth,2019-11-21 06:02:10.887,0.0,d1e7ecb1-8218-0129-90f3-32c74d5d13f3.binning_data.json,d1e7ecb1-8218-0129-90f3-32c74d5d13f3,10011,,1,
2019-10-01 21:25:26.604,UTC-0400,100.0,,2019-10-01 21:59:59.999,hytsFLPcD3,2019-10-01 21:00:00.000,54.0,com.sec.android.app.shealth,2019-10-01 22:02:48.810,0.0,5f1db9d1-379d-96ff-2907-609d22c088f3.binning_data.json,5f1db9d1-379d-96ff-2907-609d22c088f3,10011,,1,
2019-11-01 04:01:32.821,UTC-0500,100.0,,2019-11-01 03:59:59.999,hytsFLPcD3,2019-11-01 03:00:00.000,47.0,com.sec.android.app.shealth,2019-11-01 04:01:32.821,0.0,1709a842-d88f-50ff-cfbd-8da9d259fd62.binning_data.json,1709a842-d88f-50ff-cfbd-8da9d259fd62,10011,,1,
2019-10-02 13:45:41.305,UTC-0400,0.0,,2019-10-02 12:59:59.999,hytsFLPcD3,2019-10-02 12:00:00.000,0.0,com.sec.android.app.shealth,2019-10-02 13:45:41.305,0.0,b88a5b93-9160-7ab5-1916-f3c6253afcc5.binning_data.json,b88a5b93-9160-7ab5-1916-f3c6253afcc5,10011,,1,
2019-10-26 01:15:14.077,UTC-0400,99.0,,2019-10-26 01:59:59.999,hytsFLPcD3,2019-10-26 01:00:00.000,9.0,com.sec.android.app.shealth,2019-10-26 02:04:19.431,0.0,52874d0f-3577-cb5b-5b24-7f6dffd5174b.binning_data.json,52874d0f-3577-cb5b-5b24-7f6dffd5174b,10011,,1,
2019-11-03 21:02:20.590,UTC-0600,99.0,,2019-11-03 20:59:59.999,hytsFLPcD3,2019-11-03 20:00:00.000,26.0,com.sec.android.app.shealth,2019-11-03 21:02:20.590,0.0,21341858-510c-d1e8-9dfa-1822208186f0.binning_data.json,21341858-510c-d1e8-9dfa-1822208186f0,10011,,1,
2019-11-22 19:01:52.611,UTC-0500,100.0,,2019-11-22 18:59:59.999,hytsFLPcD3,2019-11-22 18:00:00.000,13.0,com.sec.android.app.shealth,2019-11-22 19:01:52.611,0.0,b55c8de6-c3c4-c106-913a-0e2188f9946f.binning_data.json,b55c8de6-c3c4-c106-913a-0e2188f9946f,10011,,1,
2019-10-06 06:04:23.137,UTC-0400,72.0,,2019-10-06 05:59:59.999,hytsFLPcD3,2019-10-06 05:00:00.000,21.0,com.sec.android.app.shealth,2019-10-06 06:04:23.137,2.0,4fa29892-a22b-17a7-c846-81db97ab448a.binning_data.json,4fa29892-a22b-17a7-c846-81db97ab448a,10011,,1,
2019-10-12 19:01:37.132,UTC-0400,100.0,,2019-10-12 18:59:59.999,hytsFLPcD3,2019-10-12 18:00:00.000,44.0,com.sec.android.app.shealth,2019-10-12 19:01:37.132,0.0,0064673c-d5c5-6074-855a-20d525a665c4.binning_data.json,0064673c-d5c5-6074-855a-20d525a665c4,10011,,1,
2019-11-07 19:01:23.371,UTC-0500,100.0,,2019-11-07 18:59:59.999,hytsFLPcD3,2019-11-07 18:00:00.000,19.0,com.sec.android.app.shealth,2019-11-07 19:01:23.371,0.0,ffeb0d56-c907-c106-679c-1bdfb73682f2.binning_data.json,ffeb0d56-c907-c106-679c-1bdfb73682f2,10011,,1,
2019-10-31 03:46:03.468,UTC-0500,100.0,,2019-10-31 00:59:59.999,hytsFLPcD3,2019-10-31 00:00:00.000,45.0,com.sec.android.app.shealth,2019-10-31 03:46:03.468,0.0,f3e89180-93e1-317d-9cfb-98a83f3fb386.binning_data.json,f3e89180-93e1-317d-9cfb-98a83f3fb386,10011,,1,
2019-09-29 01:35:10.527,UTC-0400,16.0,,2019-09-29 01:59:59.999,hytsFLPcD3,2019-09-29 01:00:00.000,8.0,com.sec.android.app.shealth,2019-09-29 02:04:58.470,4.0,639e75e0-c604-6e51-07fd-a5ecc1cb2705.binning_data.json,639e75e0-c604-6e51-07fd-a5ecc1cb2705,10011,,1,
2019-11-24 17:01:04.932,UTC-0500,3.0,,2019-11-24 16:59:59.999,hytsFLPcD3,2019-11-24 16:00:00.000,0.0,com.sec.android.app.shealth,2019-11-24 17:01:04.932,0.0,eba05f00-9bfa-b06b-a569-794fe629babb.binning_data.json,eba05f00-9bfa-b06b-a569-794fe629babb,10011,,1,
2019-11-22 03:48:51.616,UTC-0500,100.0,,2019-11-22 03:59:59.999,hytsFLPcD3,2019-11-22 03:00:00.000,35.0,com.sec.android.app.shealth,2019-11-22 04:01:36.580,0.0,69bb9f51-cb12-1aa7-2df9-7a6400af67b7.binning_data.json,69bb9f51-cb12-1aa7-2df9-7a6400af67b7,10011,,1,
2019-11-10 00:02:03.177,UTC-0500,90.0,,2019-11-09 23:59:59.999,hytsFLPcD3,2019-11-09 23:00:00.000,49.0,com.sec.android.app.shealth,2019-11-10 00:02:03.177,0.0,e34abe1a-9cc2-0c8e-20c7-41e913995759.binning_data.json,e34abe1a-9cc2-0c8e-20c7-41e913995759,10011,,1,
2019-10-16 15:06:03.420,UTC-0400,100.0,,2019-10-16 14:59:59.999,hytsFLPcD3,2019-10-16 14:00:00.000,30.0,com.sec.android.app.shealth,2019-10-16 15:06:03.420,0.0,7da150a4-339a-424f-0ea1-c581a8b89130.binning_data.json,7da150a4-339a-424f-0ea1-c581a8b89130,10011,,1,
2019-11-17 00:08:26.303,UTC-0500,0.0,,2019-11-16 23:59:59.999,hytsFLPcD3,2019-11-16 23:00:00.000,0.0,com.sec.android.app.shealth,2019-11-17 00:08:26.303,0.0,ea8b5dca-ee5f-cc5c-bcfd-b0bbd24860b8.binning_data.json,ea8b5dca-ee5f-cc5c-bcfd-b0bbd24860b8,10011,,1,
2019-11-26 08:08:08.826,UTC-0500,98.0,,2019-11-26 07:59:59.999,hytsFLPcD3,2019-11-26 07:00:00.000,2.0,com.sec.android.app.shealth,2019-11-26 08:08:08.826,0.0,2ce3721b-e8fd-9b62-7382-3d0e0934f7fb.binning_data.json,2ce3721b-e8fd-9b62-7382-3d0e0934f7fb,10011,,1,
2019-10-11 03:02:14.609,UTC-0400,100.0,,2019-10-11 02:59:59.999,hytsFLPcD3,2019-10-11 02:00:00.000,58.0,com.sec.android.app.shealth,2019-10-11 03:02:14.609,0.0,4f349296-e2e6-9830-2dd0-8e98bfcb03c8.binning_data.json,4f349296-e2e6-9830-2dd0-8e98bfcb03c8,10011,,1,
2019-11-25 07:01:31.831,UTC-0500,100.0,,2019-11-25 06:59:59.999,hytsFLPcD3,2019-11-25 06:00:00.000,45.0,com.sec.android.app.shealth,2019-11-25 07:01:31.831,0.0,13235ed3-d503-0aa9-f770-337d03fbb605.binning_data.json,13235ed3-d503-0aa9-f770-337d03fbb605,10011,,1,
2019-10-24 19:02:07.378,UTC-0400,100.0,,2019-10-24 18:59:59.999,hytsFLPcD3,2019-10-24 18:00:00.000,46.0,com.sec.android.app.shealth,2019-10-24 19:02:07.378,0.0,fea1c2a3-c64a-379a-2b08-33fe48bc4779.binning_data.json,fea1c2a3-c64a-379a-2b08-33fe48bc4779,10011,,1,
2019-10-16 06:10:07.509,UTC-0400,100.0,,2019-10-16 05:59:59.999,hytsFLPcD3,2019-10-16 05:00:00.000,41.0,com.sec.android.app.shealth,2019-10-16 06:10:07.509,0.0,3d8531c0-5e4f-cdea-b0f4-9e65df322c0c.binning_data.json,3d8531c0-5e4f-cdea-b0f4-9e65df322c0c,10011,,1,
2019-11-01 06:02:54.487,UTC-0500,100.0,,2019-11-01 05:59:59.999,hytsFLPcD3,2019-11-01 05:00:00.000,51.0,com.sec.android.app.shealth,2019-11-01 06:02:54.487,0.0,46d50cd5-578b-9f65-3280-b307640c7bfb.binning_data.json,46d50cd5-578b-9f65-3280-b307640c7bfb,10011,,1,
2019-11-10 01:01:15.569,UTC-0500,100.0,,2019-11-10 00:59:59.999,hytsFLPcD3,2019-11-10 00:00:00.000,58.0,com.sec.android.app.shealth,2019-11-10 01:01:15.569,0.0,98757d4d-11d7-9a89-73bf-25750ef58db6.binning_data.json,98757d4d-11d7-9a89-73bf-25750ef58db6,10011,,1,
2019-11-01 19:02:03.742,UTC-0500,25.0,,2019-11-01 18:59:59.999,hytsFLPcD3,2019-11-01 18:00:00.000,6.0,com.sec.android.app.shealth,2019-11-01 19:02:03.742,1.0,e16b7c43-0943-4fb2-684c-95dfd0e78801.binning_data.json,e16b7c43-0943-4fb2-684c-95dfd0e78801,10011,,1,
2019-10-21 12:15:09.506,UTC-0400,96.0,,2019-10-21 12:59:59.999,hytsFLPcD3,2019-10-21 12:00:00.000,7.0,com.sec.android.app.shealth,2019-10-21 13:01:00.707,0.0,dd8d1ad1-f62b-afb6-cfbd-2540fe4741b8.binning_data.json,dd8d1ad1-f62b-afb6-cfbd-2540fe4741b8,10011,,1,
2019-11-06 06:57:26.831,UTC-0500,100.0,,2019-11-06 06:59:59.999,hytsFLPcD3,2019-11-06 06:00:00.000,19.0,com.sec.android.app.shealth,2019-11-06 07:01:01.573,0.0,5184682d-cf82-ab4a-81f2-923dcb0556b5.binning_data.json,5184682d-cf82-ab4a-81f2-923dcb0556b5,10011,,1,
2019-09-25 03:02:30.174,UTC-0400,100.0,,2019-09-25 02:59:59.999,hytsFLPcD3,2019-09-25 02:00:00.000,33.0,com.sec.android.app.shealth,2019-09-25 03:02:30.174,0.0,9e59ec8b-fd02-0fe2-86ae-3079fc795b2d.binning_data.json,9e59ec8b-fd02-0fe2-86ae-3079fc795b2d,10011,,1,
2019-11-14 00:40:40.716,UTC-0500,100.0,,2019-11-14 00:59:59.999,hytsFLPcD3,2019-11-14 00:00:00.000,37.0,com.sec.android.app.shealth,2019-11-14 01:01:17.512,0.0,cee0efe6-7344-489d-b020-3bf949527e2b.binning_data.json,cee0efe6-7344-489d-b020-3bf949527e2b,10011,,1,
2019-11-04 00:02:15.345,UTC-0600,100.0,,2019-11-03 23:59:59.999,hytsFLPcD3,2019-11-03 23:00:00.000,29.0,com.sec.android.app.shealth,2019-11-04 00:02:15.345,0.0,4edf2216-5d0e-fbf9-10e7-85768026c217.binning_data.json,4edf2216-5d0e-fbf9-10e7-85768026c217,10011,,1,
2019-11-12 02:28:10.484,UTC-0500,100.0,,2019-11-12 02:59:59.999,hytsFLPcD3,2019-11-12 02:00:00.000,31.0,com.sec.android.app.shealth,2019-11-12 03:04:24.704,0.0,73c4db13-d286-d9d4-3f00-8563997dcf3e.binning_data.json,73c4db13-d286-d9d4-3f00-8563997dcf3e,10011,,1,
2019-09-25 00:01:32.527,UTC-0400,100.0,,2019-09-24 23:59:59.999,hytsFLPcD3,2019-09-24 23:00:00.000,14.0,com.sec.android.app.shealth,2019-09-25 00:01:32.527,0.0,d9ff1291-69c0-5434-b01a-3e4aca976b81.binning_data.json,d9ff1291-69c0-5434-b01a-3e4aca976b81,10011,,1,
2019-11-23 00:02:19.393,UTC-0500,99.0,,2019-11-22 23:59:59.999,hytsFLPcD3,2019-11-22 23:00:00.000,48.0,com.sec.android.app.shealth,2019-11-23 00:02:19.393,0.0,b538c870-a690-8a3c-d392-0112f0e88cf7.binning_data.json,b538c870-a690-8a3c-d392-0112f0e88cf7,10011,,1,
2019-10-30 05:26:23.724,UTC-0500,100.0,,2019-10-30 05:59:59.999,hytsFLPcD3,2019-10-30 05:00:00.000,51.0,com.sec.android.app.shealth,2019-10-30 06:02:38.257,0.0,6e6b4b3c-634b-87b8-4af0-2b2b0ec057b2.binning_data.json,6e6b4b3c-634b-87b8-4af0-2b2b0ec057b2,10011,,1,
2019-11-20 22:32:11.534,UTC-0500,100.0,,2019-11-20 22:59:59.999,hytsFLPcD3,2019-11-20 22:00:00.000,41.0,com.sec.android.app.shealth,2019-11-20 23:03:09.990,0.0,7199d083-a96d-e1c4-aee8-41adeedc29f8.binning_data.json,7199d083-a96d-e1c4-aee8-41adeedc29f8,10011,,1,
2019-10-22 18:01:05.547,UTC-0400,99.0,,2019-10-22 17:59:59.999,hytsFLPcD3,2019-10-22 17:00:00.000,32.0,com.sec.android.app.shealth,2019-10-22 18:01:05.547,0.0,4a3adcb8-5101-60b1-0d24-b5debfc002c4.binning_data.json,4a3adcb8-5101-60b1-0d24-b5debfc002c4,10011,,1,
2019-11-15 02:32:30.636,UTC-0500,100.0,,2019-11-15 02:59:59.999,hytsFLPcD3,2019-11-15 02:00:00.000,9.0,com.sec.android.app.shealth,2019-11-15 03:02:50.445,0.0,c6cf4b65-bb48-ba30-2d87-31e69b776cd4.binning_data.json,c6cf4b65-bb48-ba30-2d87-31e69b776cd4,10011,,1,
2019-11-13 19:00:53.246,UTC-0500,99.0,,2019-11-13 18:59:59.999,hytsFLPcD3,2019-11-13 18:00:00.000,46.0,com.sec.android.app.shealth,2019-11-13 19:00:53.246,0.0,a3019592-4433-b96c-9f3e-1bd687ad8b23.binning_data.json,a3019592-4433-b96c-9f3e-1bd687ad8b23,10011,,1,
2019-10-21 21:40:52.547,UTC-0400,100.0,,2019-10-21 21:59:59.999,hytsFLPcD3,2019-10-21 21:00:00.000,44.0,com.sec.android.app.shealth,2019-10-21 22:02:00.811,0.0,6992dc7b-d5b5-20c9-2152-ad481d0ffa49.binning_data.json,6992dc7b-d5b5-20c9-2152-ad481d0ffa49,10011,,1,
2019-10-28 14:01:18.662,UTC-0500,100.0,,2019-10-28 13:59:59.999,hytsFLPcD3,2019-10-28 13:00:00.000,15.0,com.sec.android.app.shealth,2019-10-28 14:01:18.662,0.0,f8f89b59-7c3a-bc65-d004-8cb0a29245c1.binning_data.json,f8f89b59-7c3a-bc65-d004-8cb0a29245c1,10011,,1,
2019-10-25 15:03:57.071,UTC-0400,100.0,,2019-10-25 14:59:59.999,hytsFLPcD3,2019-10-25 14:00:00.000,19.0,com.sec.android.app.shealth,2019-10-25 15:03:57.071,0.0,18a311ed-1bbc-bc13-7ef9-613c75913197.binning_data.json,18a311ed-1bbc-bc13-7ef9-613c75913197,10011,,1,
2019-10-12 00:13:41.270,UTC-0400,89.0,,2019-10-12 00:59:59.999,hytsFLPcD3,2019-10-12 00:00:00.000,16.0,com.sec.android.app.shealth,2019-10-12 01:01:53.402,0.0,b2b58171-6b79-b2f7-dcbe-7e2d1f1d1adf.binning_data.json,b2b58171-6b79-b2f7-dcbe-7e2d1f1d1adf,10011,,1,
2019-10-28 18:02:12.366,UTC-0500,100.0,,2019-10-28 17:59:59.999,hytsFLPcD3,2019-10-28 17:00:00.000,50.0,com.sec.android.app.shealth,2019-10-28 18:02:12.366,0.0,27130b29-bc2d-e79e-5e04-b069e9e445eb.binning_data.json,27130b29-bc2d-e79e-5e04-b069e9e445eb,10011,,1,
2019-11-02 00:54:39.667,UTC-0500,45.0,,2019-11-02 00:59:59.999,hytsFLPcD3,2019-11-02 00:00:00.000,22.0,com.sec.android.app.shealth,2019-11-02 01:01:23.418,0.0,bdcc3c70-2b65-7aa2-a7fe-e57b1d35a5b9.binning_data.json,bdcc3c70-2b65-7aa2-a7fe-e57b1d35a5b9,10011,,1,
2019-10-31 21:02:00.739,UTC-0500,100.0,,2019-10-31 20:59:59.999,hytsFLPcD3,2019-10-31 20:00:00.000,32.0,com.sec.android.app.shealth,2019-10-31 21:02:00.739,0.0,8e8e4b5a-91b7-a5cb-41cd-32cfe3a7c91e.binning_data.json,8e8e4b5a-91b7-a5cb-41cd-32cfe3a7c91e,10011,,1,
2019-11-09 03:01:21.432,UTC-0500,100.0,,2019-11-09 02:59:59.999,hytsFLPcD3,2019-11-09 02:00:00.000,17.0,com.sec.android.app.shealth,2019-11-09 03:01:21.432,0.0,35d0a2ac-38a7-c6db-501b-c5dbec2e165b.binning_data.json,35d0a2ac-38a7-c6db-501b-c5dbec2e165b,10011,,1,
2019-09-24 16:05:51.672,UTC-0400,2.0,,2019-09-24 15:59:59.999,hytsFLPcD3,2019-09-24 15:00:00.000,0.0,com.sec.android.app.shealth,2019-09-24 16:05:51.672,0.0,699c9e19-0271-47d0-41a8-c59260623061.binning_data.json,699c9e19-0271-47d0-41a8-c59260623061,10011,,1,
2019-10-19 07:03:17.795,UTC-0400,100.0,,2019-10-19 06:59:59.999,hytsFLPcD3,2019-10-19 06:00:00.000,23.0,com.sec.android.app.shealth,2019-10-19 07:03:17.795,0.0,b77af43f-ed3f-438a-c055-820bee2b9ae6.binning_data.json,b77af43f-ed3f-438a-c055-820bee2b9ae6,10011,,1,
2019-10-31 06:01:00.695,UTC-0500,100.0,,2019-10-31 05:59:59.999,hytsFLPcD3,2019-10-31 05:00:00.000,54.0,com.sec.android.app.shealth,2019-10-31 06:01:00.695,0.0,09e38b72-8c61-2a1e-6639-146bbe847d98.binning_data.json,09e38b72-8c61-2a1e-6639-146bbe847d98,10011,,1,
2019-11-12 22:02:09.558,UTC-0500,60.0,,2019-11-12 21:59:59.999,hytsFLPcD3,2019-11-12 21:00:00.000,10.0,com.sec.android.app.shealth,2019-11-12 22:02:09.558,2.0,06e97fe9-98b6-a21b-2178-73b40d08e837.binning_data.json,06e97fe9-98b6-a21b-2178-73b40d08e837,10011,,1,
2019-10-07 14:02:14.909,UTC-0400,100.0,,2019-10-07 13:59:59.999,hytsFLPcD3,2019-10-07 13:00:00.000,48.0,com.sec.android.app.shealth,2019-10-07 14:02:14.909,0.0,1f8f83f0-9ca3-41d9-43dc-8c94d07c990c.binning_data.json,1f8f83f0-9ca3-41d9-43dc-8c94d07c990c,10011,,1,
2019-11-04 18:26:56.100,UTC-0600,100.0,,2019-11-04 18:59:59.999,hytsFLPcD3,2019-11-04 18:00:00.000,33.0,com.sec.android.app.shealth,2019-11-04 19:01:17.107,0.0,7f8fc11f-0410-d51b-aa75-52964abe604c.binning_data.json,7f8fc11f-0410-d51b-aa75-52964abe604c,10011,,1,
2019-11-23 17:12:20.196,UTC-0500,99.0,,2019-11-23 17:59:59.999,hytsFLPcD3,2019-11-23 17:00:00.000,17.0,com.sec.android.app.shealth,2019-11-23 19:19:27.421,0.0,92a3cdda-761a-007f-d1f8-5b559f2e9813.binning_data.json,92a3cdda-761a-007f-d1f8-5b559f2e9813,10011,,1,
2019-10-07 17:15:02.399,UTC-0400,100.0,,2019-10-07 17:59:59.999,hytsFLPcD3,2019-10-07 17:00:00.000,23.0,com.sec.android.app.shealth,2019-10-07 18:01:00.666,0.0,b6e49c7d-b2d4-0701-a369-dccda148f2ba.binning_data.json,b6e49c7d-b2d4-0701-a369-dccda148f2ba,10011,,1,
2019-10-20 14:01:25.446,UTC-0400,1.0,,2019-10-20 13:59:59.999,hytsFLPcD3,2019-10-20 13:00:00.000,0.0,com.sec.android.app.shealth,2019-10-20 14:01:25.446,0.0,ded95629-6e76-7cb4-6691-a927b3fa6030.binning_data.json,ded95629-6e76-7cb4-6691-a927b3fa6030,10011,,1,
2019-11-14 05:01:33.787,UTC-0500,100.0,,2019-11-14 04:59:59.999,hytsFLPcD3,2019-11-14 04:00:00.000,65.0,com.sec.android.app.shealth,2019-11-14 05:01:33.787,0.0,d7600adc-80c7-a4ac-c4eb-95f841a2bc90.binning_data.json,d7600adc-80c7-a4ac-c4eb-95f841a2bc90,10011,,1,
2019-11-26 07:01:56.045,UTC-0500,100.0,,2019-11-26 06:59:59.999,hytsFLPcD3,2019-11-26 06:00:00.000,5.0,com.sec.android.app.shealth,2019-11-26 07:01:56.045,0.0,5f6a2039-2c16-3e18-88c8-edabaac516b1.binning_data.json,5f6a2039-2c16-3e18-88c8-edabaac516b1,10011,,1,
2019-11-22 06:55:03.365,UTC-0500,100.0,,2019-11-22 06:59:59.999,hytsFLPcD3,2019-11-22 06:00:00.000,21.0,com.sec.android.app.shealth,2019-11-22 07:01:01.634,0.0,48f08c50-9e05-1b96-50ff-3bd8504c359b.binning_data.json,48f08c50-9e05-1b96-50ff-3bd8504c359b,10011,,1,
2019-11-19 17:06:14.663,UTC-0500,100.0,,2019-11-19 16:59:59.999,hytsFLPcD3,2019-11-19 16:00:00.000,16.0,com.sec.android.app.shealth,2019-11-19 17:06:14.663,0.0,6bb438bd-3b17-ec64-f6e4-ef15d8549d5b.binning_data.json,6bb438bd-3b17-ec64-f6e4-ef15d8549d5b,10011,,1,
2019-09-27 02:02:02.852,UTC-0400,100.0,,2019-09-27 01:59:59.999,hytsFLPcD3,2019-09-27 01:00:00.000,72.0,com.sec.android.app.shealth,2019-09-27 02:02:02.852,0.0,87d40689-4966-eaa1-cf89-c415f7766a5a.binning_data.json,87d40689-4966-eaa1-cf89-c415f7766a5a,10011,,1,
2019-10-14 07:37:12.781,UTC-0400,99.0,,2019-10-14 07:59:59.999,hytsFLPcD3,2019-10-14 07:00:00.000,10.0,com.sec.android.app.shealth,2019-10-14 08:03:05.439,0.0,ab3f5731-b0bb-72da-0fdf-bd6226012fc6.binning_data.json,ab3f5731-b0bb-72da-0fdf-bd6226012fc6,10011,,1,
2019-11-05 05:06:57.329,UTC-0600,97.0,,2019-11-05 04:59:59.999,hytsFLPcD3,2019-11-05 04:00:00.000,3.0,com.sec.android.app.shealth,2019-11-05 05:06:57.329,0.0,b9598ae3-4e88-37b5-c52f-d0d49e5470a2.binning_data.json,b9598ae3-4e88-37b5-c52f-d0d49e5470a2,10011,,1,
2019-10-14 04:02:24.734,UTC-0400,46.0,,2019-10-14 03:59:59.999,hytsFLPcD3,2019-10-14 03:00:00.000,1.0,com.sec.android.app.shealth,2019-10-14 04:02:24.734,0.0,e3c3f031-6eeb-ee2e-f990-326a9cd6e62d.binning_data.json,e3c3f031-6eeb-ee2e-f990-326a9cd6e62d,10011,,1,
2019-10-23 00:07:04.377,UTC-0400,0.0,,2019-10-22 23:59:59.999,hytsFLPcD3,2019-10-22 23:00:00.000,0.0,com.sec.android.app.shealth,2019-10-23 00:07:04.377,0.0,d1f41209-70e4-0d8a-5b91-9668bdc589a7.binning_data.json,d1f41209-70e4-0d8a-5b91-9668bdc589a7,10011,,1,
