com.samsung.shealth.permission,6100041,1
requester,pkg_name,update_time,item,create_time,datauuid,allowed,optionals,operation,client_id,deviceuuid,permitted_on
,com.sec.android.app.shealth,2020-01-14 22:05:49.334,data,2020-01-14 20:43:17.538,1e681b1f-699d-0e8f-16f4-8b9e688fc4ef,1,1e681b1f-699d-0e8f-16f4-8b9e688fc4ef.optionals.json,sync,com.sec.android.app.shealth,jpgso+yMpj,1,
