com.samsung.shealth.report,6100041,3
pkg_name,update_time,create_time,datauuid,timezone,type,version,compressed_content,is_empty,content,start_date,deviceuuid
com.sec.android.app.shealth,2019-10-01 20:28:26.531,2019-09-29 20:23:28.684,68608ff3-6402-4b7a-8063-84a02375f647,America/Mexico_City,0,2,68608ff3-6402-4b7a-8063-84a02375f647.compressed_content.json,0,X,1569128400000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-08-31 20:27:06.071,2019-08-25 20:24:15.272,7bbdcced-f522-4e60-8332-2d194759556d,America/Mexico_City,0,2,7bbdcced-f522-4e60-8332-2d194759556d.compressed_content.json,0,X,1566104400000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-04-20 21:23:28.631,2019-04-14 21:24:22.891,a509e3df-ae95-44c6-9e4d-e14c76b47a47,America/Chihuahua,0,2,a509e3df-ae95-44c6-9e4d-e14c76b47a47.compressed_content.json,0,X,1554620400000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-06-30 21:24:04.875,2019-06-30 21:24:01.043,e9008b6f-14de-40f5-91cf-003cb797195f,America/Chihuahua,0,2,e9008b6f-14de-40f5-91cf-003cb797195f.compressed_content.json,0,X,1561269600000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-01-12 22:23:52.938,2020-01-12 22:23:51.880,64f0a7c2-cb03-43fa-a93e-4ddfce8791f5,America/Chihuahua,0,2,64f0a7c2-cb03-43fa-a93e-4ddfce8791f5.compressed_content.json,0,X,1578207600000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-01-12 22:23:37.196,2019-01-10 22:23:27.420,910889e8-c7e3-40c5-a525-e322ccd318d1,America/Mazatlan,0,2,910889e8-c7e3-40c5-a525-e322ccd318d1.compressed_content.json,0,X,1546153200000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-09-13 20:27:05.714,2019-09-08 20:26:01.659,a32c23a9-9b91-40b1-8b5e-3dd7abc79a91,America/Mexico_City,0,2,a32c23a9-9b91-40b1-8b5e-3dd7abc79a91.compressed_content.json,0,X,1567314000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-10-27 21:24:16.931,2019-10-27 21:24:14.055,492dcb19-1efb-4618-976b-ce1f15dcf7ac,America/Mexico_City,0,2,492dcb19-1efb-4618-976b-ce1f15dcf7ac.compressed_content.json,0,X,1571547600000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-08-24 20:23:40.384,2019-08-18 20:24:31.754,72f53201-c740-41b1-ae9e-d9f5c7fbb909,America/Mexico_City,0,2,72f53201-c740-41b1-ae9e-d9f5c7fbb909.compressed_content.json,0,X,1565499600000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-03-02 22:23:27.552,2019-02-24 22:23:25.916,c9b45e66-ebf7-418f-b4a5-b1c04efa7d90,America/Mazatlan,0,2,c9b45e66-ebf7-418f-b4a5-b1c04efa7d90.compressed_content.json,0,X,1550386800000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-07-13 21:24:04.100,2019-07-07 21:23:24.198,fba5baf3-21db-4193-b167-b65a97e7c1ce,America/Chihuahua,0,2,fba5baf3-21db-4193-b167-b65a97e7c1ce.compressed_content.json,0,X,1561874400000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-02-16 22:24:23.674,2019-02-10 22:23:42.332,2e071472-57c4-4f0a-baee-8025e66de4e6,America/Mazatlan,0,2,2e071472-57c4-4f0a-baee-8025e66de4e6.compressed_content.json,0,X,1549177200000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-07-20 21:23:25.193,2019-07-14 21:23:24.369,1b5ae5a5-b31e-4dc6-a1e1-b1fff42b91a7,America/Chihuahua,0,2,1b5ae5a5-b31e-4dc6-a1e1-b1fff42b91a7.compressed_content.json,0,X,1562479200000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-05-25 21:24:45.375,2019-05-19 21:24:01.224,5bd07ec2-a380-405d-9c00-24b32b2dd8d0,America/Chihuahua,0,2,5bd07ec2-a380-405d-9c00-24b32b2dd8d0.compressed_content.json,0,X,1557640800000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-01-26 19:12:01.365,2020-01-26 19:12:00.709,c7e8df46-f85c-4e12-823f-44a693578ecc,America/Mexico_City,0,2,c7e8df46-f85c-4e12-823f-44a693578ecc.compressed_content.json,0,X,1579413600000,jpgso+yMpj,
com.sec.android.app.shealth,2019-01-19 22:23:56.688,2019-01-13 22:23:26.675,6f8acbc9-8f8d-4a4f-8c05-4c2808fca7fd,America/Mazatlan,0,2,6f8acbc9-8f8d-4a4f-8c05-4c2808fca7fd.compressed_content.json,0,X,1546758000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-10-13 20:26:23.566,2019-10-13 20:26:12.817,5005c2f1-8267-4e93-9aa2-dd06bca13baa,America/Mexico_City,0,2,5005c2f1-8267-4e93-9aa2-dd06bca13baa.compressed_content.json,0,X,1570338000000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-03-08 19:08:39.717,2020-03-08 19:08:38.043,a4bcf113-5127-4f92-acfa-20397778ef8d,America/Mexico_City,0,2,a4bcf113-5127-4f92-acfa-20397778ef8d.compressed_content.json,0,X,1583042400000,jpgso+yMpj,
com.sec.android.app.shealth,2019-02-02 22:24:44.744,2019-01-27 22:24:01.311,af7533e3-5956-4a3c-aad3-c0ebbebe5e02,America/Mazatlan,0,2,af7533e3-5956-4a3c-aad3-c0ebbebe5e02.compressed_content.json,0,X,1547967600000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-01-15 19:07:11.859,2020-01-15 19:07:10.640,9431326b-27a8-4ce4-b4ed-ce23ddfb98bc,America/Mexico_City,0,2,9431326b-27a8-4ce4-b4ed-ce23ddfb98bc.compressed_content.json,0,X,1578204000000,jpgso+yMpj,
com.sec.android.app.shealth,2019-10-20 20:28:25.691,2019-10-20 20:28:22.733,65a54364-1bfe-4d92-a91a-362ea794963a,America/Mexico_City,0,2,65a54364-1bfe-4d92-a91a-362ea794963a.compressed_content.json,0,X,1570942800000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-02-09 19:06:43.979,2020-02-09 19:06:39.035,66e19610-0682-46a7-b9df-77423b66918b,America/Mexico_City,0,2,66e19610-0682-46a7-b9df-77423b66918b.compressed_content.json,0,X,1580623200000,jpgso+yMpj,
com.sec.android.app.shealth,2019-05-18 21:24:02.672,2019-05-12 21:24:01.355,32cfe810-fee1-4845-aeb3-291ce15876a9,America/Chihuahua,0,2,32cfe810-fee1-4845-aeb3-291ce15876a9.compressed_content.json,0,X,1557036000000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-04-19 19:07:10.250,2020-04-19 19:06:20.028,e66b6a0f-1bdb-4fb5-aeee-e3278cf0614e,America/Chihuahua,0,2,e66b6a0f-1bdb-4fb5-aeee-e3278cf0614e.compressed_content.json,0,X,1586671200000,jpgso+yMpj,
com.sec.android.app.shealth,2020-03-22 20:06:12.358,2020-03-22 20:06:10.744,bdf55685-9e6b-469c-b08d-71336cff8125,America/Chihuahua,0,2,bdf55685-9e6b-469c-b08d-71336cff8125.compressed_content.json,0,X,1584255600000,jpgso+yMpj,
com.sec.android.app.shealth,2019-08-03 20:23:41.599,2019-07-28 20:27:48.211,85a569c5-7881-4172-83b9-6eef1574e3a5,America/Chicago,0,2,85a569c5-7881-4172-83b9-6eef1574e3a5.compressed_content.json,0,X,1563685200000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-06-01 19:31:22.240,2020-06-01 19:31:20.969,231d3d6f-f465-45c8-985d-2f43918909e0,America/Chihuahua,0,2,231d3d6f-f465-45c8-985d-2f43918909e0.compressed_content.json,0,X,1590300000000,jpgso+yMpj,
com.sec.android.app.shealth,2020-02-23 19:06:13.633,2020-02-23 19:06:12.766,ce16d7d5-67a4-436b-85b8-8a8b70cf8456,America/Mexico_City,0,2,ce16d7d5-67a4-436b-85b8-8a8b70cf8456.compressed_content.json,0,X,1581832800000,jpgso+yMpj,
com.sec.android.app.shealth,2020-05-03 19:08:58.652,2020-05-03 19:08:57.317,0bf40ea3-6691-4942-b63f-8c3b81f8a291,America/Chihuahua,0,2,0bf40ea3-6691-4942-b63f-8c3b81f8a291.compressed_content.json,0,X,1587880800000,jpgso+yMpj,
com.sec.android.app.shealth,2019-04-13 21:23:42.585,2019-04-07 21:23:38.667,413e28ca-3905-40bd-868f-3884b1ce51e0,America/Mazatlan,0,2,413e28ca-3905-40bd-868f-3884b1ce51e0.compressed_content.json,0,X,1554015600000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-06-22 21:23:26.136,2019-06-16 21:23:25.211,f4e87d35-5ad7-4448-bd6b-635b00248a69,America/Chihuahua,0,2,f4e87d35-5ad7-4448-bd6b-635b00248a69.compressed_content.json,0,X,1560060000000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-06-16 19:07:33.820,2020-06-14 19:06:12.856,f3a6af1e-38a1-409e-86c6-5ff5f04a0b1f,America/Chihuahua,0,2,f3a6af1e-38a1-409e-86c6-5ff5f04a0b1f.compressed_content.json,0,X,1591509600000,jpgso+yMpj,
com.sec.android.app.shealth,2019-09-17 21:26:22.644,2019-09-15 21:24:02.374,b5748046-67a9-4176-a6fa-a58aca894944,America/Chihuahua,0,2,b5748046-67a9-4176-a6fa-a58aca894944.compressed_content.json,0,X,1567922400000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-11-17 21:29:17.753,2019-11-17 21:29:15.004,a80be9a9-e2cd-4419-b0e9-a9b95882e3c8,America/Mexico_City,0,2,a80be9a9-e2cd-4419-b0e9-a9b95882e3c8.compressed_content.json,0,X,1573365600000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-04-05 19:06:13.503,2020-04-05 19:06:12.215,d8909c3a-d74c-4f73-b3a3-a5060bf91556,America/Chihuahua,0,2,d8909c3a-d74c-4f73-b3a3-a5060bf91556.compressed_content.json,0,X,1585465200000,jpgso+yMpj,
com.sec.android.app.shealth,2019-02-23 22:23:29.665,2019-02-17 22:25:52.550,0354436a-bfe2-4248-b06c-e0f0ced87f7e,America/Mazatlan,0,2,0354436a-bfe2-4248-b06c-e0f0ced87f7e.compressed_content.json,0,X,1549782000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-06-29 21:26:09.136,2019-06-23 21:23:31.586,fb0a46b3-8aab-4ff1-a434-ac474e66e2b5,America/Chihuahua,0,2,fb0a46b3-8aab-4ff1-a434-ac474e66e2b5.compressed_content.json,0,X,1560664800000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-02-17 19:15:32.918,2020-02-16 19:06:44.703,6b5174cf-c564-4222-ba14-58dff054b258,America/Mexico_City,0,2,6b5174cf-c564-4222-ba14-58dff054b258.compressed_content.json,0,X,1581228000000,jpgso+yMpj,
com.sec.android.app.shealth,2020-01-19 19:09:01.468,2020-01-19 19:09:00.651,12df380c-2efb-402f-a9be-d10bcac5ddb4,America/Mexico_City,0,2,12df380c-2efb-402f-a9be-d10bcac5ddb4.compressed_content.json,0,X,1578808800000,jpgso+yMpj,
com.sec.android.app.shealth,2020-03-29 20:06:37.337,2020-03-29 20:06:17.143,3cf2eedb-4b99-439e-a378-6c02559dd628,America/Chihuahua,0,2,3cf2eedb-4b99-439e-a378-6c02559dd628.compressed_content.json,0,X,1584860400000,jpgso+yMpj,
com.sec.android.app.shealth,2020-05-17 19:06:34.716,2020-05-17 19:06:33.384,8184025b-f3d0-464e-9914-61b295d1367e,America/Chihuahua,0,2,8184025b-f3d0-464e-9914-61b295d1367e.compressed_content.json,0,X,1589090400000,jpgso+yMpj,
com.sec.android.app.shealth,2019-12-15 21:26:28.960,2019-12-15 21:26:27.358,bd8fe7e5-ac4f-4844-9dc3-18be0fc3f542,America/Mexico_City,0,2,bd8fe7e5-ac4f-4844-9dc3-18be0fc3f542.compressed_content.json,0,X,1575784800000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-05-10 19:06:08.853,2020-05-10 19:06:07.676,f31bf86a-dea3-42d1-ba0f-8e849cdfc165,America/Chihuahua,0,2,f31bf86a-dea3-42d1-ba0f-8e849cdfc165.compressed_content.json,0,X,1588485600000,jpgso+yMpj,
com.sec.android.app.shealth,2019-03-30 22:23:26.162,2019-03-24 22:23:31.302,c5e1ed6a-9269-4070-9df6-8ebd1bf1ef56,America/Mazatlan,0,2,c5e1ed6a-9269-4070-9df6-8ebd1bf1ef56.compressed_content.json,0,X,1552806000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-11-24 21:23:31.214,2019-11-24 21:23:29.453,386b51cc-0cba-4231-a7f8-561d3b08f451,America/Mexico_City,0,2,386b51cc-0cba-4231-a7f8-561d3b08f451.compressed_content.json,0,X,1573970400000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-03-01 19:17:07.922,2020-03-01 19:17:06.997,8594e352-5be3-49b6-85ec-8aab6e946396,America/Mexico_City,0,2,8594e352-5be3-49b6-85ec-8aab6e946396.compressed_content.json,0,X,1582437600000,jpgso+yMpj,
com.sec.android.app.shealth,2019-03-09 22:23:55.677,2019-03-03 22:23:25.206,0a9006bf-e701-49bc-bb15-c84f866ab948,America/Mazatlan,0,2,0a9006bf-e701-49bc-bb15-c84f866ab948.compressed_content.json,0,X,1550991600000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-01-26 22:24:01.093,2019-01-20 22:25:53.486,e06d0511-5488-4637-8f96-3eec543deeb0,America/Mazatlan,0,2,e06d0511-5488-4637-8f96-3eec543deeb0.compressed_content.json,0,X,1547362800000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-06-15 21:23:44.670,2019-06-09 21:23:37.119,2d97079c-3e04-4ae8-96d1-0bffe08ca4b4,America/Chihuahua,0,2,2d97079c-3e04-4ae8-96d1-0bffe08ca4b4.compressed_content.json,0,X,1559455200000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-10-06 20:26:29.721,2019-10-06 20:26:26.856,e8abc35a-1ce5-440a-ae93-27e1d35ac0a4,America/Mexico_City,0,2,e8abc35a-1ce5-440a-ae93-27e1d35ac0a4.compressed_content.json,0,X,1569733200000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-04-12 19:06:12.688,2020-04-12 19:06:08.954,2e08e14e-0059-446b-b67d-4a98e4e0987f,America/Chihuahua,0,2,2e08e14e-0059-446b-b67d-4a98e4e0987f.compressed_content.json,0,X,1586070000000,jpgso+yMpj,
com.sec.android.app.shealth,2020-05-25 20:06:33.468,2020-05-24 19:06:07.450,8e7224e3-b82c-485d-b095-8db9a9cafc86,America/Chihuahua,0,2,8e7224e3-b82c-485d-b095-8db9a9cafc86.compressed_content.json,0,X,1589695200000,jpgso+yMpj,
com.sec.android.app.shealth,2019-07-06 20:25:32.377,2019-07-01 20:24:08.366,a8b04640-af49-40e0-a852-222745f2dc6b,America/Mexico_City,0,2,a8b04640-af49-40e0-a852-222745f2dc6b.compressed_content.json,0,X,1561266000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-04-10 20:23:28.286,2019-04-08 20:23:58.656,4e3622a9-41f5-40aa-bfd9-02affe15a492,America/Mexico_City,0,2,4e3622a9-41f5-40aa-bfd9-02affe15a492.compressed_content.json,0,X,1554012000000,eL5K8TBQJK,
com.sec.android.app.shealth,2019-12-30 22:23:33.904,2019-12-30 22:23:32.594,dc6b85b3-5c69-4b23-a4a3-9feb55fdfd06,America/Chihuahua,0,2,dc6b85b3-5c69-4b23-a4a3-9feb55fdfd06.compressed_content.json,0,X,1576998000000,eL5K8TBQJK,
com.sec.android.app.shealth,2020-02-02 20:06:08.562,2020-02-02 20:06:07.281,a24f57c0-21b3-4b53-81bd-99a339de10f9,America/Chihuahua,0,2,a24f57c0-21b3-4b53-81bd-99a339de10f9.compressed_content.json,0,X,1580022000000,jpgso+yMpj,
com.sec.android.app.shealth,2020-03-15 19:06:14.317,2020-03-15 19:06:06.861,baac4634-d7a5-48d7-913b-daec023e86e8,America/Mexico_City,0,2,baac4634-d7a5-48d7-913b-daec023e86e8.compressed_content.json,0,X,1583647200000,jpgso+yMpj,
com.sec.android.app.shealth,2020-04-26 19:06:30.579,2020-04-26 19:06:27.821,d656e350-c49b-4af4-92c8-10a61c5a12c4,America/Chihuahua,0,2,d656e350-c49b-4af4-92c8-10a61c5a12c4.compressed_content.json,0,X,1587276000000,jpgso+yMpj,
com.sec.android.app.shealth,2020-06-09 19:07:39.927,2020-06-07 19:06:08.009,dd1fdbdb-9219-4e13-97e8-60777d8b219e,America/Chihuahua,0,2,dd1fdbdb-9219-4e13-97e8-60777d8b219e.compressed_content.json,0,X,1590904800000,jpgso+yMpj,
