com.samsung.shealth.social.service_status,6100041,1
pkg_name,update_time,service_type,create_time,datauuid,status,deviceuuid
com.sec.android.app.shealth,2020-06-18 02:05:35.340,1,2020-01-14 22:05:50.813,b77e115d-6c9a-46c6-9326-cede5bd9be64,102,jpgso+yMpj,
com.sec.android.app.shealth,2020-01-14 22:05:50.814,2,2020-01-14 22:05:50.814,8829581a-7caf-4424-9ca4-fab75cf0737c,0,jpgso+yMpj,
