com.samsung.shealth.exercise.weather,6100041,3
sunset_time,exercise_id,latitude,temperature_scale,type,deviceuuid,update_time,uv_index,icon_info_id,datauuid,sundown_time,content_provider,temperature,humidity,wind_speed,longitude,create_time,time_offset,wind_speed_unit,custom,wind_direction,start_time,pkg_name,phrase,forecast_time
,71486845-83fe-9d9d-a196-afc3fb3d40a0,19.34137,1,0,hytsFLPcD3,2019-09-09 18:08:32.927,8.0,3,b9d03d8b-85d3-9bf3-6a78-086f4e5443ad,,TWC,22.0,46,,-99.199585,2019-09-09 18:08:32.927,UTC+0100,,,,2019-09-09 17:56:38.870,com.sec.android.app.shealth,Mayormente nublado,,
0,76b1beba-5a37-43ef-87b6-939bded9aa1e,19.434109,1,1,eL5K8TBQJK,2019-04-10 21:01:12.666,,1,dac31c96-a201-4f11-ada8-3e98d6a78ae4,0,TWC,26.0,14,14.0,-99.19735,2019-04-10 21:01:12.666,UTC-0400,km/h,,N. 10,2019-04-10 21:01:12.664,com.sec.android.app.shealth,Soleado,0,
,43597a31-dfa5-d6ad-e6a6-dc498c44803e,19.343151,1,0,hytsFLPcD3,2019-11-20 22:56:57.311,0.0,3,1134b141-a517-8b8b-b998-2daccb31b243,,TWC,22.0,40,,-99.19917,2019-11-20 22:56:57.311,UTC+0100,,,,2019-11-20 22:42:13.880,com.sec.android.app.shealth,Mayormente nublado,,
0,551e0c31-63a4-4b34-9403-8e328c853948,19.440798,1,1,eL5K8TBQJK,2019-04-10 16:38:14.579,,1,238e85e1-5930-4949-8665-380a7ce7512f,0,TWC,21.0,27,0.0,-99.20458,2019-04-10 16:38:14.579,UTC-0400,km/h,,ENE. 60,2019-04-10 16:38:14.577,com.sec.android.app.shealth,Soleado,0,
,429e4a58-6933-302f-4153-ead7855972aa,19.344204,1,0,hytsFLPcD3,2019-08-29 00:02:41.566,1.0,2,cba4d9a1-6c06-5ca3-1a64-bff24282f39a,,TWC,22.0,43,,-99.19967,2019-08-29 00:02:41.566,UTC+0100,,,,2019-08-28 23:43:44.660,com.sec.android.app.shealth,Parcialmente nublado,,
,53300d01-723f-eba5-61d8-85f19196c44e,19.342453,1,0,hytsFLPcD3,2019-08-25 17:13:44.776,7.0,3,b4b15c36-5c57-b2f3-98f3-1bbcfe9d34a6,,TWC,21.0,55,,-99.19335,2019-08-25 17:13:44.776,UTC+0100,,,,2019-08-25 16:53:14.620,com.sec.android.app.shealth,Mayormente nublado,,
,9b23a002-0e6f-9b07-dd2d-a7fe8121e3c0,19.342398,1,0,hytsFLPcD3,2019-08-30 23:23:36.380,1.0,3,c250e1a3-c829-469f-10c4-51194b253f96,,TWC,22.0,37,,-99.20081,2019-08-30 23:23:36.380,UTC+0100,,,,2019-08-30 23:03:42.080,com.sec.android.app.shealth,Mayormente nublado,,
,ac6f01bb-0fa3-c849-a877-cf014fc19696,19.343084,1,0,hytsFLPcD3,2019-11-08 18:03:47.804,8.0,2,a72a1857-52b3-a5e2-4019-1f7904f18698,,TWC,18.0,53,,-99.19936,2019-11-08 18:03:47.804,UTC+0100,,,,2019-11-08 17:50:32.960,com.sec.android.app.shealth,Parcialmente nublado,,
,b4707f9b-26fa-8905-c07e-ea56e29e5430,19.343815,1,0,hytsFLPcD3,2019-12-16 00:07:24.764,0.0,1,f2e4dbd6-7a42-5632-8add-13d9cfca18ad,,TWC,19.0,34,,-99.197136,2019-12-16 00:07:24.764,UTC+0100,,,,2019-12-15 23:53:08.960,com.sec.android.app.shealth,Soleado,,
,10a5ebdb-14d0-6ea2-d5fd-b5a409f0ed58,19.343246,1,0,hytsFLPcD3,2019-11-21 02:28:41.337,0.0,19,1625d91a-a9e1-a24e-d025-3bb247afc55e,,TWC,17.0,62,,-99.19929,2019-11-21 02:28:41.337,UTC+0100,,,,2019-11-21 02:13:13.070,com.sec.android.app.shealth,Parcialmente nublado,,
,ac3e7ad1-efb4-fa5b-aa2a-a3625ecfc646,19.35851,1,0,hytsFLPcD3,2019-08-09 18:26:41.270,11.0,1,713188cb-613e-592b-968f-e57a5e4af29b,,TWC,23.0,59,,-99.191154,2019-08-09 18:26:41.270,UTC+0100,,,,2019-08-09 18:10:50.490,com.sec.android.app.shealth,Soleado,,
,21e18e4d-f957-1798-b527-b820a30062c2,19.340912,1,0,hytsFLPcD3,2019-09-02 20:20:51.364,10.0,2,475a7d5d-eb94-a5bf-22f3-3c2181b934e6,,TWC,23.0,33,,-99.199776,2019-09-02 20:20:51.364,UTC+0100,,,,2019-09-02 20:09:19.820,com.sec.android.app.shealth,Parcialmente nublado,,
,a1a1f6fb-de67-c2dd-d62d-9dc392ced264,20.914198,1,0,hytsFLPcD3,2019-11-02 01:01:19.843,0.0,18,65c8c69c-a189-d27b-adc0-6cd84dafbf53,,TWC,20.0,56,,-100.73896,2019-11-02 01:01:19.843,UTC+0100,,,,2019-11-02 00:38:19.450,com.sec.android.app.shealth,Despejado,,
0,cd877ab8-83ed-459f-99aa-ea9fc956115c,19.360628,1,1,eL5K8TBQJK,2019-07-27 03:29:15.829,,3,2e8223e5-89a8-416f-b5bf-29a582b00012,0,TWC,13.0,89,11.0,-99.2755,2019-07-27 03:29:15.829,UTC-0400,km/h,,O. 280,2019-07-27 03:29:15.826,com.sec.android.app.shealth,Nublado,0,
,bd1b252c-60a1-0f1d-2863-65d17d19ce62,19.343893,1,0,hytsFLPcD3,2019-08-25 16:07:38.856,7.0,1,4c428900-91dd-7664-504d-b3f7208308ef,,TWC,21.0,63,,-99.19705,2019-08-25 16:07:38.856,UTC+0100,,,,2019-08-25 15:52:52.470,com.sec.android.app.shealth,Soleado,,
,94886d2a-fc49-a7e0-3f27-1f24482e2ace,19.341654,1,0,hytsFLPcD3,2019-08-17 19:57:56.428,11.0,2,4494521a-0324-3a88-9e04-6462abaaccd2,,TWC,24.0,45,,-99.19294,2019-08-17 19:57:56.428,UTC+0100,,,,2019-08-17 19:35:27.290,com.sec.android.app.shealth,Parcialmente nublado,,
,d53cfc6c-6be6-34b2-e4d1-1ab8cd281d77,19.343342,1,0,hytsFLPcD3,2019-12-01 19:08:54.897,7.0,1,323a5b50-f5e6-1af8-e907-fdbf43f78a8a,,TWC,24.0,38,,-99.19821,2019-12-01 19:08:54.897,UTC+0100,,,,2019-12-01 18:52:02.920,com.sec.android.app.shealth,Soleado,,
,0d64d0bb-cd3e-d692-0589-e3f498dbc9dd,19.34322,1,0,hytsFLPcD3,2019-08-28 23:18:59.567,2.0,2,7fcff0c6-50aa-0a33-8cab-0500c39a4aef,,TWC,23.0,38,,-99.19923,2019-08-28 23:18:59.567,UTC+0100,,,,2019-08-28 23:02:58.480,com.sec.android.app.shealth,Parcialmente nublado,,
,8491a9d8-0242-6548-4a8e-0d689d948fcd,19.37257,1,0,hytsFLPcD3,2019-09-05 23:06:35.804,0.0,3,e3cbac21-0fe4-396a-96dd-8317481fb45b,,TWC,22.0,45,,-99.18709,2019-09-05 23:06:35.804,UTC+0100,,,,2019-09-05 22:50:33.490,com.sec.android.app.shealth,Nublado,,
,c54b719a-20f0-1fe6-9621-6b8ad07eac9b,19.344393,1,0,hytsFLPcD3,2020-01-14 00:07:48.061,0.0,1,57d3e71c-9882-f7fd-bffe-0cd2f320d940,,TWC,22.0,32,,-99.198906,2020-01-14 00:07:48.061,UTC+0100,,,,2020-01-13 23:27:21.710,com.sec.android.app.shealth,Soleado,,
,2a1c4458-2a71-87ba-0fd6-2715a79649fa,19.34452,1,0,hytsFLPcD3,2019-11-21 13:05:31.297,0.0,1,adbdccd5-8577-f17c-b143-9197c1f31f20,,TWC,12.0,77,,-99.199,2019-11-21 13:05:31.297,UTC+0100,,,,2019-11-21 12:52:06.020,com.sec.android.app.shealth,Despejado,,
,6abad96d-c247-3a66-fa2b-9ea1b8aa8e26,19.342815,1,0,hytsFLPcD3,2019-09-27 16:41:25.914,8.0,1,81e2a412-5274-7b3f-e59b-3f7322f64dc1,,TWC,19.0,54,,-99.19938,2019-09-27 16:41:25.914,UTC+0100,,,,2019-09-27 16:22:57.330,com.sec.android.app.shealth,Soleado,,
,ed5ebdbe-f6b6-7ddd-9978-9343f83fb754,19.34194,1,0,hytsFLPcD3,2019-09-04 01:02:16.635,0.0,3,3be29986-a722-3a26-f01a-f858e567f9e6,,TWC,21.0,56,,-99.194725,2019-09-04 01:02:16.635,UTC+0100,,,,2019-09-04 00:37:53.610,com.sec.android.app.shealth,Mayormente nublado,,
,1671b0b2-063c-cf91-e532-e9c32cec25e2,19.37059,1,0,hytsFLPcD3,2019-08-09 17:55:52.882,8.0,3,7e00da89-ce8b-2a83-f2c2-16eb2a893a11,,TWC,21.0,54,,-99.185455,2019-08-09 17:55:52.882,UTC+0100,,,,2019-08-09 17:24:29.200,com.sec.android.app.shealth,Mayormente nublado,,
,049e19a0-462b-3e87-3353-adca99df2a51,19.344236,1,0,hytsFLPcD3,2019-10-24 12:04:22.495,0.0,3,51cddf8e-6287-ac9c-efb2-718f03fff01b,,TWC,12.0,86,,-99.19958,2019-10-24 12:04:22.495,UTC+0100,,,,2019-10-24 11:52:26.070,com.sec.android.app.shealth,Mayormente nublado,,
,722415e7-5eb7-55d2-47a7-de91b9cae40e,19.342676,1,0,hytsFLPcD3,2019-09-06 18:59:20.300,9.0,3,7ee82198-b6b1-1bfc-a81e-d0cd890c76f2,,TWC,23.0,43,,-99.1994,2019-09-06 18:59:20.300,UTC+0100,,,,2019-09-06 18:46:27.270,com.sec.android.app.shealth,Mayormente nublado,,
,a08eb3a3-da8b-da82-49c2-163ad1a2dd2c,19.343975,1,0,hytsFLPcD3,2019-09-08 16:07:02.480,7.0,1,25a50269-9dfb-aa28-226a-a5894b22fbd7,,TWC,19.0,65,,-99.19697,2019-09-08 16:07:02.480,UTC+0100,,,,2019-09-08 15:51:03.980,com.sec.android.app.shealth,Soleado,,
,0b049b01-9ac0-0e64-c94a-77c8eb16e56a,19.341446,1,0,hytsFLPcD3,2019-08-23 18:14:46.333,9.0,3,b17d2639-730c-ecaf-f339-f57c0ea552ea,,TWC,24.0,54,,-99.2005,2019-08-23 18:14:46.333,UTC+0100,,,,2019-08-23 18:02:36.740,com.sec.android.app.shealth,Mayormente nublado,,
,5962986a-5e45-1d30-20d7-afaf77beee2e,19.34283,1,0,hytsFLPcD3,2019-12-13 20:39:23.504,5.0,1,cede701b-dd1e-c77a-b274-8d211a8bd477,,TWC,22.0,29,,-99.19923,2019-12-13 20:39:23.504,UTC+0100,,,,2019-12-13 20:24:28.620,com.sec.android.app.shealth,Soleado,,
,8a4adc90-06f8-5e52-d807-753e4f5b594c,24.822664,1,0,hytsFLPcD3,2019-12-21 02:08:02.402,0.0,18,0400b7a0-1d90-3bd5-5566-55724592d149,,TWC,21.0,63,,-107.38117,2019-12-21 02:08:02.402,UTC+0100,,,,2019-12-21 01:53:05.430,com.sec.android.app.shealth,Despejado,,
,2f31ecde-3631-545f-cf8c-346bbca2d21c,19.341162,1,0,hytsFLPcD3,2019-11-28 14:46:04.431,1.0,1,195aa492-ccdc-b1c2-8a8b-475b51e64b18,,TWC,12.0,64,,-99.199615,2019-11-28 14:46:04.431,UTC+0100,,,,2019-11-28 14:32:36.320,com.sec.android.app.shealth,Soleado,,
,a83e4d10-6640-a03c-1c8a-8b881855e392,19.360632,1,0,hytsFLPcD3,2019-07-25 21:06:12.776,4.0,5,ddadafec-cbcf-aa6e-74c4-e31d7476e988,,TWC,15.0,70,,-99.27482,2019-07-25 21:06:12.776,UTC+0100,,,,2019-07-25 20:52:16.240,com.sec.android.app.shealth,Tormentas,,
,218fb623-a50c-49dc-e1a8-52119b11e692,19.342178,1,0,hytsFLPcD3,2019-10-17 01:24:13.424,0.0,3,9ede90d5-7d80-0ee1-1085-46e5a87ba5ce,,TWC,16.0,73,,-99.1995,2019-10-17 01:24:13.424,UTC+0100,,,,2019-10-17 01:11:42.390,com.sec.android.app.shealth,Nublado,,
,8e4bbe43-1613-fd6a-c874-5e2b1d7e86da,19.341583,1,0,hytsFLPcD3,2019-12-14 21:41:58.628,3.0,1,91b229ca-4870-9917-88b1-6fcd8b5e4167,,TWC,23.0,20,,-99.19381,2019-12-14 21:41:58.628,UTC+0100,,,,2019-12-14 21:28:29.140,com.sec.android.app.shealth,Soleado,,
,daf3cfc2-5d1a-3f6e-7810-1c41a56383a4,24.817522,1,0,hytsFLPcD3,2019-12-21 01:52:48.200,0.0,18,e645aba0-cac5-76b2-4d4f-b3d8f75252c5,,TWC,22.0,61,,-107.38751,2019-12-21 01:52:48.200,UTC+0100,,,,2019-12-21 01:31:07.673,com.sec.android.app.shealth,Despejado,,
,8c8a95f3-7f70-80f3-c490-eb757c77ba0c,19.34251,1,0,hytsFLPcD3,2019-12-14 17:25:20.340,5.0,1,2a8e49ae-22c8-c7e1-77c3-e780501ebfdb,,TWC,18.0,30,,-99.198685,2019-12-14 17:25:20.340,UTC+0100,,,,2019-12-14 17:00:34.790,com.sec.android.app.shealth,Soleado,,
,02cce626-6ffc-f63e-045f-3601a693938e,19.344057,1,0,hytsFLPcD3,2019-11-10 00:08:07.976,0.0,19,b3e89973-c2d6-0988-219b-6a392ac77d30,,TWC,19.0,47,,-99.19669,2019-11-10 00:08:07.976,UTC+0100,,,,2019-11-09 23:51:57.760,com.sec.android.app.shealth,Parcialmente nublado,,
,53c30323-9b66-c2dd-44ef-597a34749e99,19.342377,1,0,hytsFLPcD3,2019-08-24 18:25:34.528,11.0,2,f2c56af8-07c1-38aa-e5f3-7772359bbbc0,,TWC,22.0,53,,-99.193275,2019-08-24 18:25:34.528,UTC+0100,,,,2019-08-24 18:01:34.890,com.sec.android.app.shealth,Parcialmente nublado,,
0,72553ec5-da83-49b5-ae99-370a281d9584,24.841314,1,1,eL5K8TBQJK,2019-05-23 14:30:05.124,,1,e2a7d17e-0570-48d1-9858-40d1955a0b46,0,TWC,23.0,59,0.0,-107.36362,2019-05-23 14:30:05.124,UTC-0500,km/h,,NNO. 340,2019-05-23 14:30:05.123,com.sec.android.app.shealth,Soleado,0,
,180df2d8-753f-24a9-2b87-3bdd8f0e62f0,19.342587,1,0,hytsFLPcD3,2019-08-11 17:08:43.489,10.0,2,bd7f5fa2-343c-c4ab-2403-4530aa1716cb,,TWC,21.0,59,,-99.19806,2019-08-11 17:08:43.489,UTC+0100,,,,2019-08-11 16:49:14.000,com.sec.android.app.shealth,Parcialmente nublado,,
0,a23df820-fb49-44fb-bf7f-83c007069ba3,24.841454,1,1,eL5K8TBQJK,2019-05-23 14:15:13.031,,1,6ddfd6d6-8804-4356-9659-f0454310f0ed,0,TWC,22.0,63,0.0,-107.36141,2019-05-23 14:15:13.031,UTC-0500,km/h,,N. 0,2019-05-23 14:15:13.029,com.sec.android.app.shealth,Soleado,0,
0,34d59d5f-1a68-41d5-a4ee-7c90f2922db0,24.81787,1,1,eL5K8TBQJK,2019-05-11 22:25:22.286,,1,87f451ad-ddeb-4cd9-802d-5cf0fb76085d,0,TWC,33.0,26,23.0,-107.38993,2019-05-11 22:25:22.286,UTC-0500,km/h,,OSO. 240,2019-05-11 22:25:22.284,com.sec.android.app.shealth,Soleado,0,
,10452dba-381a-7f28-4ad8-addf09cf12f9,19.346342,1,0,hytsFLPcD3,2019-08-09 16:30:31.845,4.0,3,98d1d065-c2eb-d1ef-7617-b4b3c67d5a48,,TWC,19.0,77,,-99.19525,2019-08-09 16:30:31.845,UTC+0100,,,,2019-08-09 15:21:47.310,com.sec.android.app.shealth,Mayormente nublado,,
,06c7a543-b142-f392-bedc-6246c7157be6,19.344276,1,0,hytsFLPcD3,2019-10-29 13:03:58.884,0.0,3,705890e4-fdf7-e9ed-0988-c4266f6aae4c,,TWC,14.0,88,,-99.19973,2019-10-29 13:03:58.884,UTC+0100,,,,2019-10-29 12:52:22.600,com.sec.android.app.shealth,Mayormente nublado,,
,e731801b-ffe0-c65f-6399-a86e97dac712,19.344107,1,0,hytsFLPcD3,2019-10-22 15:15:10.227,1.0,3,b363507f-463f-4690-3ab7-f7483c7e678d,,TWC,17.0,79,,-99.1994,2019-10-22 15:15:10.227,UTC+0100,,,,2019-10-22 15:02:24.300,com.sec.android.app.shealth,Nublado,,
,a5d1ab70-4792-e764-ef73-0e989577912b,19.343447,1,0,hytsFLPcD3,2019-08-17 20:26:05.760,8.0,3,6f18f52f-c170-6dcb-1588-1ed4e4543fef,,TWC,24.0,41,,-99.184296,2019-08-17 20:26:05.760,UTC+0100,,,,2019-08-17 19:58:00.590,com.sec.android.app.shealth,Mayormente nublado,,
,2b679f6f-6104-0729-b103-9b056115646d,19.344137,1,0,hytsFLPcD3,2019-09-03 19:11:52.530,11.0,2,9cd0d250-fbdf-461f-0bf2-9368b8ab14b9,,TWC,22.0,41,,-99.19959,2019-09-03 19:11:52.530,UTC+0100,,,,2019-09-03 18:57:42.850,com.sec.android.app.shealth,Parcialmente nublado,,
,0b0bb776-ac5a-d77b-a756-d002a091be8f,19.340351,1,0,hytsFLPcD3,2019-08-31 22:22:17.159,5.0,1,b3a5dcbc-3c6e-086e-c6ec-7d85b1dc0d0d,,TWC,27.0,34,,-99.198044,2019-08-31 22:22:17.159,UTC+0100,,,,2019-08-31 21:47:28.860,com.sec.android.app.shealth,Soleado,,
,98cb8d03-9bb5-83de-d2e6-b3fc3cdbec8a,19.344223,1,0,hytsFLPcD3,2019-12-12 22:43:21.896,0.0,3,b5f71925-0987-c7c7-c6e7-11b70d75e868,,TWC,21.0,27,,-99.19641,2019-12-12 22:43:21.896,UTC+0100,,,,2019-12-12 22:29:15.840,com.sec.android.app.shealth,Mayormente nublado,,
0,0599784c-d97c-4015-9460-78f989ff275f,24.822325,1,1,eL5K8TBQJK,2019-06-19 01:31:57.642,,2,f3278ac6-de4e-4554-a816-1525277bd65d,0,TWC,32.0,42,18.0,-107.388985,2019-06-19 01:31:57.642,UTC-0500,km/h,,OSO. 240,2019-06-19 01:31:57.640,com.sec.android.app.shealth,Parcialmente nublado,0,
0,298cdd62-c6ec-4ae5-acc2-6cd070ccf56d,19.341467,1,1,eL5K8TBQJK,2019-10-13 18:25:00.063,,1,48cc17f7-2740-4d02-9632-a696374bed22,0,TWC,24.0,54,0.0,-99.18961,2019-10-13 18:25:00.063,UTC-0400,km/h,,NE. 50,2019-10-13 18:25:00.060,com.sec.android.app.shealth,Soleado,0,
,b96527ce-ff4a-6a7b-92a0-fb6f65b0fccc,19.343147,1,0,hytsFLPcD3,2019-11-21 15:09:40.989,1.0,3,561297aa-6d99-b1b0-5671-eadaae31f9df,,TWC,16.0,67,,-99.199295,2019-11-21 15:09:40.989,UTC+0100,,,,2019-11-21 14:57:13.260,com.sec.android.app.shealth,Mayormente nublado,,
,1d50ba23-ca15-826b-58b4-a639b602b645,19.341673,1,0,hytsFLPcD3,2019-12-12 20:20:23.354,5.0,2,efeccba2-eba5-344d-f4c8-7261076bf809,,TWC,22.0,25,,-99.194,2019-12-12 20:20:23.354,UTC+0100,,,,2019-12-12 19:59:31.400,com.sec.android.app.shealth,Parcialmente nublado,,
0,fbefbdac-80b4-4d04-9415-f741ead14348,19.34466,1,1,eL5K8TBQJK,2019-09-29 17:01:40.505,,3,ce3ed8bf-1484-4047-9800-ebf4345b4331,0,TWC,18.0,70,14.0,-99.20048,2019-09-29 17:01:40.505,UTC-0400,km/h,,E. 90,2019-09-29 17:01:40.501,com.sec.android.app.shealth,Nublado,0,
,5372c591-6304-f4c8-488c-793e16f3c907,19.34497,1,0,hytsFLPcD3,2019-12-14 21:14:23.373,4.0,1,5b239de4-e8ca-7c87-9240-93b0ee409a0a,,TWC,23.0,15,,-99.19345,2019-12-14 21:14:23.373,UTC+0100,,,,2019-12-14 20:50:48.360,com.sec.android.app.shealth,Soleado,,
0,2b097b22-9057-46db-ba7c-3daba31cc1e1,19.347118,1,1,eL5K8TBQJK,2019-06-03 21:55:05.806,,3,7d9468cf-4630-4e15-b7d9-87252b0d49d0,0,TWC,23.0,62,0.0,-99.19042,2019-06-03 21:55:05.806,UTC-0400,km/h,,N. 0,2019-06-03 21:55:05.801,com.sec.android.app.shealth,Nublado,0,
,a1877ff4-82c4-7b27-1bfe-504da4f41018,19.42059,1,0,hytsFLPcD3,2019-10-12 19:23:19.629,7.0,3,1356f26e-5113-1371-1b9b-d5ebb5ee01cc,,TWC,22.0,45,,-99.1773,2019-10-12 19:23:19.629,UTC+0100,,,,2019-10-12 18:43:27.020,com.sec.android.app.shealth,Mayormente nublado,,
,1ea16cd9-1cee-373c-eb7e-18dd5047b3e2,19.354874,1,0,hytsFLPcD3,2019-09-08 22:53:31.369,3.0,3,88995acb-2c2d-f4b8-969d-1e644b58e4d1,,TWC,24.0,35,,-99.169205,2019-09-08 22:53:31.369,UTC+0100,,,,2019-09-08 21:59:47.460,com.sec.android.app.shealth,Mayormente nublado,,
,d7764e41-cffd-0f7b-e943-9840b8389377,19.341946,1,0,hytsFLPcD3,2019-10-20 00:01:44.319,0.0,3,5a92c08b-51c5-6308-f5a1-d7791b4c6c56,,TWC,20.0,61,,-99.19559,2019-10-20 00:01:44.319,UTC+0100,,,,2019-10-19 23:44:20.020,com.sec.android.app.shealth,Mayormente nublado,,
,817506f2-ad12-6c15-525b-fda62cfeb31d,19.34424,1,0,hytsFLPcD3,2019-08-26 23:28:14.802,0.0,5,2b43eb24-aef2-a7f5-ed12-53c5917eb8aa,,TWC,21.0,56,,-99.19981,2019-08-26 23:28:14.802,UTC+0100,,,,2019-08-26 23:14:53.920,com.sec.android.app.shealth,Lluvia débil,,
,8c88ef86-fda0-bb25-4f52-5e7b8e6165e3,19.335196,1,0,hytsFLPcD3,2020-02-21 02:50:36.562,0.0,18,c789229a-87f4-33b7-d679-6720122b4892,,TWC,16.0,51,,-99.19874,2020-02-21 02:50:36.562,UTC-0500,,,,2020-02-21 02:21:38.340,com.sec.android.app.shealth,Despejado,,
,c8cabbfa-bb27-9464-ff5a-b8da5bbbcd2d,19.344658,1,0,hytsFLPcD3,2019-10-03 12:02:16.047,0.0,19,bf30af2a-c04f-c0e5-025f-51c6d53b9df4,,TWC,12.0,85,,-99.1992,2019-10-03 12:02:16.047,UTC+0100,,,,2019-10-03 11:49:46.530,com.sec.android.app.shealth,Parcialmente nublado,,
,fb757350-fe7d-36b9-7a9d-bfc345c04cfd,19.346172,1,0,hytsFLPcD3,2019-10-27 20:12:18.787,6.0,3,ececdbed-8084-3cc4-98a5-4fda261ee085,,TWC,21.0,51,,-99.19826,2019-10-27 20:12:18.787,UTC+0100,,,,2019-10-27 19:55:39.940,com.sec.android.app.shealth,Mayormente nublado,,
,9fbfe50e-9258-bd85-283f-f846ed6c0e4c,19.427275,1,0,hytsFLPcD3,2019-10-12 21:29:26.587,1.0,3,668eae9b-e4ef-f091-7e7f-fc1b4af8515c,,TWC,24.0,41,,-99.16695,2019-10-12 21:29:26.587,UTC+0100,,,,2019-10-12 20:45:36.900,com.sec.android.app.shealth,Nublado,,
,3fd48671-373a-4b85-563c-c06679b7b6c6,19.338541,1,0,hytsFLPcD3,2020-02-23 21:55:19.514,5.0,1,53a1c7cb-6e78-1c2a-0ab1-46a445471e8f,,TWC,27.0,35,,-99.197914,2020-02-23 21:55:19.514,UTC-0500,,,,2020-02-23 21:33:14.420,com.sec.android.app.shealth,Soleado,,
,67992815-b912-db7e-0beb-677d01334bdf,19.343908,1,0,hytsFLPcD3,2019-12-12 18:02:47.076,7.0,1,cc893461-366a-aa98-b7f4-8889ad6ccc8e,,TWC,18.0,40,,-99.196846,2019-12-12 18:02:47.076,UTC+0100,,,,2019-12-12 17:48:01.040,com.sec.android.app.shealth,Soleado,,
,17405562-5b65-ff1d-690c-6943e78d1862,19.344927,1,0,hytsFLPcD3,2019-10-24 21:59:17.354,1.0,3,1b1fd88e-faef-96d5-54a5-96a2d938f692,,TWC,18.0,67,,-99.17971,2019-10-24 21:59:17.354,UTC+0100,,,,2019-10-24 21:26:58.560,com.sec.android.app.shealth,Nublado,,
,8015cde2-2987-6a47-3204-e29011dc39eb,19.343971,1,0,hytsFLPcD3,2019-10-27 18:09:50.520,9.0,2,b04fccf6-fa56-0131-b246-ac63bb079a04,,TWC,21.0,57,,-99.19631,2019-10-27 18:09:50.520,UTC+0100,,,,2019-10-27 17:55:35.740,com.sec.android.app.shealth,Parcialmente nublado,,
,52225b48-2fa7-1164-1328-694b9afd6c48,19.344278,1,0,hytsFLPcD3,2020-02-27 00:11:38.210,0.0,1,c51f7455-ac21-b57d-6167-8cad310b60ed,,TWC,21.0,36,,-99.19641,2020-02-27 00:11:38.210,UTC-0500,,,,2020-02-26 23:58:11.760,com.sec.android.app.shealth,Soleado,,
,6c8c89c3-088f-12bb-9898-1611cde5bc54,19.34338,1,0,hytsFLPcD3,2019-09-01 18:19:37.317,11.0,1,5de6968f-b55f-6483-4ae0-74fca249ed34,,TWC,23.0,50,,-99.19805,2019-09-01 18:19:37.317,UTC+0100,,,,2019-09-01 17:57:46.660,com.sec.android.app.shealth,Soleado,,
,cebb99ca-c1a3-d733-44d9-2a3a638730ea,19.3419,1,0,hytsFLPcD3,2019-09-07 22:27:34.014,1.0,3,521db81d-c73a-c505-e341-9e0afb111ea3,,TWC,21.0,48,,-99.19515,2019-09-07 22:27:34.014,UTC+0100,,,,2019-09-07 22:11:36.780,com.sec.android.app.shealth,Nublado,,
,e64f99ac-8f9e-fa36-a8d0-a9f43daa2647,19.341896,1,0,hytsFLPcD3,2019-12-14 23:32:05.276,0.0,1,dce61931-de3a-a92c-f401-b1852d130253,,Accuweather,20.2,23,7.0,-99.1965,2019-12-14 23:32:05.276,UTC+0100,km/h,,ENE,2019-12-14 23:15:32.140,com.sec.android.app.shealth,Mayormente soleado,,
,36728703-9fcf-3049-53fe-ac1f80b60423,19.341614,1,0,hytsFLPcD3,2019-09-08 21:26:23.358,6.0,2,3719078d-12bf-087b-022b-8ad40ae790a2,,TWC,23.0,37,,-99.19568,2019-09-08 21:26:23.358,UTC+0100,,,,2019-09-08 21:10:33.080,com.sec.android.app.shealth,Parcialmente nublado,,
,d21888c7-ed57-dc9b-5383-4915dcb9fcb9,19.34466,1,0,hytsFLPcD3,2019-08-27 14:10:08.360,1.0,3,34b3e8a2-5e63-eac5-a684-eaf54c5c2f25,,TWC,16.0,78,,-99.19956,2019-08-27 14:10:08.360,UTC+0100,,,,2019-08-27 13:48:07.770,com.sec.android.app.shealth,Mayormente nublado,,
,d478188b-104e-8b00-8139-5db2972dd733,19.337093,1,0,hytsFLPcD3,2020-03-01 19:47:38.422,10.0,1,c0c5cc83-9087-f20b-fa78-1c0e38d428e0,,TWC,26.0,17,,-99.20095,2020-03-01 19:47:38.422,UTC-0500,,,,2020-03-01 19:28:02.560,com.sec.android.app.shealth,Soleado,,
,ca4bc524-3154-40bf-34d0-8a4b018c257c,19.34737,1,0,hytsFLPcD3,2019-10-27 21:50:45.576,2.0,3,c4b755fc-7502-0a1f-142c-3bd76abd83c4,,TWC,23.0,57,,-99.19778,2019-10-27 21:50:45.576,UTC+0100,,,,2019-10-27 21:25:15.630,com.sec.android.app.shealth,Mayormente nublado,,
,f5bb26dd-e9bf-42c3-d146-d1ea7f034f13,19.40486,1,0,hytsFLPcD3,2020-03-07 06:15:03.396,0.0,19,066ab9cd-8510-b5d9-470b-720fdb005cbf,,TWC,9.0,67,,-99.09097,2020-03-07 06:15:03.396,UTC-0500,,,,2020-03-07 05:47:37.810,com.sec.android.app.shealth,Parcialmente nublado,,
,4786e604-e352-3565-716f-29dbc366e911,19.339844,1,0,hytsFLPcD3,2019-08-13 15:50:34.586,5.0,1,50fad196-8865-265b-0621-3a0e00fc000d,,TWC,19.0,69,,-99.19964,2019-08-13 15:50:34.586,UTC+0100,,,,2019-08-13 15:13:21.360,com.sec.android.app.shealth,Soleado,,
