com.samsung.shealth.tracker.pedometer_day_summary,6100041,5
create_time,distance,achievement,step_count,recommendation,day_time,speed,deviceuuid,active_time,source_package_name,pkg_name,update_time,walk_step_count,binning_data,datauuid,calorie,run_step_count,source_info,healthy_step
2019-06-02 11:29:32.571,7481.08,6afd1af7-f36d-49ad-903c-1d0581caf0d3.achievement.json,9599,6000,1559433600000,1.5106084,VfS0qUERdZ,4952362,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-03 04:17:28.061,9572,6afd1af7-f36d-49ad-903c-1d0581caf0d3.binning_data.json,6afd1af7-f36d-49ad-903c-1d0581caf0d3,343.00998,27,6afd1af7-f36d-49ad-903c-1d0581caf0d3.source_info.json,0,
2019-06-04 07:30:39.552,10908.44,734378f4-77a0-4d05-a4b2-086d13c86d2e.achievement.json,14139,6000,1559606400000,1.4498833,VfS0qUERdZ,7523666,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-05 04:27:29.186,14095,734378f4-77a0-4d05-a4b2-086d13c86d2e.binning_data.json,734378f4-77a0-4d05-a4b2-086d13c86d2e,506.82,44,734378f4-77a0-4d05-a4b2-086d13c86d2e.source_info.json,0,
2019-05-16 06:08:59.122,10617.16,d90036bf-4e81-4f11-9458-25421167ec78.achievement.json,12642,6000,1557964800000,1.7616668,VfS0qUERdZ,6026769,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-17 05:17:49.600,11283,d90036bf-4e81-4f11-9458-25421167ec78.binning_data.json,d90036bf-4e81-4f11-9458-25421167ec78,497.75,1359,d90036bf-4e81-4f11-9458-25421167ec78.source_info.json,0,
2019-04-13 06:00:03.508,3981.66,54ca4850-378e-47ec-acee-f093eebc51be.achievement.json,4990,6000,1555027200000,6.6827083,eL5K8TBQJK,2467707,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-13 06:00:03.508,4836,54ca4850-378e-47ec-acee-f093eebc51be.binning_data.json,54ca4850-378e-47ec-acee-f093eebc51be,190.98,154,,0,
2019-02-08 19:03:01.384,3010.1,8b206794-3297-4203-aed6-511f8cf75f4f.achievement.json,3846,6000,1549584000000,4.361111,eL5K8TBQJK,1903820,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-10 03:17:51.236,3775,8b206794-3297-4203-aed6-511f8cf75f4f.binning_data.json,8b206794-3297-4203-aed6-511f8cf75f4f,148.54,71,,0,
2019-04-10 05:00:06.846,8235.92,fc7d1ea0-8762-4b2c-8fba-891292cc0b13.achievement.json,10544,6000,1554768000000,4.0000005,eL5K8TBQJK,5505758,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-10 05:00:06.846,10329,fc7d1ea0-8762-4b2c-8fba-891292cc0b13.binning_data.json,fc7d1ea0-8762-4b2c-8fba-891292cc0b13,398.3,215,,1924,
2019-02-23 07:28:02.910,2640.45,25d5a066-7686-407a-a4f5-2bfe855e5ca1.achievement.json,3380,6000,1550793600000,4.0790625,eL5K8TBQJK,1706948,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-23 07:28:02.910,3333,25d5a066-7686-407a-a4f5-2bfe855e5ca1.binning_data.json,25d5a066-7686-407a-a4f5-2bfe855e5ca1,125.899994,47,,0,
2019-06-01 06:00:02.448,8915.44,67bc0fe3-d4ba-44ab-8bb5-fbc4186174dd.achievement.json,11169,6000,1559260800000,6.944445,eL5K8TBQJK,5608943,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-01 06:00:02.448,10971,67bc0fe3-d4ba-44ab-8bb5-fbc4186174dd.binning_data.json,67bc0fe3-d4ba-44ab-8bb5-fbc4186174dd,415.58997,198,,0,
2019-03-15 07:00:09.405,3702.74,2785b2a8-ed7b-484a-af62-b9c40f5ea520.achievement.json,4650,6000,1552521600000,5.055555,eL5K8TBQJK,2325338,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-15 07:00:09.405,4565,2785b2a8-ed7b-484a-af62-b9c40f5ea520.binning_data.json,2785b2a8-ed7b-484a-af62-b9c40f5ea520,176.28,85,,0,
2019-05-29 07:51:26.314,6177.17,eb8da026-58e6-4437-9775-db4fac7d4b91.achievement.json,7663,6000,1559088000000,1.631554,VfS0qUERdZ,3786065,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-30 05:07:29.454,7453,eb8da026-58e6-4437-9775-db4fac7d4b91.binning_data.json,eb8da026-58e6-4437-9775-db4fac7d4b91,289.43997,210,eb8da026-58e6-4437-9775-db4fac7d4b91.source_info.json,0,
2019-06-08 06:12:58.798,2392.72,52d7dbef-a4ae-4860-9980-4fbabfb589ef.achievement.json,3045,6000,1559952000000,1.6495562,VfS0qUERdZ,1450523,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-09 05:13:14.102,3005,52d7dbef-a4ae-4860-9980-4fbabfb589ef.binning_data.json,52d7dbef-a4ae-4860-9980-4fbabfb589ef,115.03999,40,52d7dbef-a4ae-4860-9980-4fbabfb589ef.source_info.json,0,
2019-01-19 07:10:22.959,4306.7,9bbfb796-3db2-4450-887d-f8835720ea53.achievement.json,5467,6000,1547856000000,1.5617881,VfS0qUERdZ,2757544,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-20 06:10:00.415,5298,9bbfb796-3db2-4450-887d-f8835720ea53.binning_data.json,9bbfb796-3db2-4450-887d-f8835720ea53,211.10999,169,9bbfb796-3db2-4450-887d-f8835720ea53.source_info.json,0,
2019-01-14 13:35:03.366,4364.64,87ea897d-403a-4784-9813-f79cfc22d3b9.achievement.json,5550,6000,1547424000000,1.6399457,VfS0qUERdZ,2661453,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-15 07:00:07.279,5416,87ea897d-403a-4784-9813-f79cfc22d3b9.binning_data.json,87ea897d-403a-4784-9813-f79cfc22d3b9,211.5,134,87ea897d-403a-4784-9813-f79cfc22d3b9.source_info.json,0,
2019-04-16 05:35:23.969,7914.73,003fa641-e66b-49dc-9735-7b064f28af62.achievement.json,10174,6000,1555372800000,1.4680184,VfS0qUERdZ,5391437,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-17 04:33:57.855,10105,003fa641-e66b-49dc-9735-7b064f28af62.binning_data.json,003fa641-e66b-49dc-9735-7b064f28af62,369.34,69,003fa641-e66b-49dc-9735-7b064f28af62.source_info.json,0,
2019-05-13 07:45:44.397,5216.51,65c08741-dd30-4425-a139-57770b71d101.achievement.json,6549,6000,1557705600000,1.5659225,VfS0qUERdZ,3331269,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-14 05:12:07.922,6435,65c08741-dd30-4425-a139-57770b71d101.binning_data.json,65c08741-dd30-4425-a139-57770b71d101,246.87999,114,65c08741-dd30-4425-a139-57770b71d101.source_info.json,0,
2019-06-17 06:00:01.874,4788.32,effe93c6-84c4-4f9d-a59e-426bbc07eb0c.achievement.json,6033,6000,1560643200000,6.9444447,eL5K8TBQJK,3094159,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-17 06:00:01.874,5961,effe93c6-84c4-4f9d-a59e-426bbc07eb0c.binning_data.json,effe93c6-84c4-4f9d-a59e-426bbc07eb0c,228.54,72,,0,
2019-04-13 18:22:25.396,1310.97,c33c7e69-571f-4690-9084-18fefe0531c9.achievement.json,1653,6000,1555113600000,1.6090556,VfS0qUERdZ,814744,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-14 05:35:24.447,1627,c33c7e69-571f-4690-9084-18fefe0531c9.binning_data.json,c33c7e69-571f-4690-9084-18fefe0531c9,62.79,26,c33c7e69-571f-4690-9084-18fefe0531c9.source_info.json,0,
2019-02-19 13:04:53.909,2110.73,190dbf5b-e144-4452-a294-86131f9c80bc.achievement.json,2641,6000,1550534400000,1.5876958,VfS0qUERdZ,1329429,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-20 07:00:08.755,2608,190dbf5b-e144-4452-a294-86131f9c80bc.binning_data.json,190dbf5b-e144-4452-a294-86131f9c80bc,98.369995,33,190dbf5b-e144-4452-a294-86131f9c80bc.source_info.json,0,
2019-05-03 06:00:05.644,1949.68,a1a12614-82ea-4b25-8868-46a50686c93f.achievement.json,2461,6000,1556755200000,2.6944444,eL5K8TBQJK,1201126,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-03 06:00:05.644,2407,a1a12614-82ea-4b25-8868-46a50686c93f.binning_data.json,a1a12614-82ea-4b25-8868-46a50686c93f,94.13999,54,,0,
2019-04-05 07:00:05.455,14195.47,f19ea164-885c-4a67-8882-3f490948050b.achievement.json,18538,6000,1554336000000,5.6111107,eL5K8TBQJK,9512050,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-05 07:01:27.306,18362,f19ea164-885c-4a67-8882-3f490948050b.binning_data.json,f19ea164-885c-4a67-8882-3f490948050b,701.70996,176,,0,
2019-05-02 06:37:58.909,1949.68,5e2898bc-bb96-4916-8986-debed1c31ed9.achievement.json,2461,6000,1556755200000,1.6231587,VfS0qUERdZ,1201164,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-03 05:29:51.181,2407,5e2898bc-bb96-4916-8986-debed1c31ed9.binning_data.json,5e2898bc-bb96-4916-8986-debed1c31ed9,94.13999,54,5e2898bc-bb96-4916-8986-debed1c31ed9.source_info.json,0,
2019-05-22 06:00:02.323,3600.28,6c28e4d8-a014-4edb-b549-418e70f6f992.achievement.json,4312,6000,1558396800000,6.666666,eL5K8TBQJK,2112630,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-22 06:00:02.323,4194,6c28e4d8-a014-4edb-b549-418e70f6f992.binning_data.json,6c28e4d8-a014-4edb-b549-418e70f6f992,176.14,118,,0,
2019-06-30 06:02:15.115,5238.55,a89986be-338e-4613-ad53-f8592b6f3e28.achievement.json,6469,6000,1561852800000,1.6854829,VfS0qUERdZ,3108041,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-01 06:00:04.742,6371,a89986be-338e-4613-ad53-f8592b6f3e28.binning_data.json,a89986be-338e-4613-ad53-f8592b6f3e28,238.95999,98,a89986be-338e-4613-ad53-f8592b6f3e28.source_info.json,0,
2019-05-07 12:00:33.510,4418.66,92b3bbfa-5955-4b5b-bc99-e52630b7a00d.achievement.json,5685,6000,1557187200000,1.4733778,VfS0qUERdZ,2999000,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-08 04:37:15.982,5620,92b3bbfa-5955-4b5b-bc99-e52630b7a00d.binning_data.json,92b3bbfa-5955-4b5b-bc99-e52630b7a00d,216.56999,65,92b3bbfa-5955-4b5b-bc99-e52630b7a00d.source_info.json,0,
2019-03-16 07:01:39.037,3946.54,1326d6f6-dae0-4912-a935-3a4454646583.achievement.json,4928,6000,1552694400000,1.6338928,VfS0qUERdZ,2415421,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-17 05:33:40.690,4810,1326d6f6-dae0-4912-a935-3a4454646583.binning_data.json,1326d6f6-dae0-4912-a935-3a4454646583,183.35999,118,1326d6f6-dae0-4912-a935-3a4454646583.source_info.json,0,
2019-01-12 07:00:01.709,1528.75,f8a6863e-3bbc-4097-848c-5f1e2cfb6813.achievement.json,1913,6000,1547164800000,4.7222223,eL5K8TBQJK,926541,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-12 07:02:38.577,1885,f8a6863e-3bbc-4097-848c-5f1e2cfb6813.binning_data.json,f8a6863e-3bbc-4097-848c-5f1e2cfb6813,69.439995,28,,0,
2019-01-18 13:19:12.144,5897.72,549f990d-f860-460c-86c5-7df78be9fc68.achievement.json,7371,6000,1547769600000,1.64896,VfS0qUERdZ,3576630,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-19 07:00:04.034,7072,549f990d-f860-460c-86c5-7df78be9fc68.binning_data.json,549f990d-f860-460c-86c5-7df78be9fc68,281.93997,299,549f990d-f860-460c-86c5-7df78be9fc68.source_info.json,0,
2019-05-06 06:00:02.354,2072.84,7528276e-9bfb-4642-8f4d-d4345122b8b6.achievement.json,2593,6000,1557014400000,6.0009565,eL5K8TBQJK,1284607,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-06 06:00:02.354,2556,7528276e-9bfb-4642-8f4d-d4345122b8b6.binning_data.json,7528276e-9bfb-4642-8f4d-d4345122b8b6,97.509995,37,,0,
2019-02-05 13:09:20.412,5440.59,3b99614f-fc89-40f0-b791-c93754ee105a.achievement.json,6788,6000,1549324800000,1.6194905,VfS0qUERdZ,3359445,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-06 06:28:37.385,6663,3b99614f-fc89-40f0-b791-c93754ee105a.binning_data.json,3b99614f-fc89-40f0-b791-c93754ee105a,258.21,125,3b99614f-fc89-40f0-b791-c93754ee105a.source_info.json,0,
2019-07-10 07:34:20.921,4177.76,fcaccb3f-dc07-450e-bc45-c75cbc4f6dac.achievement.json,5206,6000,1562716800000,1.5966522,VfS0qUERdZ,2616574,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-12 06:00:03.745,5095,fcaccb3f-dc07-450e-bc45-c75cbc4f6dac.binning_data.json,fcaccb3f-dc07-450e-bc45-c75cbc4f6dac,198.19,111,fcaccb3f-dc07-450e-bc45-c75cbc4f6dac.source_info.json,0,
2019-05-07 06:00:03.499,2511.82,f993745b-8455-4549-b753-9d3ec35c1f79.achievement.json,3125,6000,1557100800000,3.8333333,eL5K8TBQJK,1526539,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-07 06:00:03.499,3047,f993745b-8455-4549-b753-9d3ec35c1f79.binning_data.json,f993745b-8455-4549-b753-9d3ec35c1f79,117.32,78,,0,
2019-06-14 06:00:02.080,5381.33,3a645f34-ae1e-4a1b-ac13-1d17885be101.achievement.json,6637,6000,1560384000000,3.6944444,eL5K8TBQJK,3194374,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-14 06:00:02.080,6429,3a645f34-ae1e-4a1b-ac13-1d17885be101.binning_data.json,3a645f34-ae1e-4a1b-ac13-1d17885be101,245.57999,208,,0,
2019-02-17 07:00:09.501,8869.7,5fc08fdf-5c7b-4fd6-9562-5b705668ac39.achievement.json,10984,6000,1550275200000,6.9444447,eL5K8TBQJK,5539949,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-17 07:00:09.501,10791,5fc08fdf-5c7b-4fd6-9562-5b705668ac39.binning_data.json,5fc08fdf-5c7b-4fd6-9562-5b705668ac39,413.25,193,,0,
2019-06-14 06:08:46.825,4184.59,e9310c55-52ad-47ab-a735-120b2deaa74f.achievement.json,5337,6000,1560470400000,1.5509527,VfS0qUERdZ,2698077,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-15 06:00:03.941,5289,e9310c55-52ad-47ab-a735-120b2deaa74f.binning_data.json,e9310c55-52ad-47ab-a735-120b2deaa74f,196.74998,48,e9310c55-52ad-47ab-a735-120b2deaa74f.source_info.json,0,
2019-03-06 13:08:28.618,1991.39,524697ea-04c2-4c2d-9f8c-afe356bc0583.achievement.json,2522,6000,1551830400000,1.5617481,VfS0qUERdZ,1275103,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-07 06:58:59.895,2502,524697ea-04c2-4c2d-9f8c-afe356bc0583.binning_data.json,524697ea-04c2-4c2d-9f8c-afe356bc0583,96.619995,20,524697ea-04c2-4c2d-9f8c-afe356bc0583.source_info.json,0,
2019-01-26 07:00:03.218,3275.94,c16a8650-974a-48cd-95ff-cf3fbc7054de.achievement.json,4020,6000,1548374400000,6.9444447,eL5K8TBQJK,1989740,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-26 07:00:03.218,3928,c16a8650-974a-48cd-95ff-cf3fbc7054de.binning_data.json,c16a8650-974a-48cd-95ff-cf3fbc7054de,158.53,92,,0,
2019-05-02 06:00:02.058,1241.4501,00205bbb-69bf-441e-840f-2501315384a9.achievement.json,1476,6000,1556668800000,6.944445,eL5K8TBQJK,708382,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-02 06:00:02.058,1428,00205bbb-69bf-441e-840f-2501315384a9.binning_data.json,00205bbb-69bf-441e-840f-2501315384a9,61.239998,48,,0,
2019-05-12 06:08:48.919,3187.4,0905a4e6-d630-425f-ac69-5e393aeb95f1.achievement.json,4104,6000,1557619200000,1.5497861,VfS0qUERdZ,2056670,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-13 04:38:12.234,4037,0905a4e6-d630-425f-ac69-5e393aeb95f1.binning_data.json,0905a4e6-d630-425f-ac69-5e393aeb95f1,151.9,67,0905a4e6-d630-425f-ac69-5e393aeb95f1.source_info.json,0,
2019-02-09 07:08:27.859,7164.48,c18f3fb6-3d11-4e62-a3b9-f63522ec2b89.achievement.json,8700,6000,1549670400000,1.6933118,VfS0qUERdZ,4231045,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-10 05:50:48.012,8382,c18f3fb6-3d11-4e62-a3b9-f63522ec2b89.binning_data.json,c18f3fb6-3d11-4e62-a3b9-f63522ec2b89,325.86,318,c18f3fb6-3d11-4e62-a3b9-f63522ec2b89.source_info.json,0,
2019-03-07 07:00:08.808,1991.39,16bb7816-64ce-4a2e-b6e9-e8f6b7d9fb68.achievement.json,2522,6000,1551830400000,6.9444447,eL5K8TBQJK,1275053,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-07 07:00:08.808,2502,16bb7816-64ce-4a2e-b6e9-e8f6b7d9fb68.binning_data.json,16bb7816-64ce-4a2e-b6e9-e8f6b7d9fb68,96.619995,20,,0,
2019-04-27 06:02:34.517,2198.68,1609ef15-9057-4ae3-ae77-91b8cf2595c4.achievement.json,2731,6000,1556323200000,1.6974784,VfS0qUERdZ,1295262,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-28 05:55:09.836,2675,1609ef15-9057-4ae3-ae77-91b8cf2595c4.binning_data.json,1609ef15-9057-4ae3-ae77-91b8cf2595c4,105.17,56,1609ef15-9057-4ae3-ae77-91b8cf2595c4.source_info.json,0,
2019-05-10 15:54:21.625,3961.72,4dff01d4-904d-4803-a6de-427d24bc9059.achievement.json,4869,6000,1557446400000,1.7050279,VfS0qUERdZ,2323551,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-11 04:58:30.533,4800,4dff01d4-904d-4803-a6de-427d24bc9059.binning_data.json,4dff01d4-904d-4803-a6de-427d24bc9059,184.2,69,4dff01d4-904d-4803-a6de-427d24bc9059.source_info.json,0,
2019-07-07 05:00:03.243,15165.27,b3d0aedd-32e7-4685-80e4-30c5803e8dc1.achievement.json,18222,6000,1562371200000,6.9444447,eL5K8TBQJK,8768655,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-07 05:00:03.243,16762,b3d0aedd-32e7-4685-80e4-30c5803e8dc1.binning_data.json,b3d0aedd-32e7-4685-80e4-30c5803e8dc1,704.3,1460,,5773,
2019-03-20 09:14:45.773,8025.5903,f72f3c3e-eaa5-4f3f-a71e-91fd4eda9647.achievement.json,11129,6000,1553040000000,1.4647882,VfS0qUERdZ,5479011,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-20 23:33:43.610,11037,f72f3c3e-eaa5-4f3f-a71e-91fd4eda9647.binning_data.json,f72f3c3e-eaa5-4f3f-a71e-91fd4eda9647,475.61,92,f72f3c3e-eaa5-4f3f-a71e-91fd4eda9647.source_info.json,0,
2019-04-21 06:00:01.196,2613.38,1840dec9-835e-4d4f-bd45-ed48c4f078ad.achievement.json,3203,6000,1555718400000,6.9444447,eL5K8TBQJK,1584563,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-21 06:00:01.196,3181,1840dec9-835e-4d4f-bd45-ed48c4f078ad.binning_data.json,1840dec9-835e-4d4f-bd45-ed48c4f078ad,120.899994,22,,0,
2019-04-05 07:01:27.209,2448.95,5da7016c-d9e6-4d43-8984-5d817006161a.achievement.json,2935,6000,1554422400000,5.7222223,eL5K8TBQJK,1441612,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-06 07:00:03.502,2776,5da7016c-d9e6-4d43-8984-5d817006161a.binning_data.json,5da7016c-d9e6-4d43-8984-5d817006161a,129.65,159,,0,
2019-07-08 06:46:46.774,1116.53,915e443d-0e87-42aa-b94e-9281b8d05a31.achievement.json,1322,6000,1562457600000,3.2777774,eL5K8TBQJK,659836,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-08 06:46:46.774,1278,915e443d-0e87-42aa-b94e-9281b8d05a31.binning_data.json,915e443d-0e87-42aa-b94e-9281b8d05a31,53.51,44,,0,
2019-11-14 06:03:53.533,7017.839,44d54dde-1813-45d6-99fe-b5785d72579b.achievement.json,9342,10000,1573689600000,1.4514186,VfS0qUERdZ,4835158,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-11-15 09:15:07.402,9156,44d54dde-1813-45d6-99fe-b5785d72579b.binning_data.json,44d54dde-1813-45d6-99fe-b5785d72579b,336.13,186,44d54dde-1813-45d6-99fe-b5785d72579b.source_info.json,0,
2019-01-28 13:27:28.076,2099.12,4059e577-df01-45ac-95a2-c812016b402f.achievement.json,2684,6000,1548633600000,1.5637834,VfS0qUERdZ,1342334,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-29 02:38:01.652,2660,4059e577-df01-45ac-95a2-c812016b402f.binning_data.json,4059e577-df01-45ac-95a2-c812016b402f,102.21,24,4059e577-df01-45ac-95a2-c812016b402f.source_info.json,0,
2019-04-20 18:21:27.843,2613.38,bfda7b30-714e-474a-9e70-994d9402992e.achievement.json,3203,6000,1555718400000,1.6492175,VfS0qUERdZ,1584618,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-21 05:12:01.974,3181,bfda7b30-714e-474a-9e70-994d9402992e.binning_data.json,bfda7b30-714e-474a-9e70-994d9402992e,120.899994,22,bfda7b30-714e-474a-9e70-994d9402992e.source_info.json,0,
2019-03-11 13:06:39.677,4562.42,1f45eb91-ca8e-4efa-85b3-d77a74a2d643.achievement.json,5620,6000,1552262400000,1.6041931,VfS0qUERdZ,2844059,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-03-12 04:09:52.399,5397,1f45eb91-ca8e-4efa-85b3-d77a74a2d643.binning_data.json,1f45eb91-ca8e-4efa-85b3-d77a74a2d643,230.54999,223,1f45eb91-ca8e-4efa-85b3-d77a74a2d643.source_info.json,0,
2019-01-27 07:04:13.012,6977.64,d362840a-17f2-4628-89ab-94667c2121b2.achievement.json,9147,6000,1548547200000,1.3676927,VfS0qUERdZ,5101760,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-01-30 07:00:07.486,9114,d362840a-17f2-4628-89ab-94667c2121b2.binning_data.json,d362840a-17f2-4628-89ab-94667c2121b2,352.21,33,d362840a-17f2-4628-89ab-94667c2121b2.source_info.json,0,
2019-07-24 08:14:18.097,3522.998,dd1c317c-240b-43e3-b756-5b6d35817522.achievement.json,5191,6000,1563926400000,2.5555558,hytsFLPcD3,2776297,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-25 06:55:08.507,5156,dd1c317c-240b-43e3-b756-5b6d35817522.binning_data.json,dd1c317c-240b-43e3-b756-5b6d35817522,169.85,35,,0,
2019-05-14 06:00:02.342,5216.51,cd92bc36-348c-41d1-97a7-28ffdd583d45.achievement.json,6549,6000,1557705600000,6.9444447,eL5K8TBQJK,3331171,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-14 06:00:02.342,6435,cd92bc36-348c-41d1-97a7-28ffdd583d45.binning_data.json,cd92bc36-348c-41d1-97a7-28ffdd583d45,246.87999,114,,0,
2019-04-23 06:01:15.214,5134.3,1e024949-fb46-4c25-a1c8-680114007602.achievement.json,6419,6000,1555977600000,1.5931218,VfS0qUERdZ,3222792,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-04-25 06:00:03.018,6277,1e024949-fb46-4c25-a1c8-680114007602.binning_data.json,1e024949-fb46-4c25-a1c8-680114007602,240.84999,142,1e024949-fb46-4c25-a1c8-680114007602.source_info.json,0,
2019-07-22 08:55:08.263,1286.439,731a7d3d-1d53-4e01-a7d1-94d3f4b26935.achievement.json,1948,6000,1563753600000,1.8888888,hytsFLPcD3,1111273,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-23 06:55:07.618,1944,731a7d3d-1d53-4e01-a7d1-94d3f4b26935.binning_data.json,731a7d3d-1d53-4e01-a7d1-94d3f4b26935,63.58,4,,0,
2019-07-07 08:47:33.390,1116.53,4222318a-30ff-424c-ae11-a788abc8789f.achievement.json,1322,6000,1562457600000,1.6920707,VfS0qUERdZ,659860,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-07 22:24:20.762,1278,4222318a-30ff-424c-ae11-a788abc8789f.binning_data.json,4222318a-30ff-424c-ae11-a788abc8789f,53.51,44,4222318a-30ff-424c-ae11-a788abc8789f.source_info.json,0,
2019-08-18 05:15:20.296,11970.192,68660277-7037-4b43-9a07-d36e8c6cfc17.achievement.json,14877,6000,1566086400000,1.6766354,VfS0qUERdZ,7139412,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-08-19 12:00:06.470,14141,68660277-7037-4b43-9a07-d36e8c6cfc17.binning_data.json,68660277-7037-4b43-9a07-d36e8c6cfc17,569.889,736,68660277-7037-4b43-9a07-d36e8c6cfc17.source_info.json,0,
2019-02-13 14:57:30.907,3436.13,5070e7ca-c74b-4439-9a40-04902fcff43b.achievement.json,3842,6000,1550016000000,6.9444447,eL5K8TBQJK,1801455,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-02-14 07:00:04.099,3517,5070e7ca-c74b-4439-9a40-04902fcff43b.binning_data.json,5070e7ca-c74b-4439-9a40-04902fcff43b,185.2,325,,0,
2019-06-06 12:10:44.166,2376.3901,765c0472-3411-4181-883f-9a838167493f.achievement.json,2674,6000,1559779200000,1.8648971,VfS0qUERdZ,1274274,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-06-07 03:19:20.460,2540,765c0472-3411-4181-883f-9a838167493f.binning_data.json,765c0472-3411-4181-883f-9a838167493f,121.71999,134,765c0472-3411-4181-883f-9a838167493f.source_info.json,0,
2019-05-28 06:00:04.520,3205.93,017871d1-a4ed-48b4-88fa-2c2dc1c30ffd.achievement.json,3866,6000,1558915200000,6.9444447,eL5K8TBQJK,1857241,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-28 06:00:38.047,3807,017871d1-a4ed-48b4-88fa-2c2dc1c30ffd.binning_data.json,017871d1-a4ed-48b4-88fa-2c2dc1c30ffd,158.59,59,,0,
2019-08-28 06:55:17.370,6593.597,52f335d3-5e6a-4dd2-9145-cd9a2834cfc7.achievement.json,9303,6000,1566950400000,2.2222223,hytsFLPcD3,4809044,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-08-29 04:55:57.185,9168,52f335d3-5e6a-4dd2-9145-cd9a2834cfc7.binning_data.json,52f335d3-5e6a-4dd2-9145-cd9a2834cfc7,310.411,135,,0,
2019-05-17 06:00:02.306,10617.16,437a7afc-a03c-4542-ba65-9e5cd6dd8d04.achievement.json,12642,6000,1557964800000,6.9444447,eL5K8TBQJK,6026674,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-05-17 06:00:02.306,11283,437a7afc-a03c-4542-ba65-9e5cd6dd8d04.binning_data.json,437a7afc-a03c-4542-ba65-9e5cd6dd8d04,497.75,1359,,7573,
2019-07-05 05:02:21.866,2496.5,8b5dda13-a0f6-476d-b93e-759c44f055ef.achievement.json,3145,6000,1562284800000,1.533294,VfS0qUERdZ,1628193,com.sec.android.app.shealth,com.sec.android.app.shealth,2019-07-06 05:00:03.601,3122,8b5dda13-a0f6-476d-b93e-759c44f055ef.binning_data.json,8b5dda13-a0f6-476d-b93e-759c44f055ef,113.369995,23,8b5dda13-a0f6-476d-b93e-759c44f055ef.source_info.json,0,
